model_name,score_family,metric,score,noise_ceiling_mean,noise_ceiling_p05,noise_ceiling_p50,noise_ceiling_p95,bootstrap_iters,gap_to_noise_ceiling,ratio_to_noise_ceiling
gpt-5.1,mean_abs_log_iqr_ratio,final_round_normalized_efficiency,0.8846719170773781,0.6379863148190649,0.46845311570637344,0.6175846078798164,0.8051207398708077,200,0.24668560225831326,1.386662842961254
twin_sampled_seed_0_gpt_5_1,mean_abs_log_iqr_ratio,final_round_normalized_efficiency,0.8761183302573631,0.6379863148190649,0.46845311570637344,0.6175846078798164,0.8051207398708077,200,0.2381320154382982,1.3732556794824562
gpt-5.1,mean_abs_log_iqr_ratio,final_total_contribution_rate,0.833052539894639,0.5193605022496625,0.39804073464632317,0.5164509522144095,0.6564217640392379,200,0.31369203764497655,1.6039967157421249
twin_sampled_seed_0_gpt_5_1,mean_abs_log_iqr_ratio,final_total_contribution_rate,0.9307145601999869,0.5193605022496625,0.39804073464632317,0.5164509522144095,0.6564217640392379,200,0.4113540579503244,1.7920395489616612
gpt-5.1,mean_abs_log_iqr_ratio,mean_round_normalized_efficiency,0.8901096327770608,0.6223275759504027,0.47991026404944426,0.6129069920371264,0.7840384577794991,200,0.2677820568266581,1.4302911636491573
twin_sampled_seed_0_gpt_5_1,mean_abs_log_iqr_ratio,mean_round_normalized_efficiency,0.6802297950785405,0.6223275759504027,0.47991026404944426,0.6129069920371264,0.7840384577794991,200,0.057902219128137866,1.0930413842576574
gpt-5.1,mean_abs_log_iqr_ratio,mean_total_contribution_rate,0.7223575767268019,0.5997770220971235,0.46787181925386573,0.5931106386948415,0.7310515050414346,200,0.12258055462967843,1.2043768769284873
twin_sampled_seed_0_gpt_5_1,mean_abs_log_iqr_ratio,mean_total_contribution_rate,0.6804631434181392,0.5997770220971235,0.46787181925386573,0.5931106386948415,0.7310515050414346,200,0.08068612132101571,1.134526863064704
gpt-5.1,mean_abs_log_iqr_ratio,mean_within_round_contribution_rate_var,1.2279168259965823,0.5480743511382871,0.43168639188054525,0.5382376002087335,0.6728247358937183,200,0.6798424748582952,2.24042016096236
twin_sampled_seed_0_gpt_5_1,mean_abs_log_iqr_ratio,mean_within_round_contribution_rate_var,1.2061501955164602,0.5480743511382871,0.43168639188054525,0.5382376002087335,0.6728247358937183,200,0.6580758443781731,2.2007054207361203
gpt-5.1,mean_abs_log_iqr_ratio,round_normalized_efficiency_decay_slope,0.8146072545999496,0.6457021157171728,0.4991791851213903,0.6428446957171154,0.80364588236085,200,0.1689051388827768,1.2615836850637792
twin_sampled_seed_0_gpt_5_1,mean_abs_log_iqr_ratio,round_normalized_efficiency_decay_slope,0.7353494660339821,0.6457021157171728,0.4991791851213903,0.6428446957171154,0.80364588236085,200,0.08964735031680926,1.1388370087919553
gpt-5.1,mean_abs_log_iqr_ratio,total_contribution_rate_decay_slope,0.7497360352890855,0.5865053168810769,0.4683690593468941,0.5842138855466308,0.7190393564782998,200,0.16323071840800862,1.2783107223580485
twin_sampled_seed_0_gpt_5_1,mean_abs_log_iqr_ratio,total_contribution_rate_decay_slope,0.7104643115801805,0.5865053168810769,0.4683690593468941,0.5842138855466308,0.7190393564782998,200,0.12395899469910365,1.2113518686553326
gpt-5.1,mean_abs_log_sd_ratio,final_round_normalized_efficiency,1.9140382768736692,0.36990464611053314,0.27450533317137815,0.3719266997292434,0.469794237758881,200,1.5441336307631361,5.174409937802526
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,final_round_normalized_efficiency,0.7919946372752682,0.36990464611053314,0.27450533317137815,0.3719266997292434,0.469794237758881,200,0.42208999116473506,2.1410778307407585
gpt-5.1,mean_abs_log_sd_ratio,final_total_contribution_rate,0.7118971149447685,0.2471228694503098,0.19136748000658252,0.24302736249383566,0.3083229612196128,200,0.46477424549445867,2.8807415377147563
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,final_total_contribution_rate,0.6584986971420801,0.2471228694503098,0.19136748000658252,0.24302736249383566,0.3083229612196128,200,0.4113758276917703,2.6646610999897264
gpt-5.1,mean_abs_log_sd_ratio,mean_round_normalized_efficiency,0.7440782282267951,0.31756908586887733,0.2405295897537043,0.3124746935412311,0.4006190073472047,200,0.4265091423579178,2.3430436441600655
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,mean_round_normalized_efficiency,0.5464571691231102,0.31756908586887733,0.2405295897537043,0.3124746935412311,0.4006190073472047,200,0.22888808325423282,1.7207505183572545
gpt-5.1,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.5390576723857832,0.29346436189251285,0.2257921778338033,0.289792910694954,0.3714665490022488,200,0.24559331049327032,1.8368760993991624
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,mean_total_contribution_rate,0.4980619444850767,0.29346436189251285,0.2257921778338033,0.289792910694954,0.3714665490022488,200,0.20459758259256383,1.6971803365599185
gpt-5.1,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,1.1764077655960867,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.9224003598892678,4.631391601841418
twin_sampled_seed_0_gpt_5_1,mean_abs_log_sd_ratio,mean_within_round_contribution_rate_var,0.9993163531664789,0.25400740570681885,0.19891946146087308,0.2484072636972856,0.3224681704484538,200,0.7453089474596601,3.9342016441832124
gpt-5.1,mean_abs_log_sd_ratio,round_normalized_efficiency_decay_slope,0.9241640665776412,0.36821839649083243,0.27573585130490363,0.36677075331857867,0.46068520882676145,200,0.5559456700868087,2.509825895134629
