metric_family,metric,distance_kind,n_groups,mean_score,median_score
distribution_distance,final_surplus_ratio,wasserstein_1d,6,0.17617600767900635,0.18165037650297705
distribution_distance,proposer_net_surplus,wasserstein_1d,6,1.0469605475040258,1.0651871980676328
distribution_distance,trade_ratio,wasserstein_1d,6,0.18894328983769046,0.17851238910266687
distribution_distance,acceptance_rate,wasserstein_1d,6,0.39737654320987653,0.40277777777777773
distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,6,0.8327555952720092,0.9011367850190044
distribution_distance,declined_proposer_net_surplus,wasserstein_1d,6,1.2851599544538388,1.3041760730211815
distribution_distance,accepted_trade_ratio,wasserstein_1d,6,0.15745174213601418,0.15092361797808745
distribution_distance,declined_trade_ratio,wasserstein_1d,6,0.2210102400710313,0.18659578847078848
distribution_distance,final_total_surplus,wasserstein_1d,6,2.679770531400966,3.030978260869565
distribution_distance,mean_player_final_surplus,wasserstein_1d,6,0.8932568438003221,1.0103260869565216
