treatment_name,metric_scope,metric,generated_mean,human_mean,abs_error
CHIP2__GAME_1,game,final_surplus_ratio,0.5654433094049436,0.5267422587585121,0.03870105064643148
CHIP2__GAME_1,turn,proposer_net_surplus,0.3060185185185186,0.8212962962962962,0.5152777777777776
CHIP2__GAME_1,turn,trade_ratio,1.0451388888888888,0.9454707654666805,0.09966812342220832
CHIP2__GAME_1,turn,acceptance_rate,0.7731481481481481,0.4027777777777778,0.37037037037037035
CHIP2__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.6119726012754692,0.6810182725720562,0.06904567129658701
CHIP2__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3324074074074073,0.9722222222222222,0.6398148148148148
CHIP2__GAME_2_ALT_PROFILE,turn,trade_ratio,0.996141975308642,0.8539981494842606,0.14214382582438145
CHIP2__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.7916666666666666,0.39814814814814814,0.3935185185185185
CHIP3__GAME_1,game,final_surplus_ratio,0.4076779032093626,0.611695835541549,0.20401793233218646
CHIP3__GAME_1,turn,proposer_net_surplus,0.3951690821256039,1.4652777777777777,1.0701086956521737
CHIP3__GAME_1,turn,trade_ratio,1.1143317230273753,0.9175411522633744,0.19679057076400086
CHIP3__GAME_1,turn,acceptance_rate,0.8888888888888888,0.5555555555555556,0.33333333333333326
CHIP3__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.4023281559047293,0.5673695802086812,0.1650414243039519
CHIP3__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3361111111111111,1.5671296296296295,1.2310185185185185
CHIP3__GAME_2_ALT_PROFILE,turn,trade_ratio,1.191898148148148,0.9641689714606381,0.22772917668751003
CHIP3__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.8796296296296297,0.4583333333333333,0.42129629629629634
CHIP4__GAME_1,game,final_surplus_ratio,0.335996850916125,0.5114705904481,0.17547373953197493
CHIP4__GAME_1,turn,proposer_net_surplus,0.39351851851851855,1.3361111111111112,0.9425925925925926
CHIP4__GAME_1,turn,trade_ratio,1.0864197530864197,1.0191945914168137,0.06722516166960602
CHIP4__GAME_1,turn,acceptance_rate,0.9305555555555556,0.5185185185185185,0.4120370370370371
CHIP4__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.3336653325491425,0.5620252069498449,0.22835987440070243
CHIP4__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.40138888888888896,1.7481481481481482,1.3467592592592592
CHIP4__GAME_2_ALT_PROFILE,turn,trade_ratio,1.1828703703703705,1.0203924162257496,0.16247795414462085
CHIP4__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.9444444444444444,0.49074074074074076,0.45370370370370366
