treatment_name,metric_family,metric,distance_kind,score
CHIP2__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.17054150390047113
CHIP2__GAME_1,distribution_distance,final_total_surplus,wasserstein_1d,1.0041666666666658
CHIP2__GAME_1,distribution_distance,mean_player_final_surplus,wasserstein_1d,0.334722222222222
CHIP2__GAME_1,distribution_distance,proposer_net_surplus,wasserstein_1d,0.7634259259259258
CHIP2__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.16503408462150299
CHIP2__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.37037037037037035
CHIP2__GAME_1,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.6188863652006331
CHIP2__GAME_1,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.20951624392157114
CHIP2__GAME_1,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,0.7963138743869641
CHIP2__GAME_1,distribution_distance,declined_trade_ratio,wasserstein_1d,0.2151744935700378
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.08506675166549348
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_total_surplus,wasserstein_1d,0.5083333333333339
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,mean_player_final_surplus,wasserstein_1d,0.16944444444444462
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,proposer_net_surplus,wasserstein_1d,0.7157407407407405
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.17748333199722086
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.3935185185185185
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.5015571875424996
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,accepted_trade_ratio,wasserstein_1d,0.12769269750603895
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,declined_proposer_net_surplus,wasserstein_1d,0.9356410256410252
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,declined_trade_ratio,wasserstein_1d,0.207020942020942
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.20978716310141687
