tag,model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
COMMUNICATION,linear,5,0.5212,0.8682686805725097,0.004539812112254136,0.8212378263473511,0.006858766566690661,0.9053267717361451,0.0023255952357462274,0.08408897370100021,0.005373026533421501,0.00802571432667632,0.004787847112749236,0.034770972937066616,0.010035187515425925,0.00016033647989388555,4.971892296033259e-06
COMMUNICATION,mean,5,0.04892,0.8628094553947449,0.007574670424706261,0.8155412197113037,0.009530604644675386,0.9053267717361451,0.0023255952357462274,0.08978553116321564,0.008500444253697165,0.005349057839075186,0.0023931847044615564,0.01711668458755669,0.0082328799993441,0.000166401598835364,8.529785373568579e-06
COMMUNICATION,ridge,5,0.12633999999999998,0.8688269853591919,0.004576682934048871,0.8215792655944825,0.006683568813747423,0.9053267717361451,0.0023255952357462274,0.08374749273061752,0.005430119527574689,0.008559047660009655,0.004283099374148196,0.03209144146081537,0.009121921360303114,0.0001596625370439142,5.016098080212672e-06
CONTRIBUTION,linear,5,0.58178,0.9305134534835815,0.000964802333591396,0.9004316091537475,0.0013346081586398503,0.9489445924758911,0.0006679611451387459,0.048512980341911316,0.0010586930926013518,0.004334943214114144,0.0010142956621933042,0.020320802666754678,0.006001888395270203,8.733713766559959e-05,1.1723791774854267e-06
CONTRIBUTION,mean,5,0.07953999999999999,0.9250875592231751,0.0006400370251425414,0.8975184679031372,0.0008054287578879284,0.9489445924758911,0.0006679611451387459,0.05142610743641853,0.0013144308133759912,0.0016252828292829611,0.001013215979652846,0.007043870168065685,0.0023302342752000702,9.388882463099436e-05,7.711529189678454e-07
CONTRIBUTION,ridge,5,0.18548,0.9305739045143128,0.0009622578686185082,0.9004492282867431,0.0013682373481367094,0.9489445924758911,0.0006679611451387459,0.0484953336417675,0.001077745117382181,0.004334943214114144,0.0010142956621933042,0.020320802666754678,0.006001888395270203,8.726244850549847e-05,1.1685239496464878e-06
PUNISHMENT,linear,5,0.12253999999999998,0.9079285502433777,0.0028233321859686632,0.8651612043380738,0.0035770565253189688,0.9258918404579163,0.002596995873840487,0.060730604082345964,0.0022066074563575453,0.007156488246392817,0.003730579702612612,0.03523757340934639,0.006806236306786281,0.00011438568180892617,3.3596150159387314e-06
PUNISHMENT,mean,5,0.04368,0.90365571975708,0.002848972774610683,0.8628114342689515,0.0043044180782868344,0.9258918404579163,0.002596995873840487,0.06308038830757141,0.0034632669673925185,0.006607046059582474,0.005104714107690753,0.01651534469214027,0.005751904659569879,0.00011940834228880703,3.352817237045964e-06
PUNISHMENT,ridge,5,0.08116000000000001,0.9081653594970703,0.002865794175970937,0.8652935147285461,0.003784071688290984,0.9258918404579163,0.002596995873840487,0.0605983316898346,0.0024883698050405583,0.007705938795843368,0.0032061651247857603,0.03688895233345259,0.005642436715913544,0.00011409786529839038,3.4105043612105735e-06
RESPONSE_TO_END_GAME,linear,5,0.12868,0.9180319905281067,0.002444494633571479,0.8829048037528991,0.0031687850984069735,0.9242219448089599,0.002011835162199441,0.04131712540984154,0.0012535817706980522,0.011130759406621475,0.00539663247835377,0.03392839599736151,0.01076961232798209,0.00010235433001071215,2.9310499212850123e-06
