metric_family,metric,distance_kind,n_groups,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95
delegation_distribution_distance,C_delegated,wasserstein_1d,4,0.077025,0.075,0.0347499999999999,0.13
delegation_distribution_distance,PD_delegated,wasserstein_1d,4,0.071975,0.0699999999999999,0.03,0.12
delegation_distribution_distance,SH_delegated,wasserstein_1d,4,0.0715499999999999,0.07,0.03,0.1149999999999999
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,4,0.079,0.075,0.0347499999999999,0.13
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,4,0.0806,0.0799999999999999,0.035,0.13
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,4,0.0717,0.07,0.03,0.1152499999999999
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,4,0.077775,0.075,0.0349999999999999,0.1249999999999999
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,4,0.0756607142857142,0.0739285714285714,0.055,0.0992857142857142
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,6,0.34405517574325944,0.3410160476126994,0.2658380282396115,0.4414039412811494
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,6,0.2789750268574376,0.2752876955389076,0.21778442851106838,0.3532245047911085
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,6,0.36825844386389295,0.3653375669382671,0.2734725835465471,0.4838733412197161
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,0.3304295488215299,0.32907346959646494,0.2761929131380931,0.39161073543580116
scenario_state_distribution_distance,C_decision_state,total_variation,6,0.12512026479196325,0.12415334714312076,0.10061228650859566,0.15124207873556397
scenario_state_distribution_distance,PD_decision_state,total_variation,6,0.08558909183343877,0.08441898779860775,0.0581553349779834,0.12014563187193476
scenario_state_distribution_distance,SH_decision_state,total_variation,6,0.0743268785760428,0.07340155417787267,0.05323004955373617,0.0978740128803459
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,6,0.16186659345666557,0.16074499518799767,0.13107913395493856,0.1933380958972736
scenario_state_distribution_distance,TGSender_decision_state,total_variation,6,0.07971510379587878,0.0790364789326583,0.05450323121011963,0.10550889190463003
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,6,0.11940794445927594,0.1185035702750092,0.09926268053248427,0.14318330020961867
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,6,0.15599742121170168,0.1540520973408743,0.12285981417760898,0.19288933012643036
scenario_state_distribution_distance,mean_role_state_tv,total_variation,6,0.11457475687499524,0.11426139001420053,0.1013027987773182,0.1288608933468182
