fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,mean,1509,377,149,37,ok,0.9103962779045105,0.8729819655418396,0.9214696288108826,0.048487745225429535,0.002652519893899204,0.015915119363395226,0.00011146242468385026,0.0414
1,linear,1509,377,149,37,ok,0.9147499203681946,0.8784199357032776,0.9214696288108826,0.043049730360507965,0.013262599469496022,0.03183023872679045,0.00010626392759149894,0.2808
1,ridge,1509,377,149,37,ok,0.914920449256897,0.8788284659385681,0.9214696288108826,0.04264122247695923,0.015915119363395226,0.034482758620689655,0.00010605269926600158,0.0342
2,mean,1509,377,149,37,ok,0.9141494631767273,0.8776008486747742,0.9239980578422546,0.04639711230993271,0.002652519893899204,0.010610079575596816,0.00010698642290662974,0.019
2,linear,1509,377,149,37,ok,0.918232262134552,0.8831982016563416,0.9239980578422546,0.040799807757139206,0.002652519893899204,0.023872679045092837,0.0001021438802126795,0.061
2,ridge,1509,377,149,37,ok,0.9184066653251648,0.8832496404647827,0.9239980578422546,0.040748436003923416,0.002652519893899204,0.023872679045092837,0.00010193252091994509,0.0374
3,mean,1509,377,149,37,ok,0.9166694283485413,0.8809385299682617,0.9248863458633423,0.04394787177443504,0.002652519893899204,0.01856763925729443,0.00010398688027635217,0.0243
3,linear,1509,377,149,37,ok,0.920120358467102,0.8847208023071289,0.9248863458633423,0.04016553983092308,0.013262599469496022,0.04774535809018567,9.986553050111979e-05,0.1434
3,ridge,1509,377,149,37,ok,0.9203482866287231,0.8846077919006348,0.9248863458633423,0.040278639644384384,0.013262599469496022,0.050397877984084884,9.958608279703185e-05,0.1053
4,mean,1509,377,149,37,ok,0.9140651822090149,0.8758792877197266,0.9231985807418823,0.04731927439570427,0.005305039787798408,0.01856763925729443,0.00010708678746595979,0.0245
4,linear,1509,377,149,37,ok,0.9158630967140198,0.8806366324424744,0.9231985807418823,0.04256191477179527,0.007957559681697613,0.021220159151193633,0.00010496625327505171,0.072
4,ridge,1509,377,149,37,ok,0.9164780974388123,0.8808321952819824,0.9231985807418823,0.04236641898751259,0.007957559681697613,0.021220159151193633,0.00010422423656564206,0.0495
5,mean,1508,378,148,38,ok,0.9164794683456421,0.8833466172218323,0.927557110786438,0.0442105233669281,0.0,0.010582010582010581,0.00010421296610729769,0.015
5,linear,1508,378,148,38,ok,0.921194314956665,0.8875484466552734,0.927557110786438,0.04000863432884216,0.018518518518518517,0.04497354497354497,9.853205847321078e-05,0.0862
5,ridge,1508,378,148,38,ok,0.9213407635688782,0.8876909017562866,0.927557110786438,0.03986623138189316,0.018518518518518517,0.042328042328042326,9.835172386374325e-05,0.0556
