target,style_source,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,style_map_val_rmse,style_map_val_mae
itt_relative_efficiency,synthetic,linear,10,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.0314113845224534,0.2579256344487378,0.19536286013183304,0.024369305096765048,-0.003224497512187896,0.0015819362820866378,0,0,0.19539141875584007,0.11677629934407845
itt_relative_efficiency,synthetic,linear,16,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.022366529151026993,0.2591271141296465,0.19267073064648488,0.01532444972533864,-0.0020230178312791725,-0.001110193203261528,0,0,0.15267240102679955,0.08050900087831175
itt_relative_efficiency,synthetic,linear,4,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.020401540378903293,0.2593873989321857,0.1931748779062159,0.013359460953214941,-0.0017627330287399712,-0.0006060459435305032,0,0,0.24186111450263312,0.17718576555444973
itt_relative_efficiency,synthetic,linear,8,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.009146694649888043,0.26087322592239587,0.1931981397406697,0.0021046152241996907,-0.00027690603852981166,-0.000582784109076695,0,0,0.2077066170078923,0.13073479804079777
itt_relative_efficiency,synthetic,linear,6,0.007042079425688352,0.2611501319609257,0.1937809238497464,-0.0034632238622003264,0.2625279562843742,0.1943827481095681,-0.010505303287888679,0.0013778243234485177,0.0006018242598216927,0,0,0.2284281823491774,0.15379354027561296
itt_relative_efficiency,synthetic,linear,12,0.007042079425688352,0.2611501319609257,0.1937809238497464,-0.006375296113458662,0.2629086112563977,0.19334587641607298,-0.013417375539147014,0.0017584792954720152,-0.00043504743367342447,0,0,0.1815840484054637,0.09988778739768574
itt_relative_efficiency,synthetic,ridge,10,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.037738808690158554,0.2570817886062612,0.1937432820918502,0.02444263765330179,-0.0032446242968872663,0.0006241882652020525,0,0,0.19539141875584007,0.11677629934407845
itt_relative_efficiency,synthetic,ridge,16,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.03624604138559473,0.2572811183585577,0.1917054075700148,0.022949870348737966,-0.0030452945445907376,-0.0014136862566333508,0,0,0.15267240102679955,0.08050900087831175
itt_relative_efficiency,synthetic,ridge,4,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.02449843012392927,0.258844423908088,0.19276427568468354,0.011202259087072508,-0.001481988995060468,-0.0003548181419646135,0,0,0.24186111450263312,0.17718576555444973
itt_relative_efficiency,synthetic,ridge,8,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.02228307204086777,0.2591381742760306,0.19260649634873728,0.008986901004011005,-0.0011882386271178658,-0.0005125974779108811,0,0,0.2077066170078923,0.13073479804079777
itt_relative_efficiency,synthetic,ridge,6,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.01267428897681322,0.2604084369211837,0.19351319340006878,-0.0006218820600435437,8.202401803525383e-05,0.0003940995734206254,0,0,0.2284281823491774,0.15379354027561296
itt_relative_efficiency,synthetic,ridge,12,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.007357914929746245,0.26110859593928254,0.1925019977910559,-0.005938256107110518,0.0007821830361340876,-0.0006170960355922628,0,0,0.1815840484054637,0.09988778739768574
