target,style_source,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,style_map_val_rmse,style_map_val_mae
itt_relative_efficiency,oracle,linear,8,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.10296214341990861,0.24821625173254025,0.17847022378289587,0.09592006399422026,-0.01293388022838543,-0.015310700066850536,0,0,0.0,0.0
itt_relative_efficiency,oracle,linear,6,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.10113626764432515,0.24846873921097432,0.18274339373725232,0.0940941882186368,-0.012681392749951365,-0.011037530112494087,0,0,0.0,0.0
itt_relative_efficiency,oracle,linear,4,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.04213982926032611,0.25649321718102713,0.18987565464461414,0.03509774983463776,-0.004656914779898547,-0.0039052692051322613,0,0,0.0,0.0
itt_relative_efficiency,oracle,linear,10,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.03795214166184835,0.2570532895550222,0.19131526532810833,0.030910062236159996,-0.004096842405903467,-0.0024656585216380755,0,0,0.0,0.0
itt_relative_efficiency,oracle,linear,12,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.015011483680617332,0.26010003523381253,0.19071015634321947,0.00796940425492898,-0.0010500967271131478,-0.0030707675065269335,0,0,0.0,0.0
itt_relative_efficiency,oracle,linear,16,0.007042079425688352,0.2611501319609257,0.1937809238497464,0.011511335802664724,0.2605617569902952,0.1886760259942184,0.004469256376976372,-0.0005883749706304675,-0.005104897855528007,0,0,0.0,0.0
itt_relative_efficiency,oracle,ridge,8,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.10581851440788248,0.24782074835576265,0.17814385409240677,0.09252234337102572,-0.012505664547385803,-0.014975239734241391,0,0,0.0,0.0
itt_relative_efficiency,oracle,ridge,6,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.10301217937883889,0.24820932899718318,0.1822952134967659,0.08971600834198212,-0.012117083905965276,-0.010823880329882268,0,0,0.0,0.0
itt_relative_efficiency,oracle,ridge,4,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.04890606947462439,0.2555856888734322,0.1891401739313232,0.03560989843776763,-0.004740724029716259,-0.0039789198953249505,0,0,0.0,0.0
itt_relative_efficiency,oracle,ridge,10,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.04592685134938934,0.25598567573815006,0.19048753420758743,0.03263068031253258,-0.004340737164998387,-0.002631559619060725,0,0,0.0,0.0
itt_relative_efficiency,oracle,ridge,12,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.02451456171550026,0.25884228368098916,0.19002958288589647,0.011218390678643497,-0.0014841292221592917,-0.0030895109407516885,0,0,0.0,0.0
itt_relative_efficiency,oracle,ridge,16,0.013296171036856763,0.26032641290314845,0.19311909382664816,0.018542485569154055,0.2596334113773464,0.18820776126546487,0.0052463145322972915,-0.0006930015258020394,-0.004911332561183285,0,0,0.0,0.0
