metric,direction,observed,null_mean,null_sd,null_ci_low,null_ci_high,observed_minus_null_mean,z_score,collapse_tail_p
total_top1,higher_is_more_collapsed,1536.0,1536.0,0.0,1536.0,1536.0,0.0,nan,1.0
candidate_identities,higher_is_more_collapsed,144.0,144.0,0.0,144.0,144.0,0.0,nan,1.0
selected_identities,lower_is_more_collapsed,132.0,143.99955,0.021208429927743355,144.0,144.0,-11.99955,-565.7915291646858,4.999750012499375e-05
selected_identity_share,lower_is_more_collapsed,0.9166666666666666,0.999996875,0.0001472807633871061,1.0,1.0,-0.08333020833333338,-565.7915291646882,4.999750012499375e-05
never_selected_identities,higher_is_more_collapsed,12.0,0.00045,0.021208429927743355,0.0,0.0,11.99955,565.7915291646858,4.999750012499375e-05
never_selected_identity_share,higher_is_more_collapsed,0.08333333333333333,3.125e-06,0.00014728076338710663,0.0,0.0,0.08333020833333332,565.7915291646857,4.999750012499375e-05
entropy_effective_n,lower_is_more_collapsed,98.8421689744486,139.46354605349666,0.6447948652424995,138.1179275458451,140.62738702016796,-40.62137707904806,-62.99891526550984,4.999750012499375e-05
entropy_effective_n_share,lower_is_more_collapsed,0.6864039512114486,0.9684968475937269,0.004477742119739579,0.9591522746239244,0.9765790765289442,-0.2820928963822783,-62.99891526550987,4.999750012499375e-05
simpson_effective_n,lower_is_more_collapsed,84.94620868438108,135.52085333013008,1.1311202360768564,133.17317678934296,137.58432470258924,-50.574644645749004,-44.711997038582375,4.999750012499375e-05
simpson_effective_n_share,lower_is_more_collapsed,0.5899042269748686,0.9411170370147923,0.007855001639422612,0.9248137277037706,0.9554466993235364,-0.3512128100399238,-44.7119970385824,4.999750012499375e-05
hhi,higher_is_more_collapsed,0.01177215576171875,0.007379453362358942,6.172790591023437e-05,0.007268269856770833,0.007509019639756944,0.004392702399359808,71.16234277812276,4.999750012499375e-05
gini,higher_is_more_collapsed,0.46753833912037046,0.13998686387803824,0.010161682085082507,0.12065949616608805,0.16014765986689822,0.3275514752423322,32.23398178567133,4.999750012499375e-05
top_1pct_share,higher_is_more_collapsed,0.039713541666666664,0.022716861979166666,0.0011964956312583797,0.020833333333333332,0.025390625,0.0169966796875,14.205383825450522,4.999750012499375e-05
top_5pct_share,higher_is_more_collapsed,0.15364583333333334,0.08392858072916666,0.00281038599584314,0.07877604166666667,0.08984375,0.06971725260416668,24.80700256380651,4.999750012499375e-05
top_10pct_share,higher_is_more_collapsed,0.2721354166666667,0.1499075520833333,0.004096109553117098,0.142578125,0.158203125,0.12222786458333337,29.839989140505093,4.999750012499375e-05
