custom_id,input_tokens_tiktoken
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_01_m7xia7__game_1__p001__g001,1473
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_02_m7xiz2__game_1__p001__g002,1636
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_03_m8aexq__game_1__p001__g003,1605
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_05_m7xjzy__game_1__p001__g004,1638
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_07_m8ag8i__game_1__p001__g005,1691
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_12_m8agmu__game_1__p001__g006,1632
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_14_m8agmu__game_1__p001__g007,1698
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_15_m8agmu__game_1__p001__g008,1630
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p001__g009,1577
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p001__g010,1636
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p001__g011,1654
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p001__g012,1725
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p001__g013,1709
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p001__g014,1536
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p001__g015,1522
argyle_chip_match__pid_argyle_anes2016_300477__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p001__g016,1561
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__cohort_01_m8aiq8__game_1__p001__g017,1611
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__cohort_05_m8aiq8__game_1__p001__g018,1600
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g11_m5wp7b__game_1__p001__g019,1822
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g17_m5wp8w__game_1__p001__g020,1658
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g20_m5wq93__game_1__p001__g021,1668
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g6_m5wp77__game_1__p001__g022,1705
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g7_m5wp78__game_1__p001__g023,1779
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g9_m5wp79__game_1__p001__g024,1578
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p001__g025,1524
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p001__g026,1637
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p001__g027,1557
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p001__g028,1642
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g12_m5wp8p__game_2_alt_profile__p001__g029,1589
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g13_m5wp8q__game_2_alt_profile__p001__g030,1787
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g3_m5wp6q__game_2_alt_profile__p001__g031,1720
argyle_chip_match__pid_argyle_anes2016_300477__record_chip3__g7_m5wp78__game_2_alt_profile__p001__g032,1827
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_02_m89542__game_1__p001__g033,1672
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_04_m8aboy__game_1__p001__g034,1674
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_05_m7xlsd__game_1__p001__g035,1718
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_05_m89542__game_1__p001__g036,1727
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_05_m898xg__game_1__p001__g037,1708
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_06_m89b9z__game_1__p001__g038,1693
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_06_m8acrp__game_1__p001__g039,1818
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_07_m8ad4g__game_1__p001__g040,1860
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_01_m898xg__game_2_alt_profile__p001__g041,1574
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p001__g042,1802
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_02_m89542__game_2_alt_profile__p001__g043,1674
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p001__g044,1667
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_03_m898xg__game_2_alt_profile__p001__g045,1732
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_04_m89542__game_2_alt_profile__p001__g046,1788
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p001__g047,1781
argyle_chip_match__pid_argyle_anes2016_300477__record_chip4__cohort_05_m898xg__game_2_alt_profile__p001__g048,1844
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_01_m7xia7__game_1__p002__g001,1472
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_02_m7xiz2__game_1__p002__g002,1635
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_03_m8aexq__game_1__p002__g003,1604
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_05_m7xjzy__game_1__p002__g004,1637
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_07_m8ag8i__game_1__p002__g005,1690
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_12_m8agmu__game_1__p002__g006,1631
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_14_m8agmu__game_1__p002__g007,1697
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_15_m8agmu__game_1__p002__g008,1629
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p002__g009,1576
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p002__g010,1635
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p002__g011,1653
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p002__g012,1724
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p002__g013,1708
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p002__g014,1535
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p002__g015,1521
argyle_chip_match__pid_argyle_anes2016_300605__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p002__g016,1560
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__cohort_01_m8aiq8__game_1__p002__g017,1610
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__cohort_05_m8aiq8__game_1__p002__g018,1599
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g11_m5wp7b__game_1__p002__g019,1821
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g17_m5wp8w__game_1__p002__g020,1657
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g20_m5wq93__game_1__p002__g021,1667
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g6_m5wp77__game_1__p002__g022,1704
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g7_m5wp78__game_1__p002__g023,1778
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g9_m5wp79__game_1__p002__g024,1577
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p002__g025,1523
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p002__g026,1636
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p002__g027,1556
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p002__g028,1641
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g12_m5wp8p__game_2_alt_profile__p002__g029,1588
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g13_m5wp8q__game_2_alt_profile__p002__g030,1786
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g3_m5wp6q__game_2_alt_profile__p002__g031,1719
argyle_chip_match__pid_argyle_anes2016_300605__record_chip3__g7_m5wp78__game_2_alt_profile__p002__g032,1826
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_02_m89542__game_1__p002__g033,1671
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_04_m8aboy__game_1__p002__g034,1673
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_05_m7xlsd__game_1__p002__g035,1717
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_05_m89542__game_1__p002__g036,1726
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_05_m898xg__game_1__p002__g037,1707
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_06_m89b9z__game_1__p002__g038,1692
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_06_m8acrp__game_1__p002__g039,1817
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_07_m8ad4g__game_1__p002__g040,1859
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_01_m898xg__game_2_alt_profile__p002__g041,1573
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p002__g042,1801
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_02_m89542__game_2_alt_profile__p002__g043,1673
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p002__g044,1666
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_03_m898xg__game_2_alt_profile__p002__g045,1731
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_04_m89542__game_2_alt_profile__p002__g046,1787
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p002__g047,1780
argyle_chip_match__pid_argyle_anes2016_300605__record_chip4__cohort_05_m898xg__game_2_alt_profile__p002__g048,1843
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_01_m7xia7__game_1__p003__g001,1476
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_02_m7xiz2__game_1__p003__g002,1639
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_03_m8aexq__game_1__p003__g003,1608
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_05_m7xjzy__game_1__p003__g004,1641
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_07_m8ag8i__game_1__p003__g005,1694
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_12_m8agmu__game_1__p003__g006,1635
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_14_m8agmu__game_1__p003__g007,1701
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_15_m8agmu__game_1__p003__g008,1633
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_04_m8aexq__game_2_alt_profile__p003__g009,1580
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_05_m7xjzy__game_2_alt_profile__p003__g010,1639
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_05_m8aexq__game_2_alt_profile__p003__g011,1657
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_12_m8agmu__game_2_alt_profile__p003__g012,1728
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_14_m8agmu__game_2_alt_profile__p003__g013,1712
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_15_m8agmu__game_2_alt_profile__p003__g014,1539
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_18_m8agzl__game_2_alt_profile__p003__g015,1525
argyle_chip_match__pid_argyle_anes2016_300610__record_chip2__cohort_20_m8agzl__game_2_alt_profile__p003__g016,1564
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__cohort_01_m8aiq8__game_1__p003__g017,1614
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__cohort_05_m8aiq8__game_1__p003__g018,1603
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g11_m5wp7b__game_1__p003__g019,1825
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g17_m5wp8w__game_1__p003__g020,1661
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g20_m5wq93__game_1__p003__g021,1671
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g6_m5wp77__game_1__p003__g022,1708
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g7_m5wp78__game_1__p003__g023,1782
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g9_m5wp79__game_1__p003__g024,1581
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__cohort_01_m8aiq8__game_2_alt_profile__p003__g025,1527
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__cohort_02_m8aiq8__game_2_alt_profile__p003__g026,1640
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__cohort_03_m8aiq8__game_2_alt_profile__p003__g027,1560
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__cohort_06_m8ak4g__game_2_alt_profile__p003__g028,1645
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g12_m5wp8p__game_2_alt_profile__p003__g029,1592
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g13_m5wp8q__game_2_alt_profile__p003__g030,1790
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g3_m5wp6q__game_2_alt_profile__p003__g031,1723
argyle_chip_match__pid_argyle_anes2016_300610__record_chip3__g7_m5wp78__game_2_alt_profile__p003__g032,1830
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_02_m89542__game_1__p003__g033,1675
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_04_m8aboy__game_1__p003__g034,1677
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_05_m7xlsd__game_1__p003__g035,1721
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_05_m89542__game_1__p003__g036,1730
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_05_m898xg__game_1__p003__g037,1711
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_06_m89b9z__game_1__p003__g038,1696
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_06_m8acrp__game_1__p003__g039,1821
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_07_m8ad4g__game_1__p003__g040,1863
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_01_m898xg__game_2_alt_profile__p003__g041,1577
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_02_m7xl5i__game_2_alt_profile__p003__g042,1805
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_02_m89542__game_2_alt_profile__p003__g043,1677
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_02_m8aboy__game_2_alt_profile__p003__g044,1670
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_03_m898xg__game_2_alt_profile__p003__g045,1735
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_04_m89542__game_2_alt_profile__p003__g046,1791
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_05_m7xlsd__game_2_alt_profile__p003__g047,1784
argyle_chip_match__pid_argyle_anes2016_300610__record_chip4__cohort_05_m898xg__game_2_alt_profile__p003__g048,1847
argyle_chip_match__pid_argyle_anes2016_300935__record_chip2__cohort_01_m7xia7__game_1__p004__g001,1478
argyle_chip_match__pid_argyle_anes2016_300935__record_chip2__cohort_02_m7xiz2__game_1__p004__g002,1641
argyle_chip_match__pid_argyle_anes2016_300935__record_chip2__cohort_03_m8aexq__game_1__p004__g003,1610
argyle_chip_match__pid_argyle_anes2016_300935__record_chip2__cohort_05_m7xjzy__game_1__p004__g004,1643
argyle_chip_match__pid_argyle_anes2016_300935__record_chip2__cohort_07_m8ag8i__game_1__p004__g005,1696
argyle_chip_match__pid_argyle_anes2016_300935__record_chip2__cohort_12_m8agmu__game_1__p004__g006,1637
