persona_pid,n_requests,top1_unique_player_identities,top1_effective_n,probability_unique_player_identities,probability_effective_n,top_probability_player_identity,top_probability_share
argyle_anes2016_300477,48,48,48.00000000000018,144,108.62102527500916,chip3__g17_m5wp8w__game_1::owl-green-168,0.017083333333333332
argyle_anes2016_300605,48,48,48.00000000000018,144,108.16895748103734,chip2__cohort_15_m8agmu__game_2_alt_profile::camel-pink-767,0.017708333333333333
argyle_anes2016_300610,48,48,48.00000000000018,144,115.02092042455202,chip4__cohort_04_m89542__game_2_alt_profile::butterfly-yellow-2785,0.015625
argyle_anes2016_300935,48,48,48.00000000000018,144,112.75778283880437,chip3__g9_m5wp79__game_1::rabbit-yellow-6681,0.016666666666666666
argyle_anes2016_301373,48,48,48.00000000000018,144,112.51112607750069,chip2__cohort_01_m7xia7__game_1::dog-orange-384,0.015625
argyle_anes2016_301465,48,48,48.00000000000018,144,111.09529715605663,chip2__cohort_15_m8agmu__game_1::camel-pink-767,0.01875
argyle_anes2016_302531,48,48,48.00000000000018,144,109.2801045598915,chip3__cohort_02_m8aiq8__game_2_alt_profile::peacock-red-3668,0.016666666666666666
argyle_anes2016_302615,48,48,48.00000000000018,144,113.95467185382607,chip2__cohort_05_m7xjzy__game_1::owl-yellow-7660,0.015625
argyle_anes2016_302714,48,48,48.00000000000018,144,112.3770209539652,chip2__cohort_15_m8agmu__game_2_alt_profile::camel-pink-767,0.016666666666666666
argyle_anes2016_400583,48,48,48.00000000000018,144,108.74891910797544,chip3__cohort_03_m8aiq8__game_2_alt_profile::badger-red-5032,0.017708333333333333
argyle_anes2016_401261,48,48,48.00000000000018,144,115.64954793700504,chip3__g20_m5wq93__game_1::lion-blue-472,0.016666666666666666
argyle_anes2016_401512,48,48,48.00000000000018,144,111.02833144345736,chip2__cohort_14_m8agmu__game_2_alt_profile::otter-pink-5988,0.016666666666666666
argyle_anes2016_402210,48,48,48.00000000000018,144,112.23973790775453,chip3__g20_m5wq93__game_1::octopus-green-4361,0.01625
argyle_anes2016_402373,48,48,48.00000000000018,144,108.82660289945662,chip2__cohort_12_m8agmu__game_2_alt_profile::goose-purple-9985,0.017083333333333332
argyle_anes2016_403060,48,48,48.00000000000018,144,113.91811380747623,chip4__cohort_06_m89b9z__game_1::duck-purple-3491,0.016666666666666666
argyle_anes2016_403122,48,48,48.00000000000018,144,113.70955888654032,chip2__cohort_12_m8agmu__game_2_alt_profile::goose-purple-9985,0.015625
argyle_anes2016_403273,48,48,48.00000000000018,144,112.7719603503453,chip3__g17_m5wp8w__game_1::owl-green-168,0.017083333333333332
argyle_anes2016_403401,48,48,48.00000000000018,144,114.7639432728737,chip2__cohort_20_m8agzl__game_2_alt_profile::unicorn-pink-1559,0.015
argyle_anes2016_403578,48,48,48.00000000000018,144,113.77643303471582,chip2__cohort_15_m8agmu__game_1::camel-pink-767,0.016666666666666666
argyle_anes2016_404039,48,48,48.00000000000018,144,110.55935995362928,chip2__cohort_14_m8agmu__game_2_alt_profile::otter-pink-5988,0.017708333333333333
argyle_anes2016_404174,48,48,48.00000000000018,144,115.18229947308555,chip2__cohort_07_m8ag8i__game_1::whale-green-1798,0.015625
argyle_anes2016_404451,48,48,48.00000000000018,144,111.8344184610596,chip2__cohort_12_m8agmu__game_2_alt_profile::monkey-pink-6874,0.016666666666666666
argyle_anes2016_404780,48,48,48.00000000000018,144,109.64145391549592,chip2__cohort_15_m8agmu__game_1::camel-pink-767,0.01625
argyle_anes2016_405352,48,48,48.00000000000018,144,110.36241342683155,chip2__cohort_12_m8agmu__game_2_alt_profile::goose-purple-9985,0.016666666666666666
argyle_anes2016_405484,48,48,48.00000000000018,144,110.24091349250946,chip2__cohort_15_m8agmu__game_1::camel-pink-767,0.01625
argyle_anes2016_405805,48,48,48.00000000000018,144,116.12067059159908,chip4__cohort_05_m7xlsd__game_2_alt_profile::whale-pink-487,0.015
argyle_anes2016_406144,48,48,48.00000000000018,144,114.94134002493963,chip3__g20_m5wq93__game_1::lion-blue-472,0.016666666666666666
argyle_anes2016_406457,48,48,48.00000000000018,144,114.99506999431465,chip2__cohort_02_m7xiz2__game_1::otter-blue-1497,0.015625
argyle_anes2016_406776,48,48,48.00000000000018,143,113.87288214442306,chip2__cohort_02_m7xiz2__game_1::otter-blue-1497,0.016666666666666666
argyle_anes2016_407154,48,48,48.00000000000018,144,110.34095797198512,chip2__cohort_01_m7xia7__game_1::dog-orange-384,0.016666666666666666
argyle_anes2016_407163,48,48,48.00000000000018,143,112.21424704078345,chip3__g17_m5wp8w__game_1::owl-green-168,0.016666666666666666
argyle_anes2016_407724,48,48,48.00000000000018,143,112.3096097417591,chip3__g7_m5wp78__game_1::peacock-purple-5231,0.016666666666666666
