experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_0,DOG,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453696
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_1,CHICKEN,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453756
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_2,CAT,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453773
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_3,FISH,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453788
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_4,BIRD,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453803
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_5,RABBIT,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453817
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_6,TURTLE,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453831
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_7,HAMSTER,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453847
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_8,FROG,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453860
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_9,MOUSE,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453875
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_10,SNAKE,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453890
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_11,BEAR,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453905
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_12,LION,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453918
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_13,TIGER,20,0,0,0,0,50.4,50.4,856.8000000000001,2026-01-02T01:51:40.453935
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_14,ELEPHANT,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453948
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_15,MONKEY,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453963
exp_030_control,a559c8a5,exp_030_control_game1,1,agent_16,PANDA,0,0,0,0,0,70.4,70.4,856.8000000000001,2026-01-02T01:51:40.453979
