custom_id,input_token_estimate
minority_game_bret_njzas__00okp6aa,1270
minority_game_bret_njzas__01ccqf0z,1282
minority_game_bret_njzas__01ubxp0s,1287
minority_game_bret_njzas__02tv1qz6,1271
minority_game_bret_njzas__0559yfs3,1232
minority_game_bret_njzas__06k1m1d7,1255
minority_game_bret_njzas__06mfopjs,1276
minority_game_bret_njzas__09rqx4uq,1234
minority_game_bret_njzas__09x7uvd0,1279
minority_game_bret_njzas__0bbscwqf,1301
minority_game_bret_njzas__0bhpk52r,1255
minority_game_bret_njzas__0i1ucuab,1269
minority_game_bret_njzas__0ki3gzxu,1240
minority_game_bret_njzas__0kj460f8,1269
minority_game_bret_njzas__0m4fqa3c,1251
minority_game_bret_njzas__0m7xfyrf,1288
minority_game_bret_njzas__0nelw9on,1277
minority_game_bret_njzas__0qle7ojp,1276
minority_game_bret_njzas__0qncdp9c,1276
minority_game_bret_njzas__0qzrk6y4,1267
minority_game_bret_njzas__0rkfpg4y,1295
minority_game_bret_njzas__0uv2u7fc,1301
minority_game_bret_njzas__0wflnbp0,1294
minority_game_bret_njzas__0wupqta6,1246
minority_game_bret_njzas__0xr34tdz,1254
minority_game_bret_njzas__0yglyhdd,1282
minority_game_bret_njzas__0zjur574,1287
minority_game_bret_njzas__10sh2gpu,1265
minority_game_bret_njzas__11ap908k,1257
minority_game_bret_njzas__13sjb2ga,1297
minority_game_bret_njzas__14u2q57s,1292
minority_game_bret_njzas__17f6k3tr,1300
minority_game_bret_njzas__18rzbjbi,1282
minority_game_bret_njzas__1a26yhab,1287
minority_game_bret_njzas__1b9tpbk9,1297
minority_game_bret_njzas__1bk4p145,1293
minority_game_bret_njzas__1bnswiop,1267
minority_game_bret_njzas__1bv3xmsr,1263
minority_game_bret_njzas__1c1v4m3l,1300
minority_game_bret_njzas__1c83zx2v,1317
minority_game_bret_njzas__1comz3i1,1230
minority_game_bret_njzas__1dyjj6re,1254
minority_game_bret_njzas__1il6d8ib,1305
minority_game_bret_njzas__1kke2fei,1246
minority_game_bret_njzas__1kn3wycc,1294
minority_game_bret_njzas__1lc5i4uy,1253
minority_game_bret_njzas__1lwf1w71,1237
minority_game_bret_njzas__1oh7w126,1287
minority_game_bret_njzas__1p9rr7u3,1296
minority_game_bret_njzas__1pe997jd,1285
minority_game_bret_njzas__1t8icpyc,1238
minority_game_bret_njzas__1tug5ox6,1270
minority_game_bret_njzas__1vejabcc,1241
minority_game_bret_njzas__1w89t6bi,1286
minority_game_bret_njzas__1wpe6w08,1267
minority_game_bret_njzas__1wrtrf72,1256
minority_game_bret_njzas__1xaldoqp,1307
minority_game_bret_njzas__1xamkfqz,1299
minority_game_bret_njzas__1z2cfppg,1288
minority_game_bret_njzas__23946y1t,1264
minority_game_bret_njzas__244g0nnj,1247
minority_game_bret_njzas__24gfz160,1241
minority_game_bret_njzas__25nh9s2p,1301
minority_game_bret_njzas__26ilcv5v,1287
minority_game_bret_njzas__27e3kjxi,1321
minority_game_bret_njzas__2aa58jg1,1290
minority_game_bret_njzas__2bjxmaey,1258
minority_game_bret_njzas__2c7zji18,1267
minority_game_bret_njzas__2dua2es3,1259
minority_game_bret_njzas__2fi94efz,1321
minority_game_bret_njzas__2fu6c8bl,1257
minority_game_bret_njzas__2gcbr1q9,1307
minority_game_bret_njzas__2gdk0f6x,1297
minority_game_bret_njzas__2ilgbzal,1259
minority_game_bret_njzas__2m3ip4nj,1290
minority_game_bret_njzas__2t42k7ts,1239
minority_game_bret_njzas__2xbrorls,1298
minority_game_bret_njzas__2ysb7cgq,1325
minority_game_bret_njzas__2z5ax0mi,1310
minority_game_bret_njzas__31jt202l,1281
minority_game_bret_njzas__31nsd9g2,1253
minority_game_bret_njzas__328jzrn1,1239
minority_game_bret_njzas__33m8v6qp,1233
minority_game_bret_njzas__35c57qb9,1324
minority_game_bret_njzas__36t1yh87,1257
minority_game_bret_njzas__38hqzafj,1277
minority_game_bret_njzas__393bxpgb,1259
minority_game_bret_njzas__398pd7hp,1270
minority_game_bret_njzas__39nlwikg,1269
minority_game_bret_njzas__3akrbqla,1284
minority_game_bret_njzas__3b08ul5v,1278
minority_game_bret_njzas__3b1eja8d,1305
minority_game_bret_njzas__3dhs2wth,1295
minority_game_bret_njzas__3fpvdkce,1302
minority_game_bret_njzas__3gdntd8k,1302
minority_game_bret_njzas__3gfdly4n,1283
minority_game_bret_njzas__3hzqbg8d,1312
minority_game_bret_njzas__3k8pyv6b,1254
minority_game_bret_njzas__3krtn17a,1301
minority_game_bret_njzas__3mf66oe4,1277
minority_game_bret_njzas__3nchwtry,1259
minority_game_bret_njzas__3onxkxji,1253
minority_game_bret_njzas__3pz9ekin,1284
minority_game_bret_njzas__3qhs52ww,1260
minority_game_bret_njzas__3qkj1s9s,1259
minority_game_bret_njzas__3rxiwl68,1298
minority_game_bret_njzas__3sg6q9p4,1257
minority_game_bret_njzas__3u8f2ede,1298
minority_game_bret_njzas__40b647mk,1283
minority_game_bret_njzas__42on4n41,1242
minority_game_bret_njzas__43cwhnbe,1237
minority_game_bret_njzas__45n0dnr1,1301
minority_game_bret_njzas__45qzq2oi,1270
minority_game_bret_njzas__494dybcx,1256
