target,style_source,eval_granularity,group_col,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,baseline_r2_oos_train_mean,augmented_r2_oos_train_mean,delta_r2_oos_train_mean,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,16,-1.1204187712395126,0.11174387805617557,0.08760229281461077,-0.43469507142192687,0.09191633990964004,0.07440038867598527,0.6857236998175857,-1.0973613069996655,-0.4190941765642291,0.6782671304354364,-0.019827538146535525,-0.0132019041386255,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,8,-1.1204187712395126,0.11174387805617557,0.08760229281461077,-0.9052416040175095,0.10592243293784527,0.08993117976151975,0.21517716722200309,-1.0973613069996655,-0.8845239793913027,0.21283732760836283,-0.005821445118330298,0.002328886946908984,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,6,-1.1204187712395126,0.11174387805617557,0.08760229281461077,-0.9769616095775686,0.10789766275826994,0.0867641133471099,0.143457161661944,-1.0973613069996655,-0.9554641005785611,0.14189720642110437,-0.0038462152979056308,-0.0008381794675008658,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,4,-1.1204187712395126,0.11174387805617557,0.08760229281461077,-1.1647556487418727,0.11290608799557941,0.0882224714923607,-0.04433687750236004,-1.0973613069996655,-1.1412160646578777,-0.04385475765821223,0.0011622099394038438,0.0006201786777499385,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,12,-1.1204187712395126,0.11174387805617557,0.08760229281461077,-1.2502531836146988,0.11511412367657073,0.091181183175446,-0.12983441237518623,-1.0973613069996655,-1.225783898105842,-0.1284225911061765,0.0033702456203951597,0.003578890360835238,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,10,-1.1204187712395126,0.11174387805617557,0.08760229281461077,-1.265890775596262,0.11551341011604095,0.09568899617547028,-0.14547200435674945,-1.0973613069996655,-1.24125144668711,-0.14389013968744457,0.0037695320598653825,0.00808670336085951,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,16,-1.1197666748304362,0.11172669433148907,0.08737747544467474,-0.37541863453885727,0.08999748461694013,0.07242156547920085,0.744348040291579,-1.0967163014963273,-0.36046231250905336,0.7362539889872739,-0.021729209714548947,-0.014955909965473885,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,8,-1.1197666748304362,0.11172669433148907,0.08737747544467474,-0.871459807855548,0.1049791788916651,0.08849041831054752,0.24830686697488824,-1.0967163014963273,-0.8511095269670628,0.2456067745292645,-0.006747515439823978,0.001112942865872782,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,6,-1.1197666748304362,0.11172669433148907,0.08737747544467474,-0.9391886518488355,0.10686191431020793,0.08585115141134948,0.18057802298160075,-1.0967163014963273,-0.9181018865358757,0.1786144149604516,-0.004864780021281143,-0.0015263240333252548,0,0,102,16,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,10,-1.1197666748304362,0.11172669433148907,0.08737747544467474,-1.1550646304301044,0.1126530796950598,0.09312170597195021,-0.035297955599668196,-1.0967163014963273,-1.1316304266187247,-0.034914125122397444,0.0009263853635707309,0.005744230527275476,0,0,102,16,0.0,0.0
