SeekUnc,SeekMC,SeekInstr,Cl_Seek
0.648594522,-0.023841171,0.198349472,2
0.495496887,0.067625431,0.484383688,2
-0.159510875,0.12872752,0.673399244,1
0.788966674,-0.044686674,0.176763115,2
-0.62050477,0.118181865,0.323919777,3
0.508621016,0.156991865,-0.045680749,2
0.464097716,0.032856931,0.765936341,1
0.30077016,0.082177213,0.464242013,1
0.633915765,-0.025455866,0.283520883,2
-0.216437734,-0.264192555,0.069749065,3
-0.385580448,0.017561918,0.472832083,3
0.532644963,-0.006663394,0.67154957,1
0.226253327,-0.05154149,0.475508097,1
0.19409409,0.046516288,0.871099372,1
0.612178243,-0.008579809,0.480095122,2
0.407548832,0.019725738,0.73226397,1
0.264916808,0.15972936,0.56694547,1
0.412507817,0.080798953,0.018860949,2
-0.171372128,-0.398832654,-0.480055393,3
0.295637035,0.073478302,-0.00402654,2
0.135963705,-0.02324007,0.502359726,1
0.362813805,-0.139355702,0.066759874,2
0.577075862,0.063966476,0.411379391,2
-0.039806738,-0.152675773,0.597164126,1
-0.163285747,0.490156253,-0.060296027,3
-4.20817E-17,1.51919E-17,1,1
0.547171998,0.098854718,-0.126553858,2
0.154105494,-0.080466565,0.084524778,2
0.080439945,0.400295606,0.585454386,1
0.353700401,-0.013029406,-0.07145761,2
0.200680211,0.308279492,-0.236896563,2
0.245659686,0.340306445,-0.02633521,2
-0.023395121,-0.028555329,0.701930819,1
0.671761705,0.212611464,0.209217291,2
0.387802371,0.09683949,0.278073241,2
0.729267296,0.054894304,0.128905102,2
0.610534732,0.216763892,0.45337872,2
0.336925017,0.09826955,-0.045873307,2
0.180876688,0.116091476,-0.043702942,2
0.198009651,0.148683858,0.770658795,1
-0.383154019,-0.104810834,0.174766299,3
0.616502622,0.194090665,0.143825626,2
0.789975873,0.063045429,0.193508264,2
0.570770349,-0.090516802,-0.149997704,2
0.311908759,-0.022770717,-0.046544265,2
0.674679298,-0.047553502,0.103417011,2
0.729795331,-0.088650239,-0.061718769,2
-0.074177987,0.264895785,0.488494752,1
-0.13048969,0.139149675,0.416347452,1
-0.025349377,0.160355599,-0.041966408,3
-0.697989356,0.267797344,0.037688455,3
0.394893243,-0.164087453,-0.174256543,2
-0.074669231,0.132848611,0.680315045,1
-0.284282561,-0.01497869,0.845922872,1
0.537579737,0.120344061,0.429906466,2
0.4980513,-0.05206461,0.322786126,2
-0.401969708,-0.060316514,-0.035947834,3
0.154952647,-0.020994511,0.072026944,2
-0.256572497,0.601175972,-0.072748847,3
-0.482630675,0.116947575,-0.247158762,3
-0.397900399,0.067374666,0.183167926,3
0.667243979,0.015830711,0.018934941,2
0.299260979,-0.021765867,0.112230975,2
-3.76484E-17,2.38003E-17,1,1
0.257685096,0.04984157,0.771982929,1
0.139785366,-0.010384273,0.80126529,1
-0.154288509,0.164467344,-0.099695254,3
-0.046423281,0.053098959,0.839873752,1
0.336928344,0.204415286,-0.029803114,2
-0.359409937,0.102452625,-0.118718013,3
1.87365E-17,-7.53118E-17,1,1
1.0132E-16,-6.77079E-17,1,1
-0.340780308,0.063356859,-0.147328446,3
0.542296011,0.031484409,-0.295469627,2
0.426539242,-0.016533513,0.25934886,2
-0.026961015,0.096301148,0.344248785,1
0.080529819,0.143369703,0.7688361,1
5.93294E-17,-4.78111E-17,1,1
-0.070473525,-0.031422645,0.052986361,3
0.488523992,0.016024404,-0.008514798,2
-3.06579E-17,-6.26797E-18,1,1
-0.475861167,0.510095416,0.059592762,3
0.546588436,-0.291504023,0.138102177,2
0.32152046,-0.001507546,0.068814119,2
0.929951456,0.011945408,-0.098259344,2
0.407226795,0.040408993,0.104635258,2
-0.923137047,0.002522279,0.023608632,3
0.240951356,-0.169012332,-0.105193939,2
0.192019669,-0.128899312,0.460413492,1
0.597116064,0.060711114,0.115773275,2
0.466375585,0.136253818,0.066556821,2
-0.981533086,0.012359345,0.054435964,3
0.396888951,-0.055051973,-0.762267551,2
0.257383877,-0.102713887,-0.60153027,2
0.119009381,0.512328755,-0.161906801,2
6.83139E-17,2.76902E-17,1,1
-0.108417244,0.260092692,0.159187237,3
0.132097433,0.538535206,0.162993925,2
0.117134162,-0.10931494,0.65520343,1
0.485553327,-0.053831303,0.506834138,1
0.099762512,0.340366089,0.627797196,1
0.664160165,0.027330596,-0.051444828,2
,,,
,,,
,,,
,,,
,,,
