metric_family,metric_scope,metric,distance_kind,n_groups,mean_value,median_value,stderr
behavior_distribution_distance,distribution,fairness_wd,mean_wasserstein_1d,6,0.27905531914893617,0.27974468085106385,0.012709102998949909
behavior_distribution_distance,distribution,trust_wd,mean_wasserstein_1d,6,0.08584869976359338,0.09617021276595747,0.01439172366246765
behavior_distribution_distance,distribution,trustworthiness_wd,mean_wasserstein_1d,6,0.07354925137903862,0.07333333333333333,0.006747887147766833
behavior_distribution_distance,distribution,cooperation_wd,mean_wasserstein_1d,6,0.17317021276595745,0.17055555555555557,0.014684461414826008
behavior_distribution_distance,distribution,coordination_wd,mean_wasserstein_1d,6,0.36765011820330973,0.37888888888888894,0.022105616306169692
behavior_distribution_distance,distribution,fairness_offer_wd,wasserstein_1d,6,0.13620520094562646,0.128,0.012531384459254181
behavior_distribution_distance,distribution,inequality_tolerance_wd,wasserstein_1d,6,0.4219054373522459,0.41200000000000003,0.017781447472073802
behavior_distribution_distance,distribution,trust_send_wd,wasserstein_1d,6,0.08584869976359338,0.09617021276595747,0.01439172366246765
behavior_distribution_distance,distribution,trustworthiness_return_wd,wasserstein_1d,6,0.07354925137903862,0.07333333333333333,0.006747887147766833
behavior_distribution_distance,distribution,cooperation_pd_wd,wasserstein_1d,6,0.2812293144208038,0.28,0.023281245778893792
behavior_distribution_distance,distribution,cooperation_sh_wd,wasserstein_1d,6,0.06511111111111112,0.04765957446808508,0.019563092961698173
behavior_distribution_distance,distribution,coordination_earth_wd,wasserstein_1d,6,0.36765011820330973,0.37888888888888894,0.022105616306169692
paper_index_distribution_distance,distribution,delegation_index_wd,wasserstein_1d,4,0.17857142857142858,0.15714285714285714,0.04563236707831479
paper_index_distribution_distance,distribution,payoff_index_wd,wasserstein_1d,6,0.07409183005510617,0.07555026455026455,0.004812592091714041
paper_index_distribution_distance,distribution,prosociality_index_wd,wasserstein_1d,6,0.1263657620815483,0.1259290780141844,0.007638748760520359
paper_index_distribution_distance,distribution,kindness_index_wd,wasserstein_1d,6,0.15380670624686582,0.14822695035460992,0.010807871247326203
paper_index_distribution_distance,distribution,intentions_index_wd,wasserstein_1d,6,0.20141695878262653,0.19039928193499622,0.008601018932932969
paper_index_distribution_distance,distribution,predictability_index_wd,wasserstein_1d,6,0.32357014534971357,0.32,0.020859291019602953
paper_index_distribution_distance,distribution,equality_index_wd,wasserstein_1d,6,0.12410726865704926,0.12399999999999999,0.00978514169693495
delegation_distribution_distance,distribution,mean_delegation_wd,mean_wasserstein_1d,4,0.2571428571428572,0.25,0.02427170464261839
delegation_distribution_distance,distribution,C_delegated,wasserstein_1d,4,0.20500000000000002,0.21,0.03201562118716423
delegation_distribution_distance,distribution,PD_delegated,wasserstein_1d,4,0.10000000000000002,0.09000000000000002,0.045460605656619524
delegation_distribution_distance,distribution,SH_delegated,wasserstein_1d,4,0.14500000000000002,0.16000000000000003,0.030956959368344545
delegation_distribution_distance,distribution,TGReceiver_delegated,wasserstein_1d,4,0.35,0.31999999999999995,0.08386497083606081
delegation_distribution_distance,distribution,TGSender_delegated,wasserstein_1d,4,0.53,0.52,0.049999999999999975
delegation_distribution_distance,distribution,UGProposer_delegated,wasserstein_1d,4,0.10500000000000004,0.050000000000000044,0.058523499553598125
delegation_distribution_distance,distribution,UGResponder_delegated,wasserstein_1d,4,0.365,0.37,0.03862210075418822
scenario_state_distribution_distance,distribution,mean_role_state_tv,total_variation,6,0.31987504221546775,0.31039513677811553,0.011115439992292048
scenario_state_distribution_distance,distribution,C_decision_state,total_variation,6,0.33478132387706855,0.35,0.020975062731705622
scenario_state_distribution_distance,distribution,PD_decision_state,total_variation,6,0.26733451536643027,0.26,0.022138457251743262
scenario_state_distribution_distance,distribution,SH_decision_state,total_variation,6,0.0784160756501182,0.057659574468085124,0.017599202882303714
scenario_state_distribution_distance,distribution,TGReceiver_decision_state,total_variation,6,0.29509456264775413,0.2758628841607565,0.028451280297344134
scenario_state_distribution_distance,distribution,TGSender_decision_state,total_variation,6,0.20611406619385345,0.12111111111111111,0.05165886900803478
scenario_state_distribution_distance,distribution,UGProposer_decision_state,total_variation,6,0.3883481087470449,0.39,0.021878846162974516
scenario_state_distribution_distance,distribution,UGResponder_decision_state,total_variation,6,0.6690366430260047,0.6822222222222222,0.01210071236588027
scenario_direct_value_distance,distribution,mean_numeric_direct_value_wd,mean_wasserstein_1d,6,1.0172700852909977,0.9843971631205675,0.04128982228038594
scenario_direct_value_distance,distribution,UGProposer_decision_direct,wasserstein_1d,6,0.6205363432852463,0.6199999999999999,0.04892570848467474
scenario_direct_value_distance,distribution,UGResponder_decision_direct,wasserstein_1d,6,2.002107467241702,1.9672813238770686,0.07566712592662797
scenario_direct_value_distance,distribution,TGReceiver_decision_direct,wasserstein_1d,6,0.4291664453460445,0.43851063829787235,0.031217093716865534
