metric_scope,treatment_name,cell_name,scenario,case,metric,generated_value,human_value,abs_error,generated_n,human_n
session,ODP,,,,UGProposer_delegated,0.32,0.36,0.03999999999999998,50,50
session,ODP,,,,UGResponder_delegated,0.08,0.4,0.32,50,50
session,ODP,,,,TGSender_delegated,0.02,0.52,0.5,50,50
session,ODP,,,,TGReceiver_delegated,0.16,0.46,0.30000000000000004,50,50
session,ODP,,,,PD_delegated,0.54,0.32,0.22000000000000003,50,50
session,ODP,,,,SH_delegated,0.52,0.32,0.2,50,50
session,ODP,,,,C_delegated,0.48,0.32,0.15999999999999998,50,50
session,ODU,,,,UGProposer_delegated,0.1,0.38,0.28,50,50
session,ODU,,,,UGResponder_delegated,0.02,0.44,0.42,50,50
session,ODU,,,,TGSender_delegated,0.0,0.66,0.66,50,50
session,ODU,,,,TGReceiver_delegated,0.04,0.62,0.58,50,50
session,ODU,,,,PD_delegated,0.4,0.4,0.0,50,50
session,ODU,,,,SH_delegated,0.36,0.3,0.06,50,50
session,ODU,,,,C_delegated,0.3,0.56,0.26000000000000006,50,50
session,TDP,,,,UGProposer_delegated,0.22,0.28,0.060000000000000026,50,50
session,TDP,,,,UGResponder_delegated,0.04,0.32,0.28,50,50
session,TDP,,,,TGSender_delegated,0.0,0.42,0.42,50,50
session,TDP,,,,TGReceiver_delegated,0.2,0.38,0.18,50,50
session,TDP,,,,PD_delegated,0.38,0.28,0.09999999999999998,50,50
session,TDP,,,,SH_delegated,0.38,0.24,0.14,50,50
session,TDP,,,,C_delegated,0.26,0.52,0.26,50,50
session,TDU,,,,UGProposer_delegated,0.24,0.28,0.040000000000000036,50,50
session,TDU,,,,UGResponder_delegated,0.02,0.46,0.44,50,50
session,TDU,,,,TGSender_delegated,0.0,0.54,0.54,50,50
session,TDU,,,,TGReceiver_delegated,0.1,0.44,0.33999999999999997,50,50
session,TDU,,,,PD_delegated,0.42,0.34,0.07999999999999996,50,50
session,TDU,,,,SH_delegated,0.42,0.24,0.18,50,50
session,TDU,,,,C_delegated,0.34,0.48,0.13999999999999996,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_nonnull_rate,0.68,0.64,0.040000000000000036,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_nonnull_rate,0.92,0.6,0.32000000000000006,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGSender_decision_nonnull_rate,0.98,0.48,0.5,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_nonnull_rate,0.84,0.54,0.29999999999999993,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,PD_decision_nonnull_rate,0.46,0.68,0.22000000000000003,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,SH_decision_nonnull_rate,0.48,0.68,0.20000000000000007,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,C_decision_nonnull_rate,0.52,0.68,0.16000000000000003,50,50
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGProposer_decision_direct_mean,4.676470588235294,4.78125,0.10477941176470562,34,32
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,UGResponder_decision_direct_mean,2.239130434782609,4.033333333333333,1.7942028985507243,46,30
scenario,ODP,ODP__AISupport__AgainstHuman,AISupport,AgainstHuman,TGReceiver_decision_direct_mean,2.6666666666666665,2.5185185185185186,0.14814814814814792,42,27
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,UGProposer_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,UGResponder_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,TGSender_decision_nonnull_rate,1.0,1.0,0.0,50,50
scenario,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,TGReceiver_decision_nonnull_rate,1.0,1.0,0.0,50,50
