record_id,unit_id,treatment_name,deception_condition,participant_label,gold_target_json
00okp6aa,00okp6aa,DECEPTION_0,0,5b5c40135653550001d9d2cf,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 9}"
01ccqf0z,01ccqf0z,DECEPTION_0,0,5b472672d4c93b00019bbc49,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 60}"
01ubxp0s,01ubxp0s,DECEPTION_0,0,5be6e95fec5bb900014e9f70,"{""bonus_game_choices"": [""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B""], ""bret_boxes"": 43}"
02tv1qz6,02tv1qz6,DECEPTION_0,0,60b8b31eb3143c92b950deba,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A""], ""bret_boxes"": 24}"
0559yfs3,0559yfs3,DECEPTION_0,0,59e7eb5d62637600014a7db2,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A""], ""bret_boxes"": 40}"
06k1m1d7,06k1m1d7,DECEPTION_0,0,5718a9c4dd9ef10013df01f0,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 30}"
06mfopjs,06mfopjs,DECEPTION_0,0,613fb7b55c6b448b10303169,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A""], ""bret_boxes"": 8}"
09rqx4uq,09rqx4uq,DECEPTION_0,0,5cb4e2e8dde4050015779d17,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 27}"
09x7uvd0,09x7uvd0,DECEPTION_0,0,5c5cb335c378220001e5ed9b,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 70}"
0bbscwqf,0bbscwqf,DECEPTION_0,0,558996f2fdf99b7ae47f5ed2,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
0bhpk52r,0bhpk52r,DECEPTION_0,0,61671675737af5033ff16c47,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 39}"
0i1ucuab,0i1ucuab,DECEPTION_0,0,5dbdda11d54c4930595eb98c,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 27}"
0ki3gzxu,0ki3gzxu,DECEPTION_0,0,58ff31a1d10e2b000108579e,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
0kj460f8,0kj460f8,DECEPTION_0,0,59d8ef5a498aef0001d6fe2d,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""B""], ""bret_boxes"": 9}"
0m4fqa3c,0m4fqa3c,DECEPTION_0,0,5a0eb26510f4540001779d68,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 26}"
0m7xfyrf,0m7xfyrf,DECEPTION_0,0,5f622354d1464421128b7aa0,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""B"", ""B""], ""bret_boxes"": 87}"
0nelw9on,0nelw9on,DECEPTION_0,0,61fa936e5719bc09cb834cbe,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B""], ""bret_boxes"": 51}"
0qle7ojp,0qle7ojp,DECEPTION_0,0,5defacec6edacd000c8ddeb3,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 26}"
0qncdp9c,0qncdp9c,DECEPTION_0,0,5ad091dffb109b0001a3120a,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B""], ""bret_boxes"": 100}"
0qzrk6y4,0qzrk6y4,DECEPTION_0,0,60b8fb929701cb52b39796aa,"{""bonus_game_choices"": [""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 25}"
0rkfpg4y,0rkfpg4y,DECEPTION_0,0,5a2c5ea34ed219000159a0bf,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 33}"
0uv2u7fc,0uv2u7fc,DECEPTION_0,0,5d68c8aa40524c00189e8ac2,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
0wflnbp0,0wflnbp0,DECEPTION_0,0,5b100cb0a3553300017541c8,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A""], ""bret_boxes"": 83}"
0wupqta6,0wupqta6,DECEPTION_0,0,5dc860e9dcc83f5d2d85ec67,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B""], ""bret_boxes"": 16}"
0xr34tdz,0xr34tdz,DECEPTION_0,0,5f12ad33a5b0e321fa828a45,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 51}"
0yglyhdd,0yglyhdd,DECEPTION_0,0,5e766b0ba02ca51dfa1de797,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 35}"
0zjur574,0zjur574,DECEPTION_0,0,62b0bc7ebbff9a4e6c0e8dea,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 61}"
10sh2gpu,10sh2gpu,DECEPTION_0,0,5e7def6e3a915c48aa9d3209,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 41}"
11ap908k,11ap908k,DECEPTION_0,0,5ced7e9f3cad8c00179175af,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 51}"
13sjb2ga,13sjb2ga,DECEPTION_0,0,62d5a03c24664b957d6c22e1,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 47}"
14u2q57s,14u2q57s,DECEPTION_0,0,6168a57c2382a1f87bd4d87e,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""B""], ""bret_boxes"": 37}"
17f6k3tr,17f6k3tr,DECEPTION_0,0,5f98644189208011eeb027b9,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 57}"
18rzbjbi,18rzbjbi,DECEPTION_0,0,5d5e66b3844f160001f24150,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 50}"
1a26yhab,1a26yhab,DECEPTION_0,0,616e7e77bab9e87f4598a9a8,"{""bonus_game_choices"": [""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B""], ""bret_boxes"": 49}"
1b9tpbk9,1b9tpbk9,DECEPTION_0,0,603e84eb880ceef4586db3d4,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A""], ""bret_boxes"": 54}"
1bk4p145,1bk4p145,DECEPTION_0,0,6306ae3d2b596900d1f503b8,"{""bonus_game_choices"": [""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 100}"
1bnswiop,1bnswiop,DECEPTION_0,0,62b44f66a16d45783569fad6,"{""bonus_game_choices"": [""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 61}"
1bv3xmsr,1bv3xmsr,DECEPTION_0,0,582f0dd06119600001dcf932,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 35}"
1c1v4m3l,1c1v4m3l,DECEPTION_0,0,5eec2516eef2124196123a06,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 74}"
1c83zx2v,1c83zx2v,DECEPTION_0,0,56c65a5a305eaa0005f2a634,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 100}"
1comz3i1,1comz3i1,DECEPTION_0,0,5a8aaec48fe2dc00010625fe,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A""], ""bret_boxes"": 52}"
1dyjj6re,1dyjj6re,DECEPTION_0,0,5ba42e35984ec30001c6018d,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A""], ""bret_boxes"": 27}"
1il6d8ib,1il6d8ib,DECEPTION_0,0,5a7a0d8df49c9a0001f31b73,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
1kke2fei,1kke2fei,DECEPTION_0,0,62b5edc0f30897b95f76308b,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 80}"
1kn3wycc,1kn3wycc,DECEPTION_0,0,5a993130f6dfdd0001ea8301,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 53}"
1lc5i4uy,1lc5i4uy,DECEPTION_0,0,62cfb90efb9f2442cebfe24c,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 60}"
1lwf1w71,1lwf1w71,DECEPTION_0,0,611fdbcae40b26b6f6025cfe,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
1oh7w126,1oh7w126,DECEPTION_0,0,5fac4dc60d67201ffe756ca1,"{""bonus_game_choices"": [""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B""], ""bret_boxes"": 61}"
1p9rr7u3,1p9rr7u3,DECEPTION_0,0,61656042f505fd7fa53e8628,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B""], ""bret_boxes"": 36}"
1pe997jd,1pe997jd,DECEPTION_0,0,5f3afe238baa007dd525b4e7,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 42}"
1t8icpyc,1t8icpyc,DECEPTION_0,0,599eedebec626e0001d53f19,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 50}"
1tug5ox6,1tug5ox6,DECEPTION_0,0,628b8d0b861223ea96209c53,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A""], ""bret_boxes"": 100}"
1vejabcc,1vejabcc,DECEPTION_0,0,577a1ba12ed4a60001ad55dc,"{""bonus_game_choices"": [""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B""], ""bret_boxes"": 30}"
1w89t6bi,1w89t6bi,DECEPTION_0,0,62fbaaed0e8e4f98f8b8f507,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 26}"
1wpe6w08,1wpe6w08,DECEPTION_0,0,5a69d956111b250001e342b3,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 53}"
1wrtrf72,1wrtrf72,DECEPTION_0,0,5baf5525ad2a8d0001403d25,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""A"", ""B""], ""bret_boxes"": 44}"
1xaldoqp,1xaldoqp,DECEPTION_0,0,5be883c833f40a0001032d5f,"{""bonus_game_choices"": [""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 94}"
1xamkfqz,1xamkfqz,DECEPTION_0,0,599a9252bbe848000179676e,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""], ""bret_boxes"": 61}"
1z2cfppg,1z2cfppg,DECEPTION_0,0,610484ad8ffb67a43c6a2121,"{""bonus_game_choices"": [""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""A""], ""bret_boxes"": 41}"
23946y1t,23946y1t,DECEPTION_0,0,62b4325468caa581551a182a,"{""bonus_game_choices"": [""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B""], ""bret_boxes"": 49}"
244g0nnj,244g0nnj,DECEPTION_0,0,5df538c3ff28a83bc0b72669,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""], ""bret_boxes"": 70}"
24gfz160,24gfz160,DECEPTION_0,0,5c77d0f62cfc0000160c1958,"{""bonus_game_choices"": [""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B""], ""bret_boxes"": 53}"
