metric_family,metric,distance_kind,n_groups,mean_score,median_score
distribution_distance,final_surplus_ratio,wasserstein_1d,2,0.25928655018312213,0.25928655018312213
distribution_distance,proposer_net_surplus,wasserstein_1d,2,1.145289855072464,1.145289855072464
distribution_distance,trade_ratio,wasserstein_1d,2,0.2504033353142653,0.2504033353142653
distribution_distance,acceptance_rate,wasserstein_1d,2,0.08341567852437418,0.08341567852437418
distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,2,0.8740092759275927,0.8740092759275927
distribution_distance,declined_proposer_net_surplus,wasserstein_1d,2,1.4166986885142543,1.4166986885142543
distribution_distance,accepted_trade_ratio,wasserstein_1d,2,0.28343599836174094,0.28343599836174094
distribution_distance,declined_trade_ratio,wasserstein_1d,2,0.23410790213284582,0.23410790213284582
distribution_distance,final_total_surplus,wasserstein_1d,2,4.020446310935441,4.020446310935441
distribution_distance,mean_player_final_surplus,wasserstein_1d,2,1.3401487703118138,1.3401487703118138
