custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,n_players,n_rounds,n_turns,initial_total_welfare,optimal_total_welfare,optimal_total_surplus,final_total_welfare,final_total_surplus,final_surplus_ratio,final_group_surplus_ratio_after_turn,mean_trade_ratio,mean_acceptance_rate,mean_proposer_net_surplus,mean_player_final_surplus
chip_bargain__chip2_cohort_01_m7xia7_game_1,chip2__cohort_01_m7xia7__game_1,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m7xia7,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,3,3,9,23.0,27.0,4.0,24.8,1.8000000000000007,0.4500000000000002,0.4500000000000002,1.2222222222222223,0.4444444444444444,0.3,0.6000000000000002
chip_bargain__chip2_cohort_01_m8aexq_game_1,chip2__cohort_01_m8aexq__game_1,chip2__cohort_01_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 01-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,3,3,9,29.0,37.333333333333336,8.333333333333336,36.0,7.0,0.8399999999999997,0.8399999999999997,1.4074074074074074,0.6666666666666666,0.3777777777777779,2.3333333333333335
chip_bargain__chip2_cohort_02_m7xiz2_game_1,chip2__cohort_02_m7xiz2__game_1,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 02-m7xiz2,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,3,3,9,30.0,37.8,7.799999999999997,34.2,4.200000000000003,0.538461538461539,0.538461538461539,1.1944444444444444,0.3333333333333333,0.40000000000000013,1.400000000000001
chip_bargain__chip2_cohort_02_m8aexq_game_1,chip2__cohort_02_m8aexq__game_1,chip2__cohort_02_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 02-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,3,3,9,20.0,24.0,4.0,21.799999999999997,1.7999999999999972,0.4499999999999993,0.4499999999999993,1.5185185185185184,0.5555555555555556,0.13333333333333333,0.5999999999999991
chip_bargain__chip2_cohort_03_m8aexq_game_1,chip2__cohort_03_m8aexq__game_1,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 03-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,3,3,9,37.0,41.0,4.0,38.3,1.2999999999999972,0.3249999999999993,0.3249999999999993,1.0,0.5555555555555556,0.1,0.4333333333333324
chip_bargain__chip2_cohort_04_m7xjm0_game_1,chip2__cohort_04_m7xjm0__game_1,chip2__cohort_04_m7xjm0__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 04-m7xjm0,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,3,3,9,32.0,42.0,10.0,33.6,1.6000000000000014,0.16000000000000014,0.16000000000000014,1.4444444444444444,0.2222222222222222,0.15555555555555556,0.5333333333333338
chip_bargain__chip2_cohort_04_m8aexq_game_1,chip2__cohort_04_m8aexq__game_1,chip2__cohort_04_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 04-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,3,3,9,29.0,38.0,9.0,32.4,3.3999999999999986,0.3777777777777776,0.3777777777777776,1.2777777777777777,0.4444444444444444,0.20000000000000004,1.1333333333333329
chip_bargain__chip2_cohort_05_m7xjzy_game_1,chip2__cohort_05_m7xjzy__game_1,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m7xjzy,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,3,3,9,27.0,39.0,12.0,34.8,7.799999999999997,0.6499999999999998,0.6499999999999998,1.7777777777777777,0.4444444444444444,0.15555555555555556,2.599999999999999
chip_bargain__chip2_cohort_05_m8aexq_game_1,chip2__cohort_05_m8aexq__game_1,chip2__cohort_05_m8aexq__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 05-m8aexq,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,3,3,9,25.0,33.0,8.0,29.0,4.0,0.5,0.5,1.5185185185185184,0.5555555555555556,0.21111111111111105,1.3333333333333333
chip_bargain__chip2_cohort_06_m7xk99_game_1,chip2__cohort_06_m7xk99__game_1,chip2__cohort_06_m7xk99__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 06-m7xk99,First negotiation game-negotiation1,GAME_1,🟢 2p2 (n=20),generated,3,3,9,39.0,39.0,0.0,39.0,0.0,,,1.2777777777777777,0.0,-0.30000000000000004,0.0
chip_bargain__chip2_cohort_06_m8ag8i_game_1,chip2__cohort_06_m8ag8i__game_1,chip2__cohort_06_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 06-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,3,3,9,34.0,42.33333333333333,8.333333333333329,32.5,-1.5,-0.1800000000000001,-0.1800000000000001,1.1111111111111112,0.5555555555555556,-0.1111111111111111,-0.5
chip_bargain__chip2_cohort_07_m8ag8i_game_1,chip2__cohort_07_m8ag8i__game_1,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,chip2,2-Chip Bargaining,Cohort 07-m8ag8i,First negotiation game-negotiation1,GAME_1,🟢 2p3,generated,3,3,9,26.0,39.0,13.0,29.9,3.8999999999999986,0.2999999999999999,0.2999999999999999,1.574074074074074,0.4444444444444444,0.48888888888888893,1.2999999999999996
