experiment_id,config_hash,game_id,round,actor_id,actor_name,target_id,target_name,type,units_decided,units_actual,was_scaled,cost,impact,timestamp
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_0,DOG,agent_2,CAT,punishment,1,1,False,1,3,2026-01-02T02:19:57.434921
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_0,DOG,agent_2,CAT,reward,1,1,False,2,0.91,2026-01-02T02:19:57.435109
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_0,DOG,agent_3,FISH,punishment,1,1,False,1,3,2026-01-02T02:19:57.435159
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_0,DOG,agent_3,FISH,reward,1,1,False,2,0.91,2026-01-02T02:19:57.435190
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_1,CHICKEN,agent_0,DOG,punishment,1,1,False,1,3,2026-01-02T02:20:02.433202
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_1,CHICKEN,agent_0,DOG,reward,1,1,False,2,0.91,2026-01-02T02:20:02.433262
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_1,CHICKEN,agent_3,FISH,punishment,1,1,False,1,3,2026-01-02T02:20:02.433296
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_1,CHICKEN,agent_3,FISH,reward,1,1,False,2,0.91,2026-01-02T02:20:02.433315
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_2,CAT,agent_0,DOG,punishment,1,0,True,0,0,2026-01-02T02:20:09.724083
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_2,CAT,agent_0,DOG,reward,1,0,True,0,0.0,2026-01-02T02:20:09.724425
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_2,CAT,agent_1,CHICKEN,punishment,24,1,True,1,3,2026-01-02T02:20:09.724459
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_2,CAT,agent_1,CHICKEN,reward,24,1,True,2,0.91,2026-01-02T02:20:09.724478
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_2,CAT,agent_3,FISH,punishment,80,6,True,6,18,2026-01-02T02:20:09.724498
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_2,CAT,agent_3,FISH,reward,80,6,True,12,5.46,2026-01-02T02:20:09.724514
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_3,FISH,agent_1,CHICKEN,punishment,1,1,False,1,3,2026-01-02T02:20:15.143539
exp_036_treatment,8b82b7df,exp_036_treatment_game1,1,agent_3,FISH,agent_1,CHICKEN,reward,1,1,False,2,0.91,2026-01-02T02:20:15.143601
