custom_id,treatment_name,metric,generated_value,human_mean,human_std,human_median,human_q25,human_q75,human_min,human_max,human_game_count,abs_diff_from_human_mean,z_score,abs_z_score,percentile_within_humans,within_human_range,within_human_iqr,chat_enabled,punishment_enabled,reward_enabled,metric_scope
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep2,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep3,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep4,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep5,VALIDATION_0_C,final_round_normalized_efficiency,0.09615384615384616,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.7283475076597347,-2.666185926932958,2.666185926932958,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep6,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep7,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep8,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep9,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep10,VALIDATION_0_C,final_round_normalized_efficiency,0.0,0.8245013538135808,0.2731795634738752,0.8381456910387042,0.5355409995147987,0.9962121212121212,0.5,1.3131313131313131,10,0.8245013538135808,-3.018166305447039,3.018166305447039,0.0,0,0,True,False,False,all
