game_id,treatment_name,round_number,endowment,mpcr,num_active_players,total_contribution,total_round_payoff,within_round_contribution_rate_var,total_contribution_rate,round_normalized_efficiency,message_count,has_chat
4HwmGmWXPq5jBJust,VALIDATION_0_C,1,20,0.62,10,160.0,1030.0,0.16000000000000003,0.8,0.7980769230769231,1,1
4HwmGmWXPq5jBJust,VALIDATION_0_C,2,20,0.62,10,140.0,930.0,0.21000000000000002,0.7,0.7019230769230769,2,1
4HwmGmWXPq5jBJust,VALIDATION_0_C,3,20,0.62,10,120.0,820.0,0.24,0.6,0.5961538461538461,0,0
4HwmGmWXPq5jBJust,VALIDATION_0_C,4,20,0.62,9,100.0,701.0,0.2469135802469136,0.5555555555555556,0.6319747695293547,0,0
4HwmGmWXPq5jBJust,VALIDATION_0_C,5,20,0.62,9,100.0,701.0,0.2469135802469136,0.5555555555555556,0.6319747695293547,0,0
4HwmGmWXPq5jBJust,VALIDATION_0_C,6,20,0.62,9,100.0,701.0,0.2469135802469136,0.5555555555555556,0.6319747695293547,0,0
5mhtM66ewYHNxSp4q,VALIDATION_0_C,1,20,0.62,10,160.0,1030.0,0.16000000000000006,0.8,0.7980769230769231,1,1
5mhtM66ewYHNxSp4q,VALIDATION_0_C,2,20,0.62,10,120.0,820.0,0.24,0.6,0.5961538461538461,0,0
5mhtM66ewYHNxSp4q,VALIDATION_0_C,3,20,0.62,10,140.0,930.0,0.21000000000000002,0.7,0.7019230769230769,0,0
5mhtM66ewYHNxSp4q,VALIDATION_0_C,4,20,0.62,10,140.0,930.0,0.20999999999999996,0.7,0.7019230769230769,0,0
5mhtM66ewYHNxSp4q,VALIDATION_0_C,5,20,0.62,10,100.0,720.0,0.25,0.5,0.5,0,0
5mhtM66ewYHNxSp4q,VALIDATION_0_C,6,20,0.62,10,160.0,1030.0,0.16,0.8,0.7980769230769231,0,0
AaPW26f94YzzFxPLk,VALIDATION_0_C,1,20,0.62,10,120.0,807.0,0.24,0.6,0.5836538461538462,10,1
AaPW26f94YzzFxPLk,VALIDATION_0_C,2,20,0.62,9,120.0,807.0,0.2222222222222222,0.6666666666666666,0.7605531295487628,2,1
AaPW26f94YzzFxPLk,VALIDATION_0_C,3,20,0.62,9,140.0,892.0,0.1728395061728395,0.7777777777777778,0.8636584182435711,4,1
AaPW26f94YzzFxPLk,VALIDATION_0_C,4,20,0.62,8,160.0,992.0,0.0,1.0,1.3131313131313131,3,1
AaPW26f94YzzFxPLk,VALIDATION_0_C,5,20,0.62,8,160.0,992.0,0.0,1.0,1.3131313131313131,0,0
AaPW26f94YzzFxPLk,VALIDATION_0_C,6,20,0.62,8,160.0,992.0,0.0,1.0,1.3131313131313131,0,0
DLhhTyaSmN26NPemM,VALIDATION_0_C,1,20,0.62,10,140.0,904.0,0.21000000000000002,0.7,0.676923076923077,0,0
DLhhTyaSmN26NPemM,VALIDATION_0_C,2,20,0.62,9,140.0,904.0,0.1728395061728395,0.7777777777777778,0.8782144590004852,0,0
DLhhTyaSmN26NPemM,VALIDATION_0_C,3,20,0.62,9,140.0,904.0,0.1728395061728395,0.7777777777777778,0.8782144590004852,0,0
DLhhTyaSmN26NPemM,VALIDATION_0_C,4,20,0.62,9,140.0,904.0,0.1728395061728395,0.7777777777777778,0.8782144590004852,0,0
DLhhTyaSmN26NPemM,VALIDATION_0_C,5,20,0.62,9,120.0,807.0,0.2222222222222222,0.6666666666666666,0.7605531295487628,0,0
DLhhTyaSmN26NPemM,VALIDATION_0_C,6,20,0.62,9,80.0,595.0,0.2469135802469136,0.4444444444444444,0.5033964095099467,0,0
F9zgaNoZPFFagrLwk,VALIDATION_0_C,1,20,0.62,10,60.0,510.0,0.21000000000000002,0.3,0.2980769230769231,4,1
F9zgaNoZPFFagrLwk,VALIDATION_0_C,2,20,0.62,10,120.0,820.0,0.24,0.6,0.5961538461538461,0,0
F9zgaNoZPFFagrLwk,VALIDATION_0_C,3,20,0.62,10,100.0,720.0,0.25,0.5,0.5,1,1
F9zgaNoZPFFagrLwk,VALIDATION_0_C,4,20,0.62,10,100.0,720.0,0.25,0.5,0.5,1,1
F9zgaNoZPFFagrLwk,VALIDATION_0_C,5,20,0.62,10,80.0,620.0,0.24,0.4,0.40384615384615385,2,1
F9zgaNoZPFFagrLwk,VALIDATION_0_C,6,20,0.62,10,100.0,720.0,0.25,0.5,0.5,0,0
K3BKmGpJcMFNK3TJz,VALIDATION_0_C,1,20,0.62,10,140.0,904.0,0.21000000000000002,0.7,0.676923076923077,1,1
K3BKmGpJcMFNK3TJz,VALIDATION_0_C,2,20,0.62,9,160.0,1010.0,0.09876543209876544,0.8888888888888888,1.0067928190198934,4,1
K3BKmGpJcMFNK3TJz,VALIDATION_0_C,3,20,0.62,9,140.0,904.0,0.1728395061728395,0.7777777777777778,0.8782144590004852,3,1
K3BKmGpJcMFNK3TJz,VALIDATION_0_C,4,20,0.62,9,160.0,1010.0,0.09876543209876547,0.8888888888888888,1.0067928190198934,5,1
K3BKmGpJcMFNK3TJz,VALIDATION_0_C,5,20,0.62,9,140.0,904.0,0.1728395061728395,0.7777777777777778,0.8782144590004852,0,0
K3BKmGpJcMFNK3TJz,VALIDATION_0_C,6,20,0.62,9,140.0,904.0,0.1728395061728395,0.7777777777777778,0.8782144590004852,0,0
eKvYkv4QEg8DiocsW,VALIDATION_0_C,1,20,0.62,10,140.0,930.0,0.21000000000000002,0.7,0.7019230769230769,1,1
eKvYkv4QEg8DiocsW,VALIDATION_0_C,2,20,0.62,10,120.0,820.0,0.23999999999999994,0.6,0.5961538461538461,3,1
eKvYkv4QEg8DiocsW,VALIDATION_0_C,3,20,0.62,10,120.0,820.0,0.23999999999999994,0.6,0.5961538461538461,0,0
eKvYkv4QEg8DiocsW,VALIDATION_0_C,4,20,0.62,10,60.0,510.0,0.21000000000000002,0.3,0.2980769230769231,0,0
eKvYkv4QEg8DiocsW,VALIDATION_0_C,5,20,0.62,10,100.0,720.0,0.25,0.5,0.5,3,1
eKvYkv4QEg8DiocsW,VALIDATION_0_C,6,20,0.62,10,100.0,720.0,0.25,0.5,0.5,0,0
kkGkkWk4kCvb4t5fK,VALIDATION_0_C,1,20,0.62,10,160.0,1010.0,0.16,0.8,0.7788461538461539,1,1
kkGkkWk4kCvb4t5fK,VALIDATION_0_C,2,20,0.62,9,160.0,1010.0,0.09876543209876544,0.8888888888888888,1.0067928190198934,6,1
kkGkkWk4kCvb4t5fK,VALIDATION_0_C,3,20,0.62,9,120.0,807.0,0.2222222222222222,0.6666666666666666,0.7605531295487628,5,1
kkGkkWk4kCvb4t5fK,VALIDATION_0_C,4,20,0.62,9,180.0,1116.0,0.0,1.0,1.1353711790393013,6,1
kkGkkWk4kCvb4t5fK,VALIDATION_0_C,5,20,0.62,9,180.0,1116.0,0.0,1.0,1.1353711790393013,4,1
kkGkkWk4kCvb4t5fK,VALIDATION_0_C,6,20,0.62,9,180.0,1116.0,0.0,1.0,1.1353711790393013,2,1
pYDEzMS4KKQzGsFQW,VALIDATION_0_C,1,20,0.62,10,180.0,1140.0,0.09,0.9,0.9038461538461539,6,1
pYDEzMS4KKQzGsFQW,VALIDATION_0_C,2,20,0.62,10,180.0,1140.0,0.09000000000000001,0.9,0.9038461538461539,11,1
pYDEzMS4KKQzGsFQW,VALIDATION_0_C,3,20,0.62,10,180.0,1140.0,0.09000000000000001,0.9,0.9038461538461539,0,0
pYDEzMS4KKQzGsFQW,VALIDATION_0_C,4,20,0.62,10,180.0,1140.0,0.09000000000000001,0.9,0.9038461538461539,10,1
pYDEzMS4KKQzGsFQW,VALIDATION_0_C,5,20,0.62,10,200.0,1240.0,0.0,1.0,1.0,4,1
pYDEzMS4KKQzGsFQW,VALIDATION_0_C,6,20,0.62,10,200.0,1240.0,0.0,1.0,1.0,3,1
tjEFcmYxtEBx3PZzY,VALIDATION_0_C,1,20,0.62,10,100.0,701.0,0.25,0.5,0.48173076923076924,0,0
tjEFcmYxtEBx3PZzY,VALIDATION_0_C,2,20,0.62,9,100.0,701.0,0.2469135802469136,0.5555555555555556,0.6319747695293547,0,0
tjEFcmYxtEBx3PZzY,VALIDATION_0_C,3,20,0.62,9,100.0,701.0,0.2469135802469136,0.5555555555555556,0.6319747695293547,0,0
tjEFcmYxtEBx3PZzY,VALIDATION_0_C,4,20,0.62,9,100.0,701.0,0.2469135802469136,0.5555555555555556,0.6319747695293547,0,0
tjEFcmYxtEBx3PZzY,VALIDATION_0_C,5,20,0.62,8,120.0,784.0,0.1875,0.75,0.9848484848484849,0,0
tjEFcmYxtEBx3PZzY,VALIDATION_0_C,6,20,0.62,8,120.0,784.0,0.1875,0.75,0.9848484848484849,0,0
24hqfcDGXxLrMr7JY,VALIDATION_0_T,1,20,0.62,10,160.0,1002.0,0.16000000000000003,0.8,0.7711538461538462,0,0
