metric,num_treatments,mean_abs_diff_from_human_mean,mean_abs_z_score,median_abs_z_score,mean_percentile_within_humans,median_percentile_within_humans,within_human_range_rate,within_human_iqr_rate
final_round_normalized_efficiency,40,0.5448606114044184,1.8746692034121575,1.3490212915601123,0.1571993978243978,0.08333333333333333,0.5480769230769231,0.18269230769230768
final_total_contribution_rate,40,0.4771617435377641,3.2542409334657587,2.392847538665406,0.12362871503496503,0.0,0.3605769230769231,0.13942307692307693
first_round_normalized_efficiency,40,0.13778692983686397,1.0179135549775316,0.6498464851370105,0.38990141802641803,0.3333333333333333,0.8293269230769231,0.49759615384615385
first_round_total_contribution_rate,40,0.12292661742497267,1.1175609372748643,0.6826180929208332,0.36937827797202794,0.3568181818181818,0.8076923076923077,0.5024038461538461
mean_round_normalized_efficiency,40,0.32553714576796067,1.9768950384159074,1.3064092171503905,0.21154149669774666,0.09090909090909091,0.6177884615384616,0.2668269230769231
mean_total_contribution_rate,40,0.2804037199268267,2.5170851598527926,1.7846442381585605,0.19157379079254078,0.08333333333333333,0.5432692307692307,0.21875
mean_within_round_contribution_rate_var,40,0.03987010150120239,1.2100572360534658,0.7575990701687125,0.3894224698912199,0.3944444444444445,0.78125,0.4807692307692308
messages_per_round,26,2.2167302517838503,1.6353956642398455,0.8721101178210012,0.6006290340225359,0.6666666666666666,0.7942238267148014,0.4007220216606498
punish_actor_round_rate,20,0.09590721131727195,0.9955970020093661,0.5530648293000016,0.5027544866137099,0.5625,0.7330097087378641,0.5485436893203883
reward_actor_round_rate,22,0.11258809642851697,0.8676556852955033,0.664708717285451,0.49828941589811154,0.5,0.8695652173913043,0.49130434782608695
round_normalized_efficiency_decay_slope,40,0.4311294500322717,1.4767383091741062,0.9677521126375217,0.20653044871794873,0.1,0.625,0.25961538461538464
round_normalized_efficiency_rmse_to_treatment_mean,40,0.2204401582668014,2.4274524208528168,0.9173744935939889,0.6624314054001553,0.7777777777777778,0.6610576923076923,0.27163461538461536
rounds_with_chat_rate,26,0.41161665428898,1.6133113320559789,1.4257096919624772,0.8355472595996062,0.9166666666666666,0.7111913357400722,0.27075812274368233
total_contribution_rate_decay_slope,40,0.3561716910041518,2.354749488618366,1.7900075763891992,0.18598120629370632,0.041666666666666664,0.4807692307692308,0.18990384615384615
total_contribution_rate_rmse_to_treatment_mean,40,0.19769868323742673,3.461104375569951,1.7482046759492755,0.758289627039627,0.9166666666666666,0.5096153846153846,0.1778846153846154
total_contribution_rate_sd,40,0.06441999903481753,1.5939045595727541,1.1976038556713946,0.6730666035353535,0.8,0.6057692307692307,0.2932692307692308
