custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,first_round_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,first_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_0_C__F9zgaNoZPFFagrLwk__k0__rep1,F9zgaNoZPFFagrLwk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.31666666666666665,0.0,0.0,0.0,0.0,60,0.31666666666666665,0.7,0.2409472049133493,0.0,0.3173076923076923,0.7019230769230769,0.0,0.15833333333333335,3.0,1.0,6,-0.7000000000000001,-0.7032967032967034,0.46773411866285414,0.5366902017829793
trajectory_completion_compact__VALIDATION_0_C__4HwmGmWXPq5jBJust__k0__rep1,4HwmGmWXPq5jBJust,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.25,0.0,0.0,0.0,0.0,60,0.25,0.5,0.17078251276599332,0.0,0.25,0.5,0.0,0.15833333333333335,3.5,1.0,6,-0.5000000000000001,-0.5027472527472528,0.49418584581689645,0.562314442206827
trajectory_completion_compact__VALIDATION_0_C__tjEFcmYxtEBx3PZzY__k0__rep1,tjEFcmYxtEBx3PZzY,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.2833333333333333,0.0,0.0,0.0,0.0,60,0.2833333333333333,0.5,0.1343709624716425,0.2,0.28365384615384615,0.5,0.20192307692307693,0.18500000000000003,4.166666666666667,1.0,6,-0.35714285714285715,-0.3585164835164835,0.44948244128172143,0.5172018335720546
trajectory_completion_compact__VALIDATION_0_C__DLhhTyaSmN26NPemM__k0__rep1,DLhhTyaSmN26NPemM,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.2,0.0,0.0,0.0,0.0,60,0.19999999999999998,0.6,0.20816659994661327,0.0,0.1987179487179487,0.5961538461538461,0.0,0.11666666666666665,2.8333333333333335,1.0,6,-0.48571428571428577,-0.48076923076923084,0.5539564950011052,0.6218212220488832
trajectory_completion_compact__VALIDATION_0_C__kkGkkWk4kCvb4t5fK__k0__rep1,kkGkkWk4kCvb4t5fK,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.23333333333333334,0.0,0.0,0.0,0.0,60,0.2333333333333333,0.6,0.1885618083164127,0.0,0.23237179487179485,0.5961538461538461,0.0,0.14333333333333337,3.8333333333333335,1.0,6,-0.5142857142857143,-0.5123626373626374,0.5163952891440875,0.5851606511336911
trajectory_completion_compact__VALIDATION_0_C__eKvYkv4QEg8DiocsW__k0__rep1,eKvYkv4QEg8DiocsW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.31666666666666665,0.0,0.0,0.0,0.0,60,0.31666666666666665,0.5,0.17716909687891083,0.0,0.3173076923076923,0.5,0.0,0.18500000000000003,4.166666666666667,1.0,6,-0.24285714285714288,-0.2417582417582418,0.4345039980021304,0.49532552373812433
trajectory_completion_compact__VALIDATION_0_C__AaPW26f94YzzFxPLk__k0__rep1,AaPW26f94YzzFxPLk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.23333333333333334,0.0,0.0,0.0,0.0,60,0.2333333333333333,0.6,0.1885618083164127,0.2,0.23237179487179485,0.5961538461538461,0.20192307692307693,0.14333333333333334,4.166666666666667,1.0,6,-0.42857142857142866,-0.4244505494505495,0.5153362999611159,0.5840500154492834
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,5mhtM66ewYHNxSp4q,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.45,0.0,0.0,0.0,0.0,60,0.45,0.8,0.2813657169355689,0.0,0.45032051282051283,0.7980769230769231,0.0,0.16833333333333336,4.0,1.0,6,-0.8142857142857144,-0.8118131868131868,0.3926845192864659,0.45580877340721987
trajectory_completion_compact__VALIDATION_0_C__pYDEzMS4KKQzGsFQW__k0__rep1,pYDEzMS4KKQzGsFQW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.21666666666666667,0.0,0.0,0.0,0.0,60,0.21666666666666667,0.5,0.15723301886761004,0.3,0.21634615384615385,0.5,0.2980769230769231,0.14500000000000002,3.1666666666666665,1.0,6,-0.15714285714285717,-0.15796703296703302,0.5181852434236791,0.5831362653583069
trajectory_completion_compact__VALIDATION_0_C__K3BKmGpJcMFNK3TJz__k0__rep1,K3BKmGpJcMFNK3TJz,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.3333333333333333,0.0,0.0,0.0,0.0,60,0.3333333333333333,0.7,0.25603819159562025,0.0,0.3333333333333333,0.7019230769230769,0.0,0.15666666666666668,3.5,1.0,6,-0.7428571428571428,-0.7445054945054944,0.46171702715919444,0.5300869508520629
