treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_6_C,144,6.375105808492913,0.0
VALIDATION_17_C,120,5.817535491542142,0.0
VALIDATION_7_C,154,5.536270780647119,0.18181818181818182
VALIDATION_13_T,176,3.570638446792482,0.1590909090909091
VALIDATION_13_C,150,3.137600134008268,0.225
VALIDATION_15_C,143,3.096038923793975,0.0
VALIDATION_11_C,150,2.668018354990521,0.175
VALIDATION_11_T,176,2.498401703428058,0.2727272727272727
VALIDATION_6_T,143,2.351648080043439,0.09090909090909091
VALIDATION_0_C,140,2.262850511968531,0.275
VALIDATION_10_T,150,2.1794272716438727,0.4
VALIDATION_15_T,126,2.0826679570089306,0.1111111111111111
VALIDATION_12_C,168,2.058196210752335,0.33333333333333337
VALIDATION_1_C,96,2.0404980356284215,0.125
VALIDATION_16_C,140,1.9087634869304027,0.2
VALIDATION_17_T,104,1.862680782669164,0.5
VALIDATION_16_T,120,1.7694644489563196,0.375
VALIDATION_3_T,160,1.580538848246165,0.5
VALIDATION_19_T,140,1.5436137459971033,0.3
VALIDATION_14_C,180,1.5089410629639164,0.4166666666666667
VALIDATION_18_C,168,1.5020382957303255,0.3333333333333333
VALIDATION_14_T,160,1.4707214940118605,0.4
VALIDATION_8_C,180,1.3822307058532766,0.3333333333333333
VALIDATION_10_C,140,1.2825571766388724,0.3
VALIDATION_9_C,143,1.2683773019057236,0.09090909090909091
VALIDATION_7_T,180,1.2509074321676605,0.3333333333333333
VALIDATION_0_T,180,1.1203488614286445,0.4166666666666667
VALIDATION_19_C,130,1.1100598848127967,0.2
VALIDATION_8_T,176,1.1092494377969406,0.45454545454545453
VALIDATION_12_T,180,1.0565099965113234,0.4375
VALIDATION_9_T,154,0.9888872951471088,0.2727272727272727
VALIDATION_18_T,150,0.9723333189836325,0.5
VALIDATION_5_C,135,0.9649801452191725,0.3888888888888889
VALIDATION_2_C,117,0.9592809514175734,0.3333333333333333
VALIDATION_5_T,192,0.9359019246325188,0.4166666666666667
VALIDATION_4_C,180,0.9222091603826634,0.5
VALIDATION_3_C,135,0.8923008133672664,0.4444444444444444
VALIDATION_4_T,144,0.8214373002642454,0.5555555555555556
VALIDATION_1_T,104,0.70859098528348,0.5
VALIDATION_2_T,154,0.681227607384164,0.5454545454545454
