treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_0_C,final_round_normalized_efficiency,10,10,0.11005730755722476,0.2731795634738752,0.4028753328312197,0.9091281127067097,0.1514423076923077,0.4606711216973225,0.32874278538304114,1.1124796413338878
VALIDATION_0_T,final_round_normalized_efficiency,12,12,0.19732939966143648,0.28614540806108135,0.6896123233237907,0.3716256895432082,0.3197115384615385,0.2673735168276652,1.1957487123438917,0.17877252671705104
VALIDATION_10_C,final_round_normalized_efficiency,10,10,0.0638079589415761,0.5043570131399739,0.1265134761274104,2.0674064458370833,0.07490636704119849,0.791198501872659,0.09467455621301775,2.3573099926832923
VALIDATION_10_T,final_round_normalized_efficiency,10,10,0.3926158474080033,1.0313056339783557,0.38069785956026614,0.9657492379886186,0.48220973782771526,0.294943820224719,1.634920634920635,0.4915942618381032
VALIDATION_11_C,final_round_normalized_efficiency,10,10,0.15629259139847285,0.23838838681861213,0.6556216663246883,0.4221713845732908,0.13297872340425532,0.36300832664999794,0.36632416846038224,1.0042366314111268
VALIDATION_11_T,final_round_normalized_efficiency,11,11,0.037650898216628224,0.47564151189004067,0.07915814174212027,2.536307633231237,0.037677304964539006,0.4131591790841922,0.09119319350003174,2.3947750173620985
VALIDATION_12_C,final_round_normalized_efficiency,12,12,0.258503319662099,0.20817768394941574,1.2417436622309224,0.21651657109128913,0.20373774509803924,0.17717086834733897,1.1499505928853755,0.13971897874386596
VALIDATION_12_T,final_round_normalized_efficiency,12,12,0.25340935888496435,0.32123983268754447,0.7888478734561047,0.23718178603421905,0.14935661764705876,0.3865108543417367,0.38642282867172445,0.9508230979755875
VALIDATION_13_C,final_round_normalized_efficiency,10,10,0.1687172005442716,0.19457814395275885,0.8670922495037986,0.142609907049997,0.23100754310344826,0.21219405594405594,1.0886617067367448,0.08494914990231259
VALIDATION_13_T,final_round_normalized_efficiency,11,11,0.194125457898203,0.2735662484795471,0.7096104105573412,0.3430391770722025,0.3520114942528735,0.28871880412533446,1.2192191475691458,0.19821061085410868
VALIDATION_14_C,final_round_normalized_efficiency,12,12,0.29019033604560185,0.3235742334137886,0.8968277015880457,0.1088915183301055,0.3750000000000001,0.45166666666666655,0.8302583025830262,0.18601841867528027
