config,rmse,mae,r2,noise_ceiling,n_metrics
VALIDATION_0_C,4.780658369350866,2.1788888888888907,0.9811239253684446,38.24697222222222,5
VALIDATION_0_T,11.300823249995505,5.181645299145299,0.917399095269344,54.867700975692166,5
VALIDATION_10_C,3.468429932742928,1.7181818181818187,0.9233372743399835,4.5593599632690545,5
VALIDATION_10_T,32.358230388769506,15.454882154882155,-7.026584927717517,5.337648565087212,5
VALIDATION_11_C,4.756279782913763,2.388804314938178,0.9356029052328121,4.498665854347672,5
VALIDATION_11_T,4.534941567117149,2.2987379295887207,0.9425816991473325,6.546880236327375,5
VALIDATION_12_C,6.486820552313356,3.0074074074074075,0.9248061355086196,12.858813443072702,5
VALIDATION_12_T,16.248337317716135,7.556280006858711,0.5508618004369875,14.578457535131339,5
VALIDATION_13_C,18.97286063331951,8.83150696955024,0.5873490528635461,10.629570792767769,5
VALIDATION_13_T,24.825303502124246,11.553181697484671,0.3402664241806407,12.19557136771213,5
VALIDATION_14_C,0.7196928151770027,0.4775877192982453,0.9967890384301868,1.3013666913537507,5
VALIDATION_14_T,0.9768192937652929,0.6609100877192982,0.9937839292247587,5.487975029242437,5
VALIDATION_15_C,10.22858095424465,4.872673420329671,0.5923007302784431,3.265020562981553,5
VALIDATION_15_T,27.628428599064566,12.987631118881119,-2.9233189213322075,6.996251209337929,5
VALIDATION_16_C,0.6459721356219622,0.31999999999999956,0.9976330566151439,2.448139259259259,5
VALIDATION_16_T,28.259135200634873,13.501379865771813,-4.608966565143754,4.963059496296295,5
VALIDATION_17_C,27.65130035095082,12.487342792879636,0.73635920537661,138.14293881144184,5
VALIDATION_17_T,41.74214378377128,18.894496883233725,0.41388678024635217,97.04467457942346,5
VALIDATION_18_C,5.41388721646338,2.5797101449275366,0.8705283476703194,10.18251975687881,5
VALIDATION_18_T,4.15687422252502,1.9811050724637684,0.9263264756998887,10.835704176840474,5
VALIDATION_19_C,4.3050664774249405,2.2134590517241377,0.8624031486056218,1.4672104724425905,5
VALIDATION_19_T,4.643311669181235,2.438065732758621,0.8345490466466533,2.783484372209914,5
VALIDATION_1_C,0.06382479046040647,0.031319444444444365,0.9999740522514545,5.051562029803241,5
VALIDATION_1_T,8.720833625813029,4.2968576388888895,0.3638621403413054,14.26294453335986,5
VALIDATION_2_C,0.5309039837743101,0.3470331695331689,0.9983108738490478,1.712214288194445,5
VALIDATION_2_T,1.685484798615327,1.0369242424242424,0.9826990026477485,3.3342047948591023,5
VALIDATION_3_C,1.342825293654595,0.7860072778099091,0.9955067888607918,17.36270649366354,5
VALIDATION_3_T,8.357971236278026,4.031684981684981,0.8864494737585005,21.82004582274965,5
VALIDATION_4_C,4.550316588840105,2.2892857142857137,0.9203686493628191,3.9782924107142854,5
VALIDATION_4_T,4.600769774671541,2.3490624999999987,0.9132675935844886,6.669974452427455,5
VALIDATION_5_C,5.030369346763058,2.6170138888888888,0.8164958401734452,5.6638898935828195,5
VALIDATION_5_T,7.966365258881405,4.080266203703704,0.4392593068014894,2.835551077969608,5
VALIDATION_6_C,37.47984504367628,16.99673076923077,0.33818104792757464,47.481639486158635,5
VALIDATION_6_T,62.74748376692295,28.495469036611134,-1.157856490344788,84.69462795096189,5
VALIDATION_7_C,16.130475601487824,7.3420000000000005,0.8765406435447785,43.539089681440444,5
VALIDATION_7_T,40.77819481411387,18.644271929824562,0.12163962220453639,55.700470802073724,5
VALIDATION_8_C,5.027722684723476,2.518402777777778,0.8641238725923793,2.841688263567387,5
VALIDATION_8_T,4.959056795808574,2.452268518518518,0.8476263256857097,3.6582540241340866,5
VALIDATION_9_C,6.662399656502265,3.162651120256059,0.902579367254167,9.742766330921233,5
VALIDATION_9_T,31.925421900812918,14.850187970554666,-1.7803963374536282,9.471362137988976,5
