treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_0_C,final_round_normalized_efficiency,10,10,0.07507392806131975,0.2731795634738752,0.27481531600184744,1.291655985100304,0.09615384615384616,0.4606711216973225,0.2087255780209785,1.566734913611484
VALIDATION_0_T,final_round_normalized_efficiency,12,12,0.19013266534786016,0.28614540806108135,0.6644617037058094,0.4087780342340652,0.3019230769230769,0.2673735168276652,1.129218332860096,0.12152565252939539
VALIDATION_10_C,final_round_normalized_efficiency,10,10,0.14887346003259766,0.5043570131399739,0.2951747594541347,1.2201876931155777,0.08426966292134831,0.791198501872659,0.10650887573964499,2.2395269570269085
VALIDATION_10_T,final_round_normalized_efficiency,10,10,0.19457640760839756,1.0313056339783557,0.18866997444569492,1.6677559572030782,0.1638576779026217,0.294943820224719,0.5555555555555557,0.5877866649021187
VALIDATION_11_C,final_round_normalized_efficiency,10,10,0.10944542999951748,0.23838838681861213,0.4591055439407527,0.7784751521284428,0.17730496453900707,0.36300832664999794,0.48843222461384295,0.716554558959346
VALIDATION_11_T,final_round_normalized_efficiency,10,11,0.18932663321277574,0.47564151189004067,0.3980448057623374,0.9211907027417421,0.23936170212765956,0.4131591790841922,0.5793449940002017,0.5458571342940949
VALIDATION_12_C,final_round_normalized_efficiency,12,12,0.1806147813338413,0.20817768394941574,0.8675991485126145,0.14202548145842106,0.33700980392156865,0.17717086834733897,1.902173913043478,0.6429973968744737
VALIDATION_12_T,final_round_normalized_efficiency,12,12,0.1610416120595048,0.32123983268754447,0.5013127130350075,0.6905251949005747,0.20220588235294112,0.3865108543417367,0.5231570603555654,0.6478735533930181
VALIDATION_13_C,final_round_normalized_efficiency,10,10,0.15731520762493623,0.19457814395275885,0.8084937209758276,0.21258236625879715,0.10775862068965517,0.21219405594405594,0.5078305337547498,0.6776074820298003
VALIDATION_13_T,final_round_normalized_efficiency,11,11,0.2595138631989021,0.2735662484795471,0.9486326059638325,0.05273369340765482,0.46830100574712635,0.28871880412533446,1.6219969016768103,0.4836580455044734
VALIDATION_14_C,final_round_normalized_efficiency,12,12,0.15353299371831464,0.3235742334137886,0.4744907902539191,0.7455130704905523,0.22656250000000006,0.45166666666666655,0.5016143911439117,0.6899235995966971
VALIDATION_14_T,final_round_normalized_efficiency,10,10,0.24926106071524476,1.0724088604114053,0.23243099709155837,1.4591618847075902,0.4531250000000001,0.203125,2.2307692307692313,0.8023464725249375
VALIDATION_15_C,final_round_normalized_efficiency,11,11,0.09314210095056401,0.2494339166468441,0.37341393745758056,0.9850677227607666,0.11658653846153842,0.39239926739926745,0.29711201866977816,1.2136460440508103
VALIDATION_15_T,final_round_normalized_efficiency,9,9,0.17848196717038756,0.6815117251382604,0.2618912640632534,1.339825884026118,0.18749999999999994,0.2234848484848485,0.8389830508474573,0.17556477433107526
VALIDATION_16_C,final_round_normalized_efficiency,10,10,0.13664859862498716,0.33781024752987077,0.40451288740997726,0.9050716828922816,0.2638888888888889,0.3974960876369328,0.6638779527559054,0.40965695249061673
VALIDATION_16_T,final_round_normalized_efficiency,8,8,0.2608117373617971,0.9836276043157709,0.2651529259828189,1.3274485402616243,0.30277777777777776,0.6251956181533647,0.4842928660826032,0.7250654600498067
VALIDATION_17_C,final_round_normalized_efficiency,11,11,0.0712922172458024,0.13585255991392448,0.524776399436071,0.6447830129502199,0.07753093782615178,0.1642625328190076,0.4719940481593518,0.750788903307968
VALIDATION_17_T,final_round_normalized_efficiency,8,8,0.09149678223775298,0.2031456740393295,0.4503998555245581,0.7976195229281153,0.08579933212680502,0.1366218846129701,0.6280057720610577,0.46520592137614886
VALIDATION_18_C,final_round_normalized_efficiency,12,12,0.28179885956592876,0.4197840765343599,0.671294780622445,0.3985469230975318,0.0,0.5658783783783783,0.0,
VALIDATION_18_T,final_round_normalized_efficiency,10,10,0.11551201342947111,0.5506993448647906,0.20975513137360274,1.561814469697581,0.17736486486486486,0.9142736486486485,0.1939953810623557,1.639920929159176
