custom_id,game_id,treatment_name,chat_enabled,punishment_enabled,reward_enabled,num_players,num_rounds,model_label,mean_contribution_rate,punish_actor_round_rate,reward_actor_round_rate,punish_targets_per_actor_round,reward_targets_per_actor_round,actor_rounds,mean_total_contribution_rate,first_round_total_contribution_rate,total_contribution_rate_sd,final_total_contribution_rate,mean_round_normalized_efficiency,first_round_normalized_efficiency,final_round_normalized_efficiency,mean_within_round_contribution_rate_var,messages_per_round,rounds_with_chat_rate,observed_rounds,total_contribution_rate_decay_slope,round_normalized_efficiency_decay_slope,total_contribution_rate_rmse_to_treatment_mean,round_normalized_efficiency_rmse_to_treatment_mean
trajectory_completion_compact__VALIDATION_0_C__4HwmGmWXPq5jBJust__k0__rep1,4HwmGmWXPq5jBJust,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.48333333333333334,0.0,0.0,0.0,0.0,60,0.48333333333333334,0.5,0.21147629234082532,0.2,0.483974358974359,0.5,0.20192307692307693,0.205,4.166666666666667,1.0,6,-0.0142857142857143,-0.013736263736263767,0.3158721351454048,0.3630948350140512
trajectory_completion_compact__VALIDATION_0_C__5mhtM66ewYHNxSp4q__k0__rep1,5mhtM66ewYHNxSp4q,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.26666666666666666,0.0,0.0,0.0,0.0,60,0.26666666666666666,0.5,0.15986105077709065,0.0,0.2676282051282051,0.5,0.0,0.17,3.6666666666666665,1.0,6,-0.37142857142857144,-0.36950549450549447,0.4736161344362689,0.5380659957500931
trajectory_completion_compact__VALIDATION_0_C__K3BKmGpJcMFNK3TJz__k0__rep1,K3BKmGpJcMFNK3TJz,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.38333333333333336,0.0,0.0,0.0,0.0,60,0.3833333333333333,0.6,0.15723301886761004,0.1,0.3830128205128205,0.5961538461538461,0.09615384615384616,0.21166666666666667,3.1666666666666665,1.0,6,-0.32857142857142857,-0.32829670329670335,0.365854178376291,0.43042328729872587
trajectory_completion_compact__VALIDATION_0_C__DLhhTyaSmN26NPemM__k0__rep1,DLhhTyaSmN26NPemM,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.21666666666666667,0.0,0.0,0.0,0.0,60,0.21666666666666667,0.5,0.1674979270186815,0.0,0.21474358974358976,0.5,0.0,0.14166666666666666,3.8333333333333335,1.0,6,-0.41428571428571437,-0.4148351648351649,0.5227395979288334,0.5909336177650137
trajectory_completion_compact__VALIDATION_0_C__eKvYkv4QEg8DiocsW__k0__rep1,eKvYkv4QEg8DiocsW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.26666666666666666,0.0,0.0,0.0,0.0,60,0.26666666666666666,0.6,0.19720265943665388,0.0,0.266025641025641,0.5961538461538461,0.0,0.15666666666666668,2.6666666666666665,1.0,6,-0.5714285714285715,-0.5714285714285715,0.4897819074572151,0.5588344161694411
trajectory_completion_compact__VALIDATION_0_C__kkGkkWk4kCvb4t5fK__k0__rep1,kkGkkWk4kCvb4t5fK,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.35,0.0,0.0,0.0,0.0,60,0.35000000000000003,0.7,0.22173557826083448,0.0,0.3509615384615385,0.7019230769230769,0.0,0.17833333333333334,3.8333333333333335,1.0,6,-0.6142857142857142,-0.6140109890109889,0.42810653552745126,0.49460894233072533
trajectory_completion_compact__VALIDATION_0_C__F9zgaNoZPFFagrLwk__k0__rep1,F9zgaNoZPFFagrLwk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.3,0.0,0.0,0.0,0.0,60,0.3,0.5,0.12909944487358055,0.1,0.29967948717948717,0.5,0.09615384615384616,0.19333333333333336,4.5,1.0,6,-0.2571428571428572,-0.25961538461538464,0.4313385950029218,0.4966441908779627
trajectory_completion_compact__VALIDATION_0_C__tjEFcmYxtEBx3PZzY__k0__rep1,tjEFcmYxtEBx3PZzY,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.4,0.0,0.0,0.0,0.0,60,0.39999999999999997,0.7,0.18257418583505536,0.2,0.4006410256410256,0.7019230769230769,0.20192307692307693,0.20666666666666667,4.166666666666667,1.0,6,-0.3714285714285714,-0.37087912087912084,0.36392564134446964,0.42862362278783267
trajectory_completion_compact__VALIDATION_0_C__AaPW26f94YzzFxPLk__k0__rep1,AaPW26f94YzzFxPLk,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.2,0.0,0.0,0.0,0.0,60,0.19999999999999998,0.5,0.16329931618554522,0.1,0.1987179487179487,0.5,0.09615384615384616,0.13333333333333333,4.0,1.0,6,-0.2571428571428572,-0.260989010989011,0.5371540421709364,0.6035740557051165
trajectory_completion_compact__VALIDATION_0_C__pYDEzMS4KKQzGsFQW__k0__rep1,pYDEzMS4KKQzGsFQW,VALIDATION_0_C,True,False,False,10,6,gpt_5_1_k0,0.23333333333333334,0.0,0.0,0.0,0.0,60,0.23333333333333336,0.4,0.11055415967851333,0.1,0.23237179487179485,0.40384615384615385,0.09615384615384616,0.16666666666666666,3.1666666666666665,1.0,6,-0.2285714285714286,-0.23489010989010986,0.4904053710794154,0.5568326313808267
trajectory_completion_compact__VALIDATION_0_T__hvxgwX3y76vGYtkqS__k0__rep1,hvxgwX3y76vGYtkqS,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.7666666666666667,0.26666666666666666,0.0,0.26666666666666666,0.0,60,0.7666666666666666,0.5,0.19720265943665388,0.5,0.7567307692307693,0.4807692307692308,0.49230769230769234,0.14,4.0,1.0,6,0.05714285714285712,0.06840659340659337,0.21288027195595882,0.19806599260083343
trajectory_completion_compact__VALIDATION_0_T__h8kYzB9zLiEGyJaS7__k0__rep1,h8kYzB9zLiEGyJaS7,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.85,0.31666666666666665,0.0,0.3333333333333333,0.0,60,0.85,0.7,0.1258305739211792,0.7,0.8362179487179486,0.6634615384615384,0.6903846153846154,0.11166666666666669,3.0,1.0,6,-0.07142857142857141,-0.06126373626373625,0.14227034017747983,0.13552749603977768
trajectory_completion_compact__VALIDATION_0_T__ud4ZZqSEuLCbTJhY5__k0__rep1,ud4ZZqSEuLCbTJhY5,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.8,0.2,0.0,0.2,0.0,60,0.7999999999999999,0.6,0.11547005383792518,0.7,0.7935897435897435,0.5846153846153846,0.6942307692307692,0.1466666666666667,4.5,1.0,6,0.11428571428571428,0.12527472527472527,0.12357877605700218,0.11131370451084503
trajectory_completion_compact__VALIDATION_0_T__qyhbsXkjZiMc28EAG__k0__rep1,qyhbsXkjZiMc28EAG,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.7833333333333333,0.3,0.0,0.3,0.0,60,0.7833333333333333,0.7,0.18633899812498247,0.4,0.7740384615384616,0.6788461538461539,0.3923076923076923,0.135,3.0,1.0,6,-0.21428571428571425,-0.20302197802197808,0.20314301430794282,0.18366497066074672
trajectory_completion_compact__VALIDATION_0_T__ediANmka55Hjf459P__k0__rep1,ediANmka55Hjf459P,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.4666666666666667,0.35,0.0,0.35,0.0,60,0.4666666666666666,0.6,0.17950549357115012,0.3,0.4528846153846154,0.573076923076923,0.2903846153846154,0.21666666666666667,4.0,1.0,6,-0.0285714285714286,-0.017307692307692264,0.3964270802318245,0.40089519086959513
trajectory_completion_compact__VALIDATION_0_T__5bJPLPSiwHm63WZS4__k0__rep1,5bJPLPSiwHm63WZS4,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.85,0.18333333333333332,0.0,0.18333333333333332,0.0,60,0.85,0.7,0.09574271077563382,0.8,0.8439102564102564,0.6865384615384615,0.7903846153846154,0.11833333333333335,2.8333333333333335,1.0,6,0.10000000000000007,0.10631868131868133,0.10423938648234567,0.09490774416484116
trajectory_completion_compact__VALIDATION_0_T__24hqfcDGXxLrMr7JY__k0__rep1,24hqfcDGXxLrMr7JY,VALIDATION_0_T,True,True,False,10,6,gpt_5_1_k0,0.75,0.21666666666666667,0.0,0.23333333333333334,0.0,60,0.75,0.6,0.17078251276599332,0.5,0.7410256410256411,0.5769230769230769,0.49230769230769234,0.15833333333333335,3.0,1.0,6,-0.01428571428571424,-0.006043956043955987,0.19223374484512024,0.1787680457460164
