metric,num_treatments,mean_abs_diff_from_human_mean,mean_abs_z_score,median_abs_z_score,mean_percentile_within_humans,median_percentile_within_humans,within_human_range_rate,within_human_iqr_rate
final_round_normalized_efficiency,40,0.5332920002375169,1.8551888160354901,1.3028474583405578,0.14391268453768455,0.08333333333333333,0.5264423076923077,0.17067307692307693
final_total_contribution_rate,40,0.4792457057760438,3.2787622270384866,2.45818219738128,0.10388652146464647,0.0,0.3293269230769231,0.10576923076923077
first_round_normalized_efficiency,40,0.1722235819584307,1.2104030637001857,0.9589777896898529,0.23901150932400933,0.16666666666666666,0.7788461538461539,0.3245192307692308
first_round_total_contribution_rate,40,0.16409105541285454,1.4307992540729257,1.187512763560253,0.2078100718725719,0.15,0.7475961538461539,0.2956730769230769
mean_round_normalized_efficiency,40,0.3451450350955968,2.036244497396356,1.3624909334076363,0.17439175407925409,0.09090909090909091,0.6009615384615384,0.25
mean_total_contribution_rate,40,0.2972472778040636,2.645094020684316,2.042372317688722,0.14454763986013985,0.048611111111111105,0.4879807692307692,0.1971153846153846
mean_within_round_contribution_rate_var,40,0.04011340310124694,1.22199033358175,0.8733636619411713,0.3523300917832168,0.3333333333333333,0.7572115384615384,0.4182692307692308
messages_per_round,26,2.028563103368215,1.3432409332451383,0.7332868695959058,0.5774881971892841,0.6,0.8152173913043478,0.4420289855072464
punish_actor_round_rate,20,0.09460746523780014,0.963082170074081,0.6480291231459381,0.5117023897511702,0.5625,0.7658536585365854,0.5121951219512195
reward_actor_round_rate,22,0.10113144453292636,0.7749431905239104,0.544988350595414,0.4789940893652684,0.5,0.868995633187773,0.5458515283842795
round_normalized_efficiency_decay_slope,40,0.37498176935684885,1.3260065274404782,0.84208491097221,0.2603863150738151,0.16666666666666666,0.6682692307692307,0.28125
round_normalized_efficiency_rmse_to_treatment_mean,40,0.21822072570267387,2.3659817261480844,0.9091445164517316,0.6691245386557886,0.7777777777777778,0.6826923076923077,0.31009615384615385
rounds_with_chat_rate,26,0.4067965052668068,1.6113003019342593,1.4257096919624772,0.8239807495242278,0.9166666666666666,0.7137681159420289,0.27898550724637683
total_contribution_rate_decay_slope,40,0.30471518598051556,2.041292500466613,1.4807376696264103,0.24027838480963482,0.1,0.5216346153846154,0.23317307692307693
total_contribution_rate_rmse_to_treatment_mean,40,0.19972000333496245,3.4719304552526284,2.0143005338309514,0.7970637869075369,0.9166666666666666,0.5048076923076923,0.16105769230769232
total_contribution_rate_sd,40,0.05660886729162951,1.4487661118088204,1.118139430517135,0.634832094988345,0.7136363636363636,0.6826923076923077,0.3125
