treatment_name,metric,generated_game_count,human_game_count,generated_treatment_mean,human_treatment_mean,abs_error,squared_error
VALIDATION_0_C,mean_round_normalized_efficiency,10,10,0.5780448717948719,0.7673597722833531,0.1893149004884812,0.03584013154696354
VALIDATION_0_T,mean_round_normalized_efficiency,12,12,0.8323183760683759,0.8190316604254012,0.013286715642974678,0.000176536812577268
VALIDATION_10_C,mean_round_normalized_efficiency,10,10,0.5024968789013732,0.8199366176894266,0.3174397387880534,0.10076798776182759
VALIDATION_10_T,mean_round_normalized_efficiency,10,10,0.33208489388264667,0.652141553826947,0.3200566599443004,0.10243626557470153
VALIDATION_11_C,mean_round_normalized_efficiency,10,10,0.6118726132024004,0.8565299273248806,0.24465731412248026,0.05985720135362598
VALIDATION_11_T,mean_round_normalized_efficiency,11,11,0.7476798467489957,0.909257379408816,0.16157753265982033,0.026107299060435307
VALIDATION_12_C,mean_round_normalized_efficiency,12,12,0.48819614651416127,0.7663617530345471,0.27816560652038586,0.07737610465085414
VALIDATION_12_T,mean_round_normalized_efficiency,12,12,0.7844839324618738,0.9326559391586966,0.14817200669682284,0.021954943568563316
VALIDATION_13_C,mean_round_normalized_efficiency,10,10,0.46120689655172403,0.9557737361792012,0.4945668396274772,0.24459635885911077
VALIDATION_13_T,mean_round_normalized_efficiency,11,11,0.4869690823037679,0.9379811236880095,0.45101204138424156,0.2034118614735808
VALIDATION_14_C,mean_round_normalized_efficiency,12,12,0.6339546783625734,0.989418859649123,0.35546418128654966,0.12635478417771703
VALIDATION_14_T,mean_round_normalized_efficiency,10,10,0.5722587719298248,0.8616557017543862,0.28939692982456144,0.08375058299188214
VALIDATION_15_C,mean_round_normalized_efficiency,11,11,0.6085633116883115,0.7647415787675528,0.15617826707924132,0.02439165110787483
VALIDATION_15_T,mean_round_normalized_efficiency,9,9,0.6980692918192916,0.7031231433910005,0.0050538515717089005,2.5541415708864523e-05
VALIDATION_16_C,mean_round_normalized_efficiency,10,10,0.5674074074074074,1.049007553739948,0.48160014633254056,0.23193870094752447
VALIDATION_16_T,mean_round_normalized_efficiency,8,8,0.7181481481481481,0.6374174641868304,0.08073068396131766,0.006517443332862153
VALIDATION_17_C,mean_round_normalized_efficiency,11,11,0.3293732012235069,0.65641856149909,0.32704536027558306,0.10695866767778592
VALIDATION_17_T,mean_round_normalized_efficiency,8,8,0.9138335590759739,0.7070926183908826,0.2067409406850913,0.042741816555356436
VALIDATION_18_C,mean_round_normalized_efficiency,12,12,0.5044310614962788,0.6746722392260814,0.17024117772980263,0.028982058594830246
VALIDATION_18_T,mean_round_normalized_efficiency,10,10,0.7274162749706228,0.7492598766612921,0.021843601690669345,0.0004771429348206127
VALIDATION_19_C,mean_round_normalized_efficiency,10,10,0.4643318965517242,0.6884749589490969,0.22414306239737275,0.050240112420872535
VALIDATION_19_T,mean_round_normalized_efficiency,10,10,0.4830280172413793,0.9161253078817735,0.4330972906403942,0.1875732631600501
VALIDATION_1_C,mean_round_normalized_efficiency,8,8,0.3061829620462046,0.7107312293729372,0.4045482673267326,0.16365930059706152
VALIDATION_1_T,mean_round_normalized_efficiency,8,8,0.6010210396039604,0.5367207217045233,0.06430031789943702,0.004134530881968661
VALIDATION_2_C,mean_round_normalized_efficiency,9,9,0.5857767489711934,0.6121399176954732,0.026363168724279795,0.0006950166651848444
VALIDATION_2_T,mean_round_normalized_efficiency,11,11,0.6212121212121211,0.5964856902356902,0.024726430976430902,0.0006113963888322016
VALIDATION_3_C,mean_round_normalized_efficiency,9,9,0.549790936481584,0.7243827331663213,0.17459179668473734,0.03048229546960466
VALIDATION_3_T,mean_round_normalized_efficiency,10,10,0.601238240177089,0.8406524047309558,0.23941416455386677,0.05731914218902599
VALIDATION_4_C,mean_round_normalized_efficiency,12,12,0.6486784965558552,0.7088570587787647,0.060178562222909515,0.0036214593512165923
VALIDATION_4_T,mean_round_normalized_efficiency,9,9,0.8330213636817411,0.6769700525500093,0.15605131113173176,0.02435201170593255
VALIDATION_5_C,mean_round_normalized_efficiency,9,9,0.7237654320987654,0.8896604938271605,0.16589506172839508,0.02752117150586801
VALIDATION_5_T,mean_round_normalized_efficiency,12,12,0.5208333333333334,0.515625,0.00520833333333337,2.7126736111111496e-05
VALIDATION_6_C,mean_round_normalized_efficiency,12,12,0.32980247148979447,0.7622492414527681,0.4324467699629736,0.187010208851409
VALIDATION_6_T,mean_round_normalized_efficiency,11,11,0.6039114037520554,0.7292945281181497,0.12538312436609422,0.01572092787580345
VALIDATION_7_C,mean_round_normalized_efficiency,11,11,0.48133544087491453,0.9474061927399294,0.4660707518650149,0.2172219457440203
VALIDATION_7_T,mean_round_normalized_efficiency,12,12,0.6846373746867168,0.8411101216870578,0.15647274700034097,0.024483720553832716
VALIDATION_8_C,mean_round_normalized_efficiency,12,12,0.5208333333333334,0.6112644648023144,0.09043113146898107,0.008177789538760138
VALIDATION_8_T,mean_round_normalized_efficiency,11,11,0.4433681073025335,0.5382447912100757,0.09487668390754223,0.009001585149291683
VALIDATION_9_C,mean_round_normalized_efficiency,11,11,0.531300887664524,0.7119815523982189,0.18068066473369493,0.03264550260860987
VALIDATION_9_T,mean_round_normalized_efficiency,11,11,0.6156228956228956,0.6151555907616513,0.00046730486124435533,2.183738333426062e-07
VALIDATION_0_C,mean_total_contribution_rate,10,10,0.5783333333333334,0.7081481481481481,0.12981481481481472,0.01685188614540464
VALIDATION_0_T,mean_total_contribution_rate,12,12,0.8416666666666667,0.8206404320987654,0.021026234567901314,0.0004421025401044082
VALIDATION_10_C,mean_total_contribution_rate,10,10,0.5036111111111111,0.6966666666666668,0.19305555555555565,0.03727044753086423
VALIDATION_10_T,mean_total_contribution_rate,10,10,0.5611111111111111,0.6980555555555557,0.13694444444444454,0.018753780864197555
VALIDATION_11_C,mean_total_contribution_rate,10,10,0.6121794871794872,0.7712762237762238,0.15909673659673662,0.025311771595731395
VALIDATION_11_T,mean_total_contribution_rate,11,11,0.7517482517482518,0.8503496503496503,0.0986013986013985,0.009722235806151868
VALIDATION_12_C,mean_total_contribution_rate,12,12,0.4884259259259259,0.7465277777777777,0.2581018518518518,0.06661656592935526
VALIDATION_12_T,mean_total_contribution_rate,12,12,0.8124999999999999,0.8930555555555556,0.08055555555555571,0.006489197530864223
VALIDATION_13_C,mean_total_contribution_rate,10,10,0.4655882352941177,0.8770542851756087,0.411466049881491,0.16930431020507763
VALIDATION_13_T,mean_total_contribution_rate,11,11,0.5057152406417111,0.9326987840590781,0.426983543417367,0.18231494634925052
VALIDATION_14_C,mean_total_contribution_rate,12,12,0.6323830409356724,0.810124269005848,0.17774122807017556,0.03159194415589416
VALIDATION_14_T,mean_total_contribution_rate,10,10,0.596578947368421,0.8944298245614035,0.29785087719298253,0.08871514504462916
VALIDATION_15_C,mean_total_contribution_rate,11,11,0.6033966033966034,0.6560780128961947,0.052681409499591325,0.002775330906863631
VALIDATION_15_T,mean_total_contribution_rate,9,9,0.7380952380952381,0.8450065983399316,0.1069113602446935,0.011430038949370629
VALIDATION_16_C,mean_total_contribution_rate,10,10,0.5700000000000001,0.8465396825396825,0.2765396825396824,0.07647419601914833
VALIDATION_16_T,mean_total_contribution_rate,8,8,0.8174999999999999,0.8576851851851852,0.040185185185185324,0.001614849108367638
VALIDATION_17_C,mean_total_contribution_rate,11,11,0.3296650717703349,0.6217183444350627,0.2920532726647278,0.08529511407417785
VALIDATION_17_T,mean_total_contribution_rate,8,8,0.9152046783625731,0.7132947470486171,0.20190993131395607,0.040767620363206455
VALIDATION_18_C,mean_total_contribution_rate,12,12,0.5027173913043479,0.6132246376811595,0.11050724637681164,0.01221185150178535
VALIDATION_18_T,mean_total_contribution_rate,10,10,0.75,0.7278985507246376,0.022101449275362395,0.0004884740600714169
VALIDATION_19_C,mean_total_contribution_rate,10,10,0.47706896551724143,0.6382902298850575,0.16122126436781603,0.025992296084357228
VALIDATION_19_T,mean_total_contribution_rate,10,10,0.5210344827586206,0.8140660919540229,0.2930316091954023,0.08586752398764697
VALIDATION_1_C,mean_total_contribution_rate,8,8,0.30755208333333334,0.7180989583333334,0.41054687500000003,0.16854873657226566
VALIDATION_1_T,mean_total_contribution_rate,8,8,0.6384114583333333,0.5815104166666667,0.05690104166666665,0.0032377285427517342
VALIDATION_2_C,mean_total_contribution_rate,9,9,0.5834722222222223,0.5927777777777778,0.009305555555555567,8.659336419753108e-05
VALIDATION_2_T,mean_total_contribution_rate,11,11,0.6540909090909092,0.63625,0.017840909090909185,0.000318298037190086
VALIDATION_3_C,mean_total_contribution_rate,9,9,0.5544871794871794,0.6416524216524215,0.08716524216524213,0.007597779441725305
VALIDATION_3_T,mean_total_contribution_rate,10,10,0.6185256410256411,0.8729807692307692,0.25445512820512806,0.06474741226988816
VALIDATION_4_C,mean_total_contribution_rate,12,12,0.6488095238095238,0.6674107142857143,0.018601190476190466,0.0003460042871315189
VALIDATION_4_T,mean_total_contribution_rate,9,9,0.8571428571428572,0.7804232804232804,0.07671957671957685,0.005885893452031039
VALIDATION_5_C,mean_total_contribution_rate,9,9,0.6805555555555556,0.6574074074074074,0.02314814814814814,0.0005358367626886141
VALIDATION_5_T,mean_total_contribution_rate,12,12,0.75,0.7395833333333334,0.01041666666666663,0.00010850694444444368
VALIDATION_6_C,mean_total_contribution_rate,12,12,0.3297676282051282,0.7100946362665113,0.38032700806138303,0.14464863306092332
VALIDATION_6_T,mean_total_contribution_rate,11,11,0.6090034965034964,0.7705997364378047,0.16159623993430827,0.02611334476090653
VALIDATION_7_C,mean_total_contribution_rate,11,11,0.48114832535885166,0.9035639287612972,0.42241560340244555,0.17843494199785218
VALIDATION_7_T,mean_total_contribution_rate,12,12,0.6908552631578947,0.8626699561403509,0.17181469298245622,0.029520288724655692
VALIDATION_8_C,mean_total_contribution_rate,12,12,0.5475694444444444,0.6371527777777778,0.08958333333333335,0.008025173611111113
VALIDATION_8_T,mean_total_contribution_rate,11,11,0.5821969696969697,0.6191666666666668,0.0369696969696971,0.0013667584940312307
VALIDATION_9_C,mean_total_contribution_rate,11,11,0.5275757575757576,0.6517405742405742,0.1241648166648166,0.015416901697407519
VALIDATION_9_T,mean_total_contribution_rate,11,11,0.6241750841750843,0.703251676774404,0.07907659259931976,0.006253107497118793
