metric,num_treatments,mean_abs_diff_from_human_mean,mean_abs_z_score,median_abs_z_score,mean_percentile_within_humans,median_percentile_within_humans,within_human_range_rate,within_human_iqr_rate
final_round_normalized_efficiency,40,0.4212010503287986,1.4172996845352215,0.9303797468354431,0.2356975026039774,0.1111111111111111,0.6930455635491607,0.31414868105515587
final_total_contribution_rate,40,0.3553356673238847,2.5515682392114982,1.786873029694269,0.20369522563767167,0.08333333333333333,0.5323741007194245,0.2637889688249401
first_round_normalized_efficiency,40,0.11429335081659876,0.7750593159600448,0.5954776328420347,0.5224493132766515,0.55,0.9136690647482014,0.5275779376498801
first_round_total_contribution_rate,40,0.09248842036430387,0.754292542942701,0.6213058941952163,0.4958012377976406,0.5,0.9232613908872902,0.5947242206235012
mean_round_normalized_efficiency,40,0.23783259364736373,1.3888036214136183,0.9449941594254017,0.2808789332170627,0.2,0.7362110311750599,0.3764988009592326
mean_total_contribution_rate,40,0.19692136092063162,1.8378226287098443,1.1097138672225233,0.27762275028462075,0.16666666666666666,0.6738609112709832,0.3213429256594724
mean_within_round_contribution_rate_var,40,0.0429192623036438,1.2110172238454686,0.8709713824776036,0.36520965046144904,0.3333333333333333,0.7721822541966427,0.43884892086330934
messages_per_round,26,2.1167953791348646,1.5192565408068173,0.7271832567247505,0.5757767202713051,0.5833333333333334,0.7725631768953068,0.4404332129963899
punish_actor_round_rate,20,0.09539241854626476,0.9769271946309595,0.5588886476230772,0.4682694665097577,0.5,0.7524271844660194,0.5631067961165048
reward_actor_round_rate,22,0.1060816411554414,0.7976670608599821,0.5461774993624252,0.486933465085639,0.5,0.8826086956521739,0.5826086956521739
round_normalized_efficiency_decay_slope,40,0.3824973625388541,1.3290462399108816,0.8513149323128096,0.2511578615895163,0.16666666666666666,0.6906474820143885,0.31414868105515587
round_normalized_efficiency_rmse_to_treatment_mean,40,0.17100523535417,1.6188437276583156,0.831613317065184,0.5475122931957465,0.6,0.7122302158273381,0.31414868105515587
rounds_with_chat_rate,26,0.41686325011023856,1.6545492843024936,1.4257096919624772,0.833709842103344,0.9166666666666666,0.7003610108303249,0.27075812274368233
total_contribution_rate_decay_slope,40,0.297418580219181,2.0349823804122664,1.3813578145327308,0.23247886539253446,0.1,0.5707434052757794,0.26139088729016785
total_contribution_rate_rmse_to_treatment_mean,40,0.13320428237346493,2.37677225257437,1.2748563922785883,0.6352324201245065,0.7777777777777778,0.6019184652278178,0.23501199040767387
total_contribution_rate_sd,40,0.057662705603860505,1.5172775207392961,1.1153940697011384,0.5004087638979726,0.5,0.6306954436450839,0.27817745803357313
