config,metric,rmse,noise_ceiling,n_samples
VALIDATION_0_C,mean_contribution_rate,0.10277777777777775,0.13295664381971467,12
VALIDATION_0_C,punishment_rate,0.0,0.0,12
VALIDATION_0_C,reward_rate,0.0,0.0,12
VALIDATION_0_C,normalized_efficiency,0.10277777777777775,0.13295664381971467,12
VALIDATION_0_T,mean_contribution_rate,0.2069444444444445,0.1414963573234395,12
VALIDATION_0_T,punishment_rate,0.19166666666666668,0.1177528799679258,12
VALIDATION_0_T,reward_rate,0.0,0.0,12
VALIDATION_0_T,normalized_efficiency,0.24294871794871797,0.15924402445619576,12
VALIDATION_10_C,mean_contribution_rate,0.42954545454545456,0.26444060541541303,11
VALIDATION_10_C,punishment_rate,0.0,0.0,11
VALIDATION_10_C,reward_rate,0.0,0.0,11
VALIDATION_10_C,normalized_efficiency,0.4295454545454546,0.26444060541541303,11
VALIDATION_10_T,mean_contribution_rate,0.2691919191919192,0.18258361607631757,11
VALIDATION_10_T,punishment_rate,0.7525252525252525,0.13266591451074441,11
VALIDATION_10_T,reward_rate,0.0,0.0,11
VALIDATION_10_T,normalized_efficiency,4.013299663299663,0.28628821305543223,11
VALIDATION_11_C,mean_contribution_rate,0.2794185985504314,0.12467321894630179,11
VALIDATION_11_C,punishment_rate,0.0,0.0,11
VALIDATION_11_C,reward_rate,0.791958041958042,0.13249985019223812,11
VALIDATION_11_C,normalized_efficiency,0.27403079376763584,0.12467321894630179,11
VALIDATION_11_T,mean_contribution_rate,0.21328671328671334,0.1334403402497714,11
VALIDATION_11_T,punishment_rate,0.06847319347319347,0.09736295660417343,11
VALIDATION_11_T,reward_rate,0.8627622377622378,0.08722980112005184,11
VALIDATION_11_T,normalized_efficiency,0.25110415899889593,0.15043076848295645,11
VALIDATION_12_C,mean_contribution_rate,0.2685185185185185,0.1484372179803833,12
VALIDATION_12_C,punishment_rate,0.0,0.0,12
VALIDATION_12_C,reward_rate,0.0,0.0,12
VALIDATION_12_C,normalized_efficiency,0.2685185185185185,0.1484372179803833,12
VALIDATION_12_T,mean_contribution_rate,0.1782407407407407,0.11021533201034642,12
VALIDATION_12_T,punishment_rate,0.6099537037037037,0.12087567549598967,12
VALIDATION_12_T,reward_rate,0.0,0.0,12
VALIDATION_12_T,normalized_efficiency,0.6726037379972565,0.1580493985597359,12
VALIDATION_13_C,mean_contribution_rate,0.3103986715504045,0.10391134694794413,11
VALIDATION_13_C,punishment_rate,0.0,0.0,11
VALIDATION_13_C,reward_rate,0.8252005347593583,0.0790283941015239,11
VALIDATION_13_C,normalized_efficiency,0.6108909472880061,0.10411921159991032,11
VALIDATION_13_T,mean_contribution_rate,0.28510085134087426,0.0486939834780396,11
VALIDATION_13_T,punishment_rate,0.6901737967914439,0.07567216927421347,11
VALIDATION_13_T,reward_rate,0.4963235294117647,0.08057793954295264,11
VALIDATION_13_T,normalized_efficiency,0.7961970015278839,0.11153001582676435,11
VALIDATION_14_C,mean_contribution_rate,0.08417397660818715,0.15871401102775579,12
VALIDATION_14_C,punishment_rate,0.0,0.0,12
VALIDATION_14_C,reward_rate,0.8728070175438596,0.08819316451377586,12
VALIDATION_14_C,normalized_efficiency,0.08417397660818715,0.15871401102775576,12
VALIDATION_14_T,mean_contribution_rate,0.07474415204678364,0.1060187698272115,12
VALIDATION_14_T,punishment_rate,0.2733918128654971,0.1087290835564506,12
VALIDATION_14_T,reward_rate,0.8391812865497076,0.14926607038713707,12
VALIDATION_14_T,normalized_efficiency,0.12454312865497064,0.32648661965585374,12
VALIDATION_15_C,mean_contribution_rate,0.16025641025641024,0.11100245932136879,12
VALIDATION_15_C,punishment_rate,0.0,0.0,12
VALIDATION_15_C,reward_rate,0.6378205128205128,0.13452112894643,12
VALIDATION_15_C,normalized_efficiency,0.7140997023809524,0.1260843130019357,12
VALIDATION_15_T,mean_contribution_rate,0.3001998001998002,0.18675842070943022,11
VALIDATION_15_T,punishment_rate,0.24925074925074925,0.07686142553226268,11
VALIDATION_15_T,reward_rate,0.7937062937062938,0.08742257685178494,11
VALIDATION_15_T,normalized_efficiency,1.8499937562437565,0.24713145500522682,11
VALIDATION_16_C,mean_contribution_rate,0.08000000000000007,0.1937734454153823,12
VALIDATION_16_C,punishment_rate,0.0,0.0,12
VALIDATION_16_C,reward_rate,0.0,0.0,12
VALIDATION_16_C,normalized_efficiency,0.08000000000000007,0.1937734454153823,12
VALIDATION_16_T,mean_contribution_rate,0.106903803131991,0.17238329385413192,10
VALIDATION_16_T,punishment_rate,0.82,0.06599663291074444,10
VALIDATION_16_T,reward_rate,0.0,0.0,10
VALIDATION_16_T,normalized_efficiency,3.4926666666666666,0.2761338913026178,10
VALIDATION_17_C,mean_contribution_rate,0.2944223378960221,0.1251476996138901,15
VALIDATION_17_C,punishment_rate,0.0,0.0,15
VALIDATION_17_C,reward_rate,0.0,0.0,15
VALIDATION_17_C,normalized_efficiency,0.3136006683375105,0.08474560810443667,15
VALIDATION_17_T,mean_contribution_rate,0.3940035987404409,0.10714780244840078,13
VALIDATION_17_T,punishment_rate,0.28098065677013045,0.11672039109904529,13
VALIDATION_17_T,reward_rate,0.0,0.0,13
VALIDATION_17_T,normalized_efficiency,0.46162521688837477,0.1034916056189846,13
VALIDATION_18_C,mean_contribution_rate,0.4030797101449275,0.23757971887523557,12
VALIDATION_18_C,punishment_rate,0.0,0.0,12
VALIDATION_18_C,reward_rate,0.0,0.0,12
VALIDATION_18_C,normalized_efficiency,0.4030797101449275,0.23757971887523557,12
VALIDATION_18_T,mean_contribution_rate,0.2907608695652174,0.24695391436927303,12
VALIDATION_18_T,punishment_rate,0.019927536231884063,0.08010032959939907,12
VALIDATION_18_T,reward_rate,0.0,0.0,12
VALIDATION_18_T,normalized_efficiency,0.30951086956521734,0.24506475754195853,12
VALIDATION_19_C,mean_contribution_rate,0.10064655172413794,0.16705376111081227,12
VALIDATION_19_C,punishment_rate,0.0,0.0,12
VALIDATION_19_C,reward_rate,0.7938218390804598,0.19168384480741524,12
VALIDATION_19_C,normalized_efficiency,0.5984015804597701,0.16820640816007845,12
VALIDATION_19_T,mean_contribution_rate,0.21785201149425287,0.16610778070475388,12
VALIDATION_19_T,punishment_rate,0.23706896551724138,0.07208291950925823,12
VALIDATION_19_T,reward_rate,0.7600574712643677,0.11735084758754462,12
VALIDATION_19_T,normalized_efficiency,0.6456088362068966,0.23231923978277552,12
VALIDATION_1_C,mean_contribution_rate,0.007118055555555558,0.2506598761369985,12
VALIDATION_1_C,punishment_rate,0.0,0.0,12
VALIDATION_1_C,reward_rate,0.0,0.0,12
VALIDATION_1_C,normalized_efficiency,0.007118055555555558,0.2506598761369985,12
VALIDATION_1_T,mean_contribution_rate,0.26484375,0.2190478812585371,12
VALIDATION_1_T,punishment_rate,0.7881944444444444,0.1901497440290704,12
VALIDATION_1_T,reward_rate,0.0,0.0,12
VALIDATION_1_T,normalized_efficiency,0.9729166666666667,0.42146456372063146,12
VALIDATION_2_C,mean_contribution_rate,0.0004673423423423584,0.13232873496418768,12
VALIDATION_2_C,punishment_rate,0.0,0.0,12
VALIDATION_2_C,reward_rate,0.7270833333333333,0.22533732429897677,12
VALIDATION_2_C,normalized_efficiency,0.07195075757575753,0.13232873496418768,12
VALIDATION_2_T,mean_contribution_rate,0.23739583333333336,0.17279899987453312,12
VALIDATION_2_T,punishment_rate,0.31666666666666665,0.1355287997274216,12
VALIDATION_2_T,reward_rate,0.8083333333333333,0.116963907063485,12
VALIDATION_2_T,normalized_efficiency,0.16618371212121197,0.18505566656965608,12
VALIDATION_3_C,mean_contribution_rate,0.20534244264507429,0.17190879546411353,10
VALIDATION_3_C,punishment_rate,0.0,0.0,10
VALIDATION_3_C,reward_rate,0.7826923076923077,0.16734207329226594,10
VALIDATION_3_C,normalized_efficiency,0.050888278388278474,0.252749740524997,10
VALIDATION_3_T,mean_contribution_rate,0.2113927738927739,0.1425482911475572,11
VALIDATION_3_T,punishment_rate,0.24533799533799533,0.10187306938653687,11
VALIDATION_3_T,reward_rate,0.6981351981351982,0.09708002061985455,11
VALIDATION_3_T,normalized_efficiency,0.3333957708957709,0.18645571497127056,11
VALIDATION_4_C,mean_contribution_rate,0.3169642857142857,0.13911103974002575,12
VALIDATION_4_C,punishment_rate,0.0,0.0,12
VALIDATION_4_C,reward_rate,0.6696428571428572,0.19087105648599956,12
VALIDATION_4_C,normalized_efficiency,0.3169642857142857,0.13911103974002575,12
VALIDATION_4_T,mean_contribution_rate,0.25,0.15152288168283162,10
