experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_0,DOG,5,0,12,0,12,49.379999999999995,49.379999999999995,621.18,2026-01-02T00:52:41.828585
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_1,CHICKEN,6,10,36,10,36,24.06,24.06,621.18,2026-01-02T00:52:41.828895
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_2,CAT,6,12,14,12,14,24.02,24.02,621.18,2026-01-02T00:52:41.828911
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_3,FISH,5,23,5,23,5,4.640000000000001,4.640000000000001,621.18,2026-01-02T00:52:41.828924
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_4,BIRD,5,22,5,22,5,6.640000000000001,6.640000000000001,621.18,2026-01-02T00:52:41.828938
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_5,RABBIT,5,0,11,0,11,49.56,49.56,621.18,2026-01-02T00:52:41.828951
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_6,TURTLE,5,4,8,4,8,42.1,42.1,621.18,2026-01-02T00:52:41.828964
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_7,HAMSTER,5,10,8,10,8,30.099999999999998,30.099999999999998,621.18,2026-01-02T00:52:41.828975
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_8,FROG,5,4,6,4,6,42.46,42.46,621.18,2026-01-02T00:52:41.828989
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_9,MOUSE,5,8,9,8,9,33.92,33.92,621.18,2026-01-02T00:52:41.829001
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_10,SNAKE,5,16,4,16,4,18.82,18.82,621.18,2026-01-02T00:52:41.829013
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_11,BEAR,5,16,10,16,10,17.740000000000002,17.740000000000002,621.18,2026-01-02T00:52:41.829025
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_12,LION,5,9,10,9,10,31.74,31.74,621.18,2026-01-02T00:52:41.829039
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_13,TIGER,5,14,8,14,8,22.099999999999998,22.099999999999998,621.18,2026-01-02T00:52:41.829051
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_14,ELEPHANT,5,0,9,0,9,49.92,49.92,621.18,2026-01-02T00:52:41.829065
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_15,MONKEY,5,19,14,19,14,11.019999999999996,11.019999999999996,621.18,2026-01-02T00:52:41.829076
exp_006_treatment,760d0728,exp_006_treatment_game1,1,agent_16,PANDA,5,15,13,15,13,19.199999999999996,19.199999999999996,621.18,2026-01-02T00:52:41.829091
