experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
baseline,96557df7,baseline_game1,1,agent_0,Alice,10,0,0,0,0,26.0,26.0,64.0,2026-01-21T23:14:55.627680
baseline,96557df7,baseline_game1,1,agent_1,Bob,10,0,0,0,0,26.0,26.0,64.0,2026-01-21T23:14:55.627730
baseline,96557df7,baseline_game1,1,agent_2,Charlie,10,0,0,0,0,26.0,26.0,64.0,2026-01-21T23:14:55.627743
baseline,96557df7,baseline_game1,1,agent_3,Diana,10,0,0,0,0,26.0,26.0,64.0,2026-01-21T23:14:55.627753
baseline,96557df7,baseline_game1,2,agent_0,Alice,10,0,0,0,0,26.0,52.0,64.0,2026-01-21T23:16:17.607406
baseline,96557df7,baseline_game1,2,agent_1,Bob,10,0,0,0,0,26.0,52.0,64.0,2026-01-21T23:16:17.607459
baseline,96557df7,baseline_game1,2,agent_2,Charlie,10,0,0,0,0,26.0,52.0,64.0,2026-01-21T23:16:17.607479
baseline,96557df7,baseline_game1,2,agent_3,Diana,10,0,0,0,0,26.0,52.0,64.0,2026-01-21T23:16:17.607494
baseline,96557df7,baseline_game1,3,agent_0,Alice,10,0,0,0,0,26.0,78.0,64.0,2026-01-21T23:17:41.695174
baseline,96557df7,baseline_game1,3,agent_1,Bob,10,0,0,0,0,26.0,78.0,64.0,2026-01-21T23:17:41.695224
baseline,96557df7,baseline_game1,3,agent_2,Charlie,10,0,0,0,0,26.0,78.0,64.0,2026-01-21T23:17:41.695243
baseline,96557df7,baseline_game1,3,agent_3,Diana,10,0,0,0,0,26.0,78.0,64.0,2026-01-21T23:17:41.695259
baseline,96557df7,baseline_game1,4,agent_0,Alice,10,0,0,0,0,26.0,104.0,64.0,2026-01-21T23:18:56.631195
baseline,96557df7,baseline_game1,4,agent_1,Bob,10,0,0,0,0,26.0,104.0,64.0,2026-01-21T23:18:56.631339
baseline,96557df7,baseline_game1,4,agent_2,Charlie,10,0,0,0,0,26.0,104.0,64.0,2026-01-21T23:18:56.631363
baseline,96557df7,baseline_game1,4,agent_3,Diana,10,0,0,0,0,26.0,104.0,64.0,2026-01-21T23:18:56.631378
baseline,96557df7,baseline_game1,5,agent_0,Alice,10,0,0,0,0,26.0,130.0,64.0,2026-01-21T23:20:27.165273
baseline,96557df7,baseline_game1,5,agent_1,Bob,10,0,0,0,0,26.0,130.0,64.0,2026-01-21T23:20:27.165353
baseline,96557df7,baseline_game1,5,agent_2,Charlie,10,0,0,0,0,26.0,130.0,64.0,2026-01-21T23:20:27.165373
baseline,96557df7,baseline_game1,5,agent_3,Diana,10,0,0,0,0,26.0,130.0,64.0,2026-01-21T23:20:27.165390
