metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,metric_scope,n_groups,model_score,median_value,model_stderr
behavior_distribution_distance,fairness_wd,mean_wasserstein_1d,0.064335,0.0632,0.0517,0.08120999999999999,distribution,6,0.2252,0.22500000000000003,0.00887042526852261
behavior_distribution_distance,trust_wd,mean_wasserstein_1d,0.07199,0.07,0.042,0.10599999999999998,distribution,6,0.196,0.22,0.031240998703626614
behavior_distribution_distance,trustworthiness_wd,mean_wasserstein_1d,0.05206333333333333,0.05133333333333334,0.039316666666666666,0.06701666666666667,distribution,6,0.17900000000000002,0.17833333333333334,0.01098877092398204
behavior_distribution_distance,cooperation_wd,mean_wasserstein_1d,0.07273,0.07200000000000001,0.052950000000000004,0.09514999999999994,distribution,6,0.382,0.31,0.04912116538610304
behavior_distribution_distance,coordination_wd,mean_wasserstein_1d,0.07499,0.07200000000000001,0.044,0.11009999999999998,distribution,6,0.362,0.36,0.026574841903992993
behavior_distribution_distance,fairness_offer_wd,wasserstein_1d,0.05960400000000001,0.05800000000000001,0.045180000000000005,0.07880000000000001,distribution,6,0.17040000000000002,0.12000000000000001,0.030405847390848284
behavior_distribution_distance,inequality_tolerance_wd,wasserstein_1d,0.069066,0.06799999999999999,0.04878000000000001,0.09479999999999998,distribution,6,0.28,0.29200000000000004,0.022175061067183872
behavior_distribution_distance,trust_send_wd,wasserstein_1d,0.07199,0.07,0.042,0.10599999999999998,distribution,6,0.196,0.22,0.031240998703626614
behavior_distribution_distance,trustworthiness_return_wd,wasserstein_1d,0.05206333333333333,0.05133333333333334,0.039316666666666666,0.06701666666666667,distribution,6,0.17900000000000002,0.17833333333333334,0.01098877092398204
behavior_distribution_distance,cooperation_pd_wd,wasserstein_1d,0.07769,0.07599999999999998,0.04599999999999999,0.11219999999999995,distribution,6,0.394,0.41,0.02700617213403879
behavior_distribution_distance,cooperation_sh_wd,wasserstein_1d,0.06777,0.06599999999999999,0.044,0.09809999999999997,distribution,6,0.37,0.26,0.07538051619763704
behavior_distribution_distance,coordination_earth_wd,wasserstein_1d,0.07499,0.07200000000000001,0.044,0.11009999999999998,distribution,6,0.362,0.36,0.026574841903992993
paper_index_distribution_distance,delegation_index_wd,wasserstein_1d,0.063475,0.061071428571428575,0.042857142857142864,0.08932142857142857,distribution,4,0.5057142857142857,0.4971428571428571,0.04437011925827106
paper_index_distribution_distance,payoff_index_wd,wasserstein_1d,0.042743560659626076,0.04217893962570954,0.03523113118324457,0.05276842892861968,distribution,6,0.19441263039068757,0.17467614685056548,0.014845482767463355
paper_index_distribution_distance,prosociality_index_wd,wasserstein_1d,0.04675273660619326,0.04585381518857759,0.03899981856089187,0.05794632470249858,distribution,6,0.21135727431069048,0.2,0.009767633572620636
paper_index_distribution_distance,kindness_index_wd,wasserstein_1d,0.06272209362981515,0.06244217280167924,0.04685086730477412,0.0788982708413091,distribution,6,0.2970149410774411,0.2866666666666667,0.018669653190649116
paper_index_distribution_distance,intentions_index_wd,wasserstein_1d,0.049665675377925995,0.04936908828719093,0.038026427470765366,0.061568283424624184,distribution,6,0.17031791877104377,0.16816666666666666,0.011301141736280915
paper_index_distribution_distance,predictability_index_wd,wasserstein_1d,0.08045453300857038,0.07852547671763455,0.055111882378992165,0.10847203657329936,distribution,6,0.320038821472645,0.31,0.02228094608071372
paper_index_distribution_distance,equality_index_wd,wasserstein_1d,0.055287305096610125,0.054582617857581506,0.04328815823536766,0.07043909728100906,distribution,6,0.15300000000000002,0.10000000000000002,0.027739589911980465
delegation_distribution_distance,mean_delegation_wd,mean_wasserstein_1d,0.07566071428571428,0.07392857142857143,0.055,0.09928571428571428,distribution,4,0.5057142857142858,0.4971428571428572,0.04437011925827106
delegation_distribution_distance,C_delegated,wasserstein_1d,0.07702500000000001,0.075,0.03474999999999997,0.13,distribution,4,0.30000000000000004,0.22999999999999998,0.10984838035522723
delegation_distribution_distance,PD_delegated,wasserstein_1d,0.071975,0.06999999999999995,0.03,0.12000000000000002,distribution,4,0.5800000000000001,0.6,0.05033222956847166
delegation_distribution_distance,SH_delegated,wasserstein_1d,0.07154999999999999,0.07,0.03,0.11499999999999999,distribution,4,0.5800000000000001,0.5800000000000001,0.04163331998932267
delegation_distribution_distance,TGReceiver_delegated,wasserstein_1d,0.079,0.07500000000000002,0.034749999999999996,0.13,distribution,4,0.44,0.47000000000000003,0.08205689083394115
delegation_distribution_distance,TGSender_delegated,wasserstein_1d,0.0806,0.07999999999999999,0.03500000000000002,0.13,distribution,4,0.375,0.38,0.07675719293112968
delegation_distribution_distance,UGProposer_delegated,wasserstein_1d,0.0717,0.07,0.03,0.11524999999999991,distribution,4,0.675,0.6799999999999999,0.026299556396765827
delegation_distribution_distance,UGResponder_delegated,wasserstein_1d,0.077775,0.07500000000000001,0.034999999999999976,0.12499999999999994,distribution,4,0.5900000000000001,0.5700000000000001,0.033166247903554
scenario_state_distribution_distance,mean_role_state_tv,total_variation,0.1136892857142857,0.11357142857142857,0.10053571428571428,0.127875,distribution,6,0.48,0.43285714285714283,0.02324814380711265
scenario_state_distribution_distance,C_decision_state,total_variation,0.12403750000000001,0.123125,0.1,0.15006249999999996,distribution,6,0.40125,0.32999999999999996,0.05184813561418256
scenario_state_distribution_distance,PD_decision_state,total_variation,0.08510625,0.08375,0.0575,0.11762499999999995,distribution,6,0.44499999999999995,0.43999999999999995,0.028548204847240393
scenario_state_distribution_distance,SH_decision_state,total_variation,0.0739125,0.073125,0.0525,0.09631249999999997,distribution,6,0.39375,0.37,0.05795741971482168
scenario_state_distribution_distance,TGReceiver_decision_state,total_variation,0.160425,0.15875,0.12875,0.19381249999999997,distribution,6,0.565,0.59,0.03981205847478876
scenario_state_distribution_distance,TGSender_decision_state,total_variation,0.07915625,0.07874999999999999,0.0549375,0.10381249999999997,distribution,6,0.24875,0.22999999999999998,0.03250480733676174
scenario_state_distribution_distance,UGProposer_decision_state,total_variation,0.11848125,0.11875,0.0974375,0.14006249999999998,distribution,6,0.535,0.5800000000000001,0.0684227057829977
scenario_state_distribution_distance,UGResponder_decision_state,total_variation,0.15470625,0.1525,0.1225,0.19,distribution,6,0.77125,0.8,0.03240209612561097
scenario_direct_value_distance,mean_numeric_direct_value_wd,mean_wasserstein_1d,0.3278683521957544,0.3261299712001866,0.2745474257567906,0.3878487783151089,distribution,6,1.0910571511664466,1.09,0.03444003245919706
scenario_direct_value_distance,UGProposer_decision_direct,wasserstein_1d,0.27643652548305064,0.27291308928790753,0.2164407911768383,0.3521954864050453,distribution,6,0.7650000000000001,0.5000000000000001,0.13869794955990236
scenario_direct_value_distance,UGResponder_decision_direct,wasserstein_1d,0.36543321006155416,0.3627762000287028,0.2717301164097909,0.48319764127846365,distribution,6,1.4028571428571428,1.42,0.08443365671451902
scenario_direct_value_distance,TGReceiver_decision_direct,wasserstein_1d,0.34173532104265825,0.33846521350015263,0.26475728866935727,0.44165769738985994,distribution,6,1.0545236298631884,1.0657142857142856,0.04764286944267423
mean_alignment_abs_error,C_decision_nonnull_rate,,0.019256250000000003,0.01875,0.008687499999999992,0.0325,scenario,6,0.07500000000000001,0.0,0.041573228565187643
mean_alignment_abs_error,C_delegated,,0.077025,0.075,0.034749999999999996,0.13,session,4,0.29999999999999993,0.22999999999999998,0.10984838035522718
mean_alignment_abs_error,PD_decision_nonnull_rate,,0.01799375,0.017499999999999988,0.0075,0.030000000000000006,scenario,6,0.14500000000000002,0.0,0.06581539840088083
mean_alignment_abs_error,PD_delegated,,0.071975,0.06999999999999999,0.03,0.12000000000000001,session,4,0.58,0.6,0.05033222956847166
mean_alignment_abs_error,SH_decision_nonnull_rate,,0.017887499999999997,0.0175,0.0075,0.028749999999999998,scenario,6,0.14500000000000002,0.0,0.06551081335677848
mean_alignment_abs_error,SH_delegated,,0.07155,0.07,0.030000000000000006,0.115,session,4,0.5800000000000001,0.5800000000000001,0.041633319989322654
mean_alignment_abs_error,TGReceiver_decision_direct_mean,,0.2509620349230644,0.23998496789170004,0.16851792496075013,0.35918879141132154,scenario,6,0.42196865371313586,0.4907407407407407,0.05524326125787198
mean_alignment_abs_error,TGReceiver_decision_nonnull_rate,,0.01975,0.018750000000000006,0.008687499999999999,0.0325,scenario,6,0.11,0.0,0.05250396810400779
mean_alignment_abs_error,TGReceiver_delegated,,0.079,0.07500000000000004,0.03474999999999998,0.13,session,4,0.44,0.47,0.08205689083394115
mean_alignment_abs_error,TGSender_decision_nonnull_rate,,0.02015,0.019999999999999997,0.008750000000000004,0.0325,scenario,6,0.09375,0.0,0.04530337551809283
mean_alignment_abs_error,TGSender_delegated,,0.0806,0.07999999999999997,0.035,0.13,session,4,0.375,0.37999999999999995,0.07675719293112972
mean_alignment_abs_error,UGProposer_decision_direct_mean,,0.19589066629427826,0.19517871397376438,0.1274838650165809,0.27024712403831264,scenario,6,0.4283333333333334,0.2599999999999998,0.11631874528660677
mean_alignment_abs_error,UGProposer_decision_nonnull_rate,,0.017925,0.0175,0.0075,0.028812499999999977,scenario,6,0.16875,0.0,0.07569607541566033
mean_alignment_abs_error,UGProposer_delegated,,0.0717,0.07,0.03,0.11524999999999994,session,4,0.675,0.6799999999999999,0.026299556396765827
