treatment_name,experiment_code,role,visibility,schema_type,generated_n,human_n,metric,distance_kind,score
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,17.020000000000003
E1_ROLE_A_HIDDEN,E1,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.28
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,8.760000000000002
E1_ROLE_A_OBSERVABLE,E1,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.28
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.44
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,3.0200000000000005
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.7300000000000004
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,3.0200000000000005
E1_ROLE_B_HIDDEN,E1,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.0200000000000005
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_without_check,wasserstein_1d,2.2800000000000002
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_act_after_check,wasserstein_1d,2.3800000000000003
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_without_check,wasserstein_1d,2.5199999999999996
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,send_if_no_act_after_check,wasserstein_1d,2.24
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.355
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,action_premium_without_check,wasserstein_1d,3.3600000000000003
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,action_premium_after_check,wasserstein_1d,2.9000000000000004
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,3.1300000000000003
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,process_premium_if_act,wasserstein_1d,1.22
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,process_premium_if_no_act,wasserstein_1d,1.3199999999999998
E1_ROLE_B_OBSERVABLE,E1,B,observable,role_b_observable_check,50,50,mean_process_premium_distance,mean_wasserstein_1d,1.27
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,return_pct,wasserstein_1d,10.780000000000001
E2_ROLE_A_HIDDEN,E2,A,hidden,role_a_check,50,50,joint_pattern_distribution,total_variation,0.74
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,return_pct,wasserstein_1d,13.74
E2_ROLE_A_OBSERVABLE,E2,A,observable,role_a_check,50,50,joint_pattern_distribution,total_variation,0.7
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_act,wasserstein_1d,2.8600000000000003
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,send_if_no_act,wasserstein_1d,2.8200000000000003
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,mean_send_field_distance,mean_wasserstein_1d,2.8400000000000003
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,action_premium,wasserstein_1d,4.199999999999999
E2_ROLE_B_HIDDEN,E2,B,hidden,role_b_hidden_check,50,50,mean_action_premium_distance,mean_wasserstein_1d,4.199999999999999
