metric_family,metric,distance_kind,n_treatments,mean_value,median_value
distribution_distance,mean_send_field_distance,mean_wasserstein_1d,10,2.748,2.785
distribution_distance,mean_process_premium_distance,mean_wasserstein_1d,5,1.5240000000000002,1.42
distribution_distance,mean_action_premium_distance,mean_wasserstein_1d,10,3.7340000000000004,3.47
distribution_distance,return_pct,wasserstein_1d,10,12.598000000000003,13.430000000000001
distribution_distance,process_premium_if_act,wasserstein_1d,5,1.4600000000000002,1.3400000000000003
distribution_distance,process_premium_if_no_act,wasserstein_1d,5,1.588,1.3199999999999998
distribution_distance,action_premium,wasserstein_1d,5,3.6,3.4400000000000004
distribution_distance,action_premium_without_check,wasserstein_1d,4,3.87,3.54
distribution_distance,action_premium_after_check,wasserstein_1d,4,3.635,3.18
distribution_distance,action_premium_fast,wasserstein_1d,1,5.24,5.24
distribution_distance,action_premium_slow,wasserstein_1d,1,3.4200000000000004,3.4200000000000004
distribution_distance,send_if_act,wasserstein_1d,5,2.8,2.84
distribution_distance,send_if_act_after_check,wasserstein_1d,4,2.635,2.58
distribution_distance,send_if_act_fast,wasserstein_1d,1,3.58,3.58
distribution_distance,send_if_act_slow,wasserstein_1d,1,3.28,3.28
distribution_distance,send_if_act_without_check,wasserstein_1d,4,2.6450000000000005,2.46
distribution_distance,send_if_no_act,wasserstein_1d,5,2.9440000000000004,3.0200000000000005
distribution_distance,send_if_no_act_after_check,wasserstein_1d,4,2.22,2.09
distribution_distance,send_if_no_act_fast,wasserstein_1d,1,2.9,2.9
distribution_distance,send_if_no_act_slow,wasserstein_1d,1,2.06,2.06
distribution_distance,send_if_no_act_without_check,wasserstein_1d,4,2.665,2.54
distribution_distance,joint_pattern_distribution,total_variation,10,0.508,0.6599999999999999
mean_alignment_abs_error,act_rate,,10,0.44000000000000006,0.61
mean_alignment_abs_error,check_rate,,8,0.1725,0.15999999999999998
mean_alignment_abs_error,fast_rate,,2,0.39999999999999997,0.39999999999999997
mean_alignment_abs_error,mean_action_premium,,5,2.152,2.8000000000000003
mean_alignment_abs_error,mean_action_premium_after_check,,4,2.815,2.41
mean_alignment_abs_error,mean_action_premium_fast,,1,4.16,4.16
mean_alignment_abs_error,mean_action_premium_slow,,1,2.98,2.98
mean_alignment_abs_error,mean_action_premium_without_check,,4,2.71,2.74
mean_alignment_abs_error,mean_fast_premium_if_act,,1,0.38,0.38
mean_alignment_abs_error,mean_fast_premium_if_no_act,,1,0.8,0.8
mean_alignment_abs_error,mean_process_premium_if_act,,4,0.41,0.38
mean_alignment_abs_error,mean_process_premium_if_no_act,,4,0.585,0.51
mean_alignment_abs_error,mean_return_pct,,10,10.469999999999999,10.659999999999997
mean_alignment_abs_error,mean_send_if_act,,5,1.1280000000000001,1.2599999999999998
mean_alignment_abs_error,mean_send_if_act_after_check,,4,1.305,1.2799999999999998
mean_alignment_abs_error,mean_send_if_act_fast,,1,2.54,2.54
mean_alignment_abs_error,mean_send_if_act_slow,,1,2.1599999999999993,2.1599999999999993
mean_alignment_abs_error,mean_send_if_act_without_check,,4,1.215,1.02
mean_alignment_abs_error,mean_send_if_no_act,,5,1.0239999999999998,1.4400000000000004
mean_alignment_abs_error,mean_send_if_no_act_after_check,,4,1.5099999999999998,1.2699999999999996
mean_alignment_abs_error,mean_send_if_no_act_fast,,1,1.62,1.62
mean_alignment_abs_error,mean_send_if_no_act_slow,,1,0.8199999999999998,0.8199999999999998
mean_alignment_abs_error,mean_send_if_no_act_without_check,,4,1.495,1.72
mean_alignment_abs_error,pattern_checked_act,,8,0.4175,0.39
mean_alignment_abs_error,pattern_checked_no_act,,8,0.245,0.2
mean_alignment_abs_error,pattern_fast_act,,2,0.73,0.73
mean_alignment_abs_error,pattern_fast_no_act,,2,0.33,0.33
mean_alignment_abs_error,pattern_slow_act,,2,0.11000000000000001,0.11000000000000001
mean_alignment_abs_error,pattern_slow_no_act,,2,0.29000000000000004,0.29000000000000004
mean_alignment_abs_error,pattern_unchecked_act,,8,0.0925,0.09
mean_alignment_abs_error,pattern_unchecked_no_act,,8,0.15,0.13
