treatment_name,metric_scope,metric,generated_mean,human_mean,abs_error
CHIP2__GAME_1,game,final_surplus_ratio,0.5377892415710247,0.5267422587585121,0.011046982812512596
CHIP2__GAME_1,turn,proposer_net_surplus,0.274537037037037,0.8212962962962962,0.5467592592592592
CHIP2__GAME_1,turn,trade_ratio,1.0516975308641976,0.9454707654666805,0.10622676539751708
CHIP2__GAME_1,turn,acceptance_rate,0.7453703703703703,0.4027777777777778,0.34259259259259256
CHIP2__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.606130453917976,0.6810182725720562,0.07488781865408012
CHIP2__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.19758454106280193,0.9722222222222222,0.7746376811594202
CHIP2__GAME_2_ALT_PROFILE,turn,trade_ratio,1.0833333333333333,0.8539981494842606,0.2293351838490727
CHIP2__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.7004830917874396,0.39814814814814814,0.3023349436392915
CHIP3__GAME_1,game,final_surplus_ratio,0.5065998647348698,0.611695835541549,0.1050959708066792
CHIP3__GAME_1,turn,proposer_net_surplus,0.4227053140096618,1.4652777777777777,1.0425724637681157
CHIP3__GAME_1,turn,trade_ratio,1.115136876006441,0.9175411522633744,0.19759572374306666
CHIP3__GAME_1,turn,acceptance_rate,0.855072463768116,0.5555555555555556,0.2995169082125604
CHIP3__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.42599166940599975,0.5673695802086812,0.14137791080268147
CHIP3__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.3625,1.5671296296296295,1.2046296296296295
CHIP3__GAME_2_ALT_PROFILE,turn,trade_ratio,1.26929012345679,0.9641689714606381,0.30512115199615186
CHIP3__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.8287037037037037,0.4583333333333333,0.3703703703703704
CHIP4__GAME_1,game,final_surplus_ratio,0.34386637099280243,0.5114705904481,0.16760421945529752
CHIP4__GAME_1,turn,proposer_net_surplus,0.43379629629629624,1.3361111111111112,0.902314814814815
CHIP4__GAME_1,turn,trade_ratio,1.0848765432098764,1.0191945914168137,0.06568195179306269
CHIP4__GAME_1,turn,acceptance_rate,0.9583333333333334,0.5185185185185185,0.4398148148148149
CHIP4__GAME_2_ALT_PROFILE,game,final_surplus_ratio,0.318562948534786,0.5620252069498449,0.24346225841505892
CHIP4__GAME_2_ALT_PROFILE,turn,proposer_net_surplus,0.4096618357487923,1.7481481481481482,1.338486312399356
CHIP4__GAME_2_ALT_PROFILE,turn,trade_ratio,1.1349973161567366,1.0203924162257496,0.11460489993098699
CHIP4__GAME_2_ALT_PROFILE,turn,acceptance_rate,0.9082125603864735,0.49074074074074076,0.4174718196457327
