custom_id,persona_pid,game_id,treatment_name,metric,matched_value,candidate_uniform_value,diff
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_2KKC9nMd8nRXfgH5G__p017__g021,concordia_01dda06d0e42,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,mean_contribution_rate,0.4970862068965517,0.45948275862068966,0.03760344827586204
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_2TDnnb4wn9rwy3CYZ__p017__g026,concordia_01dda06d0e42,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,mean_contribution_rate,0.5745,0.50375,0.07074999999999998
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_2TquMDieEiixty8AN__p017__g002,concordia_01dda06d0e42,2TquMDieEiixty8AN,VALIDATION_0_T,mean_contribution_rate,1.0,0.9166666666666667,0.08333333333333326
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_2khRAszouj8vP8ZfP__p017__g019,concordia_01dda06d0e42,2khRAszouj8vP8ZfP,VALIDATION_18_C,mean_contribution_rate,0.9660869565217391,0.9565217391304348,0.009565217391304337
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_3EG5RaDj4z7hkT2JD__p017__g004,concordia_01dda06d0e42,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,mean_contribution_rate,0.9216666666666666,0.7277777777777777,0.1938888888888889
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_3EQGxadfbmAKaACgZ__p017__g032,concordia_01dda06d0e42,3EQGxadfbmAKaACgZ,VALIDATION_5_T,mean_contribution_rate,0.97,0.9166666666666667,0.05333333333333323
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_3v9ji6wNY7sXHe8cM__p017__g029,concordia_01dda06d0e42,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,mean_contribution_rate,0.7125,0.42857142857142855,0.2839285714285715
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_5R7YRmti4R5GiJKpi__p017__g036,concordia_01dda06d0e42,5R7YRmti4R5GiJKpi,VALIDATION_7_T,mean_contribution_rate,0.9646052631578947,0.9613157894736842,0.003289473684210509
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_5mhtM66ewYHNxSp4q__p017__g001,concordia_01dda06d0e42,5mhtM66ewYHNxSp4q,VALIDATION_0_C,mean_contribution_rate,0.9666666666666667,0.6833333333333333,0.2833333333333333
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_65crAkEscRbHNJXbW__p017__g003,concordia_01dda06d0e42,65crAkEscRbHNJXbW,VALIDATION_10_C,mean_contribution_rate,0.8895833333333333,0.7083333333333333,0.18125000000000002
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_6BxRfLcBtXYodAS8h__p017__g037,concordia_01dda06d0e42,6BxRfLcBtXYodAS8h,VALIDATION_8_C,mean_contribution_rate,0.6905000000000001,0.6333333333333333,0.05716666666666681
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_6Pxb9DsQpyk22cJNr__p017__g023,concordia_01dda06d0e42,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,mean_contribution_rate,0.7875,0.6385416666666666,0.14895833333333341
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_6pQRuemJv5faRcZft__p017__g040,concordia_01dda06d0e42,6pQRuemJv5faRcZft,VALIDATION_9_T,mean_contribution_rate,0.8466666666666667,0.6218518518518519,0.2248148148148148
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_6sSM4xSyZQkaxyHav__p017__g031,concordia_01dda06d0e42,6sSM4xSyZQkaxyHav,VALIDATION_5_C,mean_contribution_rate,0.9866666666666667,0.9166666666666667,0.06999999999999995
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_7FQezekfKk3zctLN8__p017__g018,concordia_01dda06d0e42,7FQezekfKk3zctLN8,VALIDATION_17_T,mean_contribution_rate,0.984,0.763157894736842,0.22084210526315795
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_7Y6PBvgZNqtriKzaZ__p017__g038,concordia_01dda06d0e42,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,mean_contribution_rate,0.73,0.8083333333333333,-0.07833333333333337
concordia_compact_pgg_match__pid_concordia_01dda06d0e42__game_7oRFMBwqmesGX7t3H__p017__g013,concordia_01dda06d0e42,7oRFMBwqmesGX7t3H,VALIDATION_15_C,mean_contribution_rate,0.9500000000000001,0.8021978021978022,0.14780219780219783
