baseline,metric,matched_value,baseline_value,difference
candidate_uniform,mean_contribution,15.06830144185264,15.064682136210829,0.0036193056418110103
candidate_uniform,mean_contribution_rate,0.753415072092632,0.7532341068105415,0.00018096528209055052
candidate_uniform,first_contribution,13.8831875,13.879172570850201,0.004014929149798618
candidate_uniform,first_contribution_rate,0.694159375,0.6939586285425101,0.00020074645748990871
candidate_uniform,final_contribution,14.883617187499999,15.14191488336225,-0.25829769586225204
candidate_uniform,final_contribution_rate,0.744180859375,0.7570957441681126,-0.012914884793112646
candidate_uniform,contribution_sd,4.671316966994906,4.616284084723324,0.05503288227158265
candidate_uniform,zero_contribution_rate,0.1476070052598542,0.14650369692252824,0.00110330833732597
candidate_uniform,full_contribution_rate,0.6374293078871759,0.6375718618943098,-0.00014255400713392152
candidate_uniform,contribution_slope,0.04586815378529803,0.05547437868054299,-0.009606224895244958
candidate_uniform,message_count,2.4037734375,1.9165625,0.4872109375
candidate_uniform,messages_per_round,0.17265594454694613,0.1374120749793199,0.035243869567626235
candidate_uniform,rounds_with_message_rate,0.12145806190564482,0.1004204882123007,0.021037573693344122
candidate_uniform,reward_given_units,8.7209609375,5.891809752747252,2.829151184752747
candidate_uniform,reward_given_events,6.4018749999999995,4.453919413919413,1.9479555860805862
candidate_uniform,reward_given_round_rate,0.1574377496647414,0.129105177375835,0.0283325722889064
candidate_uniform,reward_received_units,5.5259609375,5.891809752747252,-0.36584881524725255
candidate_uniform,reward_received_events,4.3481171875,4.453919413919413,-0.10580222641941361
candidate_uniform,reward_received_round_rate,0.21061121331398866,0.2168247418641088,-0.00621352855012014
candidate_uniform,punish_given_units,6.1237578125,5.693320862251783,0.43043695024821726
candidate_uniform,punish_given_events,1.91678125,1.782102793040293,0.13467845695970704
candidate_uniform,punish_given_round_rate,0.08604454672792598,0.08185487793431238,0.004189668793613599
candidate_uniform,punish_received_units,8.74771875,5.693320862251783,3.054397887748218
candidate_uniform,punish_received_events,2.0250234375000002,1.782102793040293,0.24292064445970718
candidate_uniform,punish_received_round_rate,0.07801223338303834,0.07806731899485717,-5.5085611818828095e-05
unique_sampled_players,mean_contribution,15.06830144185264,15.534824708210325,-0.4665232663576848
unique_sampled_players,mean_contribution_rate,0.753415072092632,0.7767412354105161,-0.023326163317884063
unique_sampled_players,first_contribution,13.8831875,14.02046783625731,-0.1372803362573105
unique_sampled_players,first_contribution_rate,0.694159375,0.7010233918128655,-0.0068640168128655255
unique_sampled_players,final_contribution,14.883617187499999,15.584795321637428,-0.7011781341374288
unique_sampled_players,final_contribution_rate,0.744180859375,0.7792397660818714,-0.035058906706871396
unique_sampled_players,contribution_sd,4.671316966994906,4.504371176342426,0.1669457906524805
unique_sampled_players,zero_contribution_rate,0.1476070052598542,0.14385030740103977,0.0037566978588144395
unique_sampled_players,full_contribution_rate,0.6374293078871759,0.6872375049827534,-0.04980819709557749
unique_sampled_players,contribution_slope,0.04586815378529803,0.0707824995041317,-0.024914345718833664
unique_sampled_players,message_count,2.4037734375,2.301169590643275,0.10260384685672497
unique_sampled_players,messages_per_round,0.17265594454694613,0.15344308486510808,0.019212859681838057
unique_sampled_players,rounds_with_message_rate,0.12145806190564482,0.10872364017391328,0.012734421731731532
unique_sampled_players,reward_given_units,8.7209609375,6.260233918128655,2.460727019371344
unique_sampled_players,reward_given_events,6.4018749999999995,5.052631578947368,1.3492434210526314
unique_sampled_players,reward_given_round_rate,0.1574377496647414,0.12356395242715545,0.033873797237585934
unique_sampled_players,reward_received_units,5.5259609375,6.260233918128655,-0.7342729806286554
unique_sampled_players,reward_received_events,4.3481171875,5.052631578947368,-0.7045143914473684
unique_sampled_players,reward_received_round_rate,0.21061121331398866,0.21550978243226973,-0.004898569118281071
unique_sampled_players,punish_given_units,6.1237578125,6.7368421052631575,-0.6130842927631575
unique_sampled_players,punish_given_events,1.91678125,2.318713450292398,-0.40193220029239773
unique_sampled_players,punish_given_round_rate,0.08604454672792598,0.09690236045340939,-0.010857813725483403
unique_sampled_players,punish_received_units,8.74771875,6.7368421052631575,2.010876644736843
unique_sampled_players,punish_received_events,2.0250234375000002,2.318713450292398,-0.2936900127923976
unique_sampled_players,punish_received_round_rate,0.07801223338303834,0.09006135158338255,-0.012049118200344211
