experiment_id,config_hash,game_id,round,agent_id,avatar_name,contribution,punishments_sent,punishments_received,rewards_sent,rewards_received,round_payoff,cumulative_wallet,public_fund,timestamp
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_0,DOG,20,18,26,18,26,54.980000000000004,54.980000000000004,2560.0,2026-01-02T02:18:01.553651
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_1,CHICKEN,20,15,24,15,24,69.52,69.52,2560.0,2026-01-02T02:18:01.553729
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_2,CAT,20,36,20,36,20,-9.400000000000006,-9.400000000000006,2560.0,2026-01-02T02:18:01.553758
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_3,FISH,20,17,17,17,17,70.41,70.41,2560.0,2026-01-02T02:18:01.553788
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_4,BIRD,20,29,17,29,17,22.409999999999997,22.409999999999997,2560.0,2026-01-02T02:18:01.553812
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_5,RABBIT,20,36,15,36,15,-3.0500000000000114,-3.0500000000000114,2560.0,2026-01-02T02:18:01.553843
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_6,TURTLE,20,25,18,25,18,37.14,37.14,2560.0,2026-01-02T02:18:01.553872
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_7,HAMSTER,20,2,3,2,3,148.19,148.19,2560.0,2026-01-02T02:18:01.553898
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_8,FROG,20,8,14,8,14,110.22,110.22,2560.0,2026-01-02T02:18:01.553924
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_9,MOUSE,20,14,8,14,8,93.84,93.84,2560.0,2026-01-02T02:18:01.553960
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_10,SNAKE,20,12,8,12,8,101.84,101.84,2560.0,2026-01-02T02:18:01.554004
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_11,BEAR,20,30,8,30,8,29.840000000000003,29.840000000000003,2560.0,2026-01-02T02:18:01.554029
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_12,LION,20,5,21,5,21,113.33,113.33,2560.0,2026-01-02T02:18:01.554055
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_13,TIGER,20,3,7,3,7,139.11,139.11,2560.0,2026-01-02T02:18:01.554079
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_14,ELEPHANT,20,17,26,17,26,58.980000000000004,58.980000000000004,2560.0,2026-01-02T02:18:01.554098
exp_032_treatment,dec238e2,exp_032_treatment_game1,1,agent_15,MONKEY,20,6,41,6,41,83.93,83.93,2560.0,2026-01-02T02:18:01.554115
