treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_0_C,final_round_normalized_efficiency,10,10,0.16698964022006993,0.2731795634738752,0.6112815984349413,0.4921975447480943,0.20192307692307693,0.4606711216973225,0.4383237138440548,0.824797568882107
VALIDATION_0_T,final_round_normalized_efficiency,12,12,0.07995285300197748,0.28614540806108135,0.2794133707884298,1.2750629779412797,0.02019230769230762,0.2673735168276652,0.07552097130592972,2.5833448956554386
VALIDATION_10_C,final_round_normalized_efficiency,10,10,0.1774980615891054,0.5043570131399739,0.35192940112809423,1.0443246884768898,0.23408239700374528,0.791198501872659,0.2958579881656805,1.2178757094949273
VALIDATION_10_T,final_round_normalized_efficiency,10,10,0.44435325692775696,1.0313056339783557,0.43086476238244104,0.8419610144913429,0.5243445692883895,0.294943820224719,1.7777777777777783,0.5753641449035621
VALIDATION_11_C,final_round_normalized_efficiency,10,10,0.20371754029916514,0.23838838681861213,0.8545615120680028,0.15716679298108005,0.2171985815602837,0.36300832664999794,0.5983294751519578,0.5136137149626555
VALIDATION_11_T,final_round_normalized_efficiency,11,11,0.2399845052450384,0.47564151189004067,0.5045491178669835,0.684090084429121,0.41334219858156024,0.4131591790841922,1.0004429757503481,0.0004428776655554849
VALIDATION_12_C,final_round_normalized_efficiency,12,12,0.3528859730869097,0.20817768394941574,1.695119123203696,0.5277530175391698,0.5545343137254902,0.17717086834733897,3.1299407114624502,1.141014062347883
VALIDATION_12_T,final_round_normalized_efficiency,12,12,0.16947845862535443,0.32123983268754447,0.5275761016542382,0.6394621554987802,0.1861213235294118,0.3865108543417367,0.48154229419091843,0.7307612131987853
VALIDATION_13_C,final_round_normalized_efficiency,10,10,0.25093644093664424,0.19457814395275885,1.2896435120563616,0.2543658329395147,0.3569504310344827,0.21219405594405594,1.6821886430626085,0.5200957092825401
VALIDATION_13_T,final_round_normalized_efficiency,11,11,0.22690304438544734,0.2735662484795471,0.8294263113470722,0.18702100832232899,0.3488685344827587,0.28871880412533446,1.2083332623229932,0.18924194087134866
VALIDATION_14_C,final_round_normalized_efficiency,12,12,0.27268000234809225,0.3235742334137886,0.8427123490991555,0.17112960210548683,0.2630208333333335,0.45166666666666655,0.5823339483394838,0.5407112014100212
VALIDATION_14_T,final_round_normalized_efficiency,10,10,0.34829071709006426,1.0724088604114053,0.3247741882293386,1.124625143589759,0.5598958333333335,0.203125,2.7564102564102573,1.0139292014380714
VALIDATION_15_C,final_round_normalized_efficiency,11,11,0.24872625444768023,0.2494339166468441,0.9971629271244383,0.002841104994895653,0.38581730769230765,0.39239926739926745,0.9832263710618434,0.016915899424177094
