metric,num_treatments,mean_abs_diff_from_human_mean,mean_abs_z_score,median_abs_z_score,mean_percentile_within_humans,median_percentile_within_humans,within_human_range_rate,within_human_iqr_rate
final_round_normalized_efficiency,40,0.3458190760175786,1.0842627473882342,0.6835443037974682,0.34035559431242884,0.3,0.7889688249400479,0.4028776978417266
final_total_contribution_rate,40,0.274303649826276,1.9091870246574025,1.1075459521477395,0.3359663784124216,0.2727272727272727,0.645083932853717,0.354916067146283
first_round_normalized_efficiency,40,0.18074625932512775,1.3277192040239385,1.091738014311076,0.7735018046169125,0.8333333333333334,0.7002398081534772,0.31414868105515587
first_round_total_contribution_rate,40,0.15699097761534653,1.3507399464855179,1.1840515612132116,0.7914174720829397,0.8333333333333334,0.6786570743405276,0.37889688249400477
mean_round_normalized_efficiency,40,0.16856615415987733,0.9628078981309408,0.6380852124853228,0.46338323280769317,0.45454545454545453,0.8896882494004796,0.46522781774580335
mean_total_contribution_rate,40,0.14444739628862452,1.2550661032011297,0.8308504678941931,0.5067721580311508,0.5416666666666666,0.8129496402877698,0.38609112709832133
mean_within_round_contribution_rate_var,40,0.04347296933600495,1.2008830282137126,0.8590191716996505,0.31044194947072645,0.3,0.7649880095923262,0.4292565947242206
messages_per_round,26,2.125226285830718,1.5021453471311172,0.7580618393694425,0.5806120774532326,0.6,0.8086642599277978,0.41155234657039713
punish_actor_round_rate,20,0.08194888415865106,0.8287708716574796,0.5132671718068209,0.46737091791703445,0.543560606060606,0.7961165048543689,0.6213592233009708
reward_actor_round_rate,22,0.11799164121923955,0.8959100181997014,0.6062526359636772,0.5316425120772946,0.5,0.8391304347826087,0.508695652173913
round_normalized_efficiency_decay_slope,40,0.3579381861660765,1.251459650834556,0.7670152875131855,0.2511390887290168,0.2,0.6930455635491607,0.36930455635491605
round_normalized_efficiency_rmse_to_treatment_mean,40,0.14191085873463427,1.1106206042441658,0.6956106713989815,0.46185899765036453,0.4444444444444444,0.7649880095923262,0.45083932853717024
rounds_with_chat_rate,26,0.4001062102118043,1.5593735631394352,1.3643820804812932,0.8185601502388506,0.9166666666666666,0.7328519855595668,0.2996389891696751
total_contribution_rate_decay_slope,40,0.27317039860054415,1.8374635277981788,1.1815902164012129,0.23186905021437396,0.125,0.6258992805755396,0.3069544364508393
total_contribution_rate_rmse_to_treatment_mean,40,0.08030041519884627,1.4132482408168874,0.649495746066384,0.5663820458784488,0.5833333333333334,0.7793764988009593,0.381294964028777
total_contribution_rate_sd,40,0.05433046709093613,1.4054008036642147,1.0434628100585157,0.4757254802218831,0.4444444444444444,0.6522781774580336,0.3213429256594724
