experiment_id,config_hash,game_id,round,actor_id,actor_name,target_id,target_name,type,units_decided,units_actual,was_scaled,cost,impact,timestamp
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_0,DOG,agent_1,CHICKEN,reward,1,1,False,2,0.94,2026-01-02T01:42:44.397463
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_0,DOG,agent_2,CAT,reward,1,1,False,2,0.94,2026-01-02T01:42:44.397646
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_0,DOG,agent_3,FISH,reward,1,1,False,2,0.94,2026-01-02T01:42:44.397689
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_0,DOG,agent_4,BIRD,reward,1,1,False,2,0.94,2026-01-02T01:42:44.397718
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_0,DOG,agent_5,RABBIT,reward,1,1,False,2,0.94,2026-01-02T01:42:44.397746
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_2,CAT,agent_0,DOG,reward,2,2,False,4,1.88,2026-01-02T01:42:51.848572
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_2,CAT,agent_1,CHICKEN,reward,2,2,False,4,1.88,2026-01-02T01:42:51.848624
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_2,CAT,agent_3,FISH,reward,2,2,False,4,1.88,2026-01-02T01:42:51.848659
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_2,CAT,agent_4,BIRD,reward,2,2,False,4,1.88,2026-01-02T01:42:51.848722
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_2,CAT,agent_5,RABBIT,reward,2,2,False,4,1.88,2026-01-02T01:42:51.848758
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_3,FISH,agent_0,DOG,reward,2,2,False,4,1.88,2026-01-02T01:42:54.833077
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_3,FISH,agent_1,CHICKEN,reward,2,2,False,4,1.88,2026-01-02T01:42:54.833134
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_3,FISH,agent_2,CAT,reward,2,2,False,4,1.88,2026-01-02T01:42:54.833162
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_3,FISH,agent_4,BIRD,reward,2,2,False,4,1.88,2026-01-02T01:42:54.833191
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_3,FISH,agent_5,RABBIT,reward,2,2,False,4,1.88,2026-01-02T01:42:54.833216
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_4,BIRD,agent_0,DOG,reward,1,1,False,2,0.94,2026-01-02T01:42:58.626143
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_4,BIRD,agent_1,CHICKEN,reward,1,1,False,2,0.94,2026-01-02T01:42:58.626282
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_4,BIRD,agent_2,CAT,reward,1,1,False,2,0.94,2026-01-02T01:42:58.626335
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_4,BIRD,agent_3,FISH,reward,1,1,False,2,0.94,2026-01-02T01:42:58.626363
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_4,BIRD,agent_5,RABBIT,reward,1,1,False,2,0.94,2026-01-02T01:42:58.626389
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_5,RABBIT,agent_0,DOG,reward,2,2,False,4,1.88,2026-01-02T01:43:02.002264
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_5,RABBIT,agent_1,CHICKEN,reward,2,2,False,4,1.88,2026-01-02T01:43:02.002330
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_5,RABBIT,agent_2,CAT,reward,2,2,False,4,1.88,2026-01-02T01:43:02.002363
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_5,RABBIT,agent_3,FISH,reward,2,2,False,4,1.88,2026-01-02T01:43:02.002391
exp_023_control,70a6be7d,exp_023_control_game1,1,agent_5,RABBIT,agent_4,BIRD,reward,2,2,False,4,1.88,2026-01-02T01:43:02.002419
