tag,heldout_config,model_name,mean_accuracy,mean_macro_f1,mean_log_loss,n_directional_splits
COMMUNICATION,CONFIG_allOrNothing,config_plus_tag,0.12949535512334556,0.08877284052962303,12.591612790328519,2
COMMUNICATION,CONFIG_allOrNothing,tag_only,0.10448642266824085,0.0685370623129823,12.563403684923397,2
COMMUNICATION,CONFIG_allOrNothing,config_only,0.09149940968122787,0.0588932346936713,12.571433175608705,2
COMMUNICATION,CONFIG_allOrNothing,dummy_prior,0.14167650531286896,0.05519779208831647,12.54353289354619,2
COMMUNICATION,CONFIG_defaultContribProp,config_plus_tag,0.5867946743954352,0.4339496723976777,0.8249712545753285,2
COMMUNICATION,CONFIG_defaultContribProp,config_only,0.5758601058392744,0.40385372127626784,0.8483975785230611,2
COMMUNICATION,CONFIG_defaultContribProp,tag_only,0.416528652942927,0.2860559315617331,1.1477692352087092,2
COMMUNICATION,CONFIG_defaultContribProp,dummy_prior,0.4009846416603051,0.14310044537498254,1.1699691305727156,2
COMMUNICATION,CONFIG_punishmentExists,config_plus_tag,0.6070490883082551,0.44836080268296985,0.8201038905247042,2
COMMUNICATION,CONFIG_punishmentExists,config_only,0.568684701323628,0.37933699551722366,0.8423487297671711,2
COMMUNICATION,CONFIG_punishmentExists,tag_only,0.3964766198727848,0.24301543326860425,1.15520283702421,2
COMMUNICATION,CONFIG_punishmentExists,dummy_prior,0.4017270279288857,0.1429410834478192,1.1770668940376439,2
COMMUNICATION,CONFIG_rewardExists,config_plus_tag,0.5986425003322415,0.4377136025322472,0.8140868552031039,2
COMMUNICATION,CONFIG_rewardExists,config_only,0.5710573357619535,0.41174635062947673,0.8377246561435574,2
COMMUNICATION,CONFIG_rewardExists,tag_only,0.40947982707807284,0.2719483949378656,1.1457833582778725,2
COMMUNICATION,CONFIG_rewardExists,dummy_prior,0.4023672532357716,0.14340235559163117,1.1662239279723017,2
COMMUNICATION,CONFIG_showNRounds,config_plus_tag,0.5899976557005548,0.435088652449255,0.8320937326756213,2
COMMUNICATION,CONFIG_showNRounds,config_only,0.5640482144252559,0.37590399100144817,0.8543637793790709,2
COMMUNICATION,CONFIG_showNRounds,tag_only,0.394656950847855,0.23076496644349426,1.1490766309299294,2
COMMUNICATION,CONFIG_showNRounds,dummy_prior,0.4040172175770363,0.14362444173369168,1.174416944662466,2
COMMUNICATION,CONFIG_showOtherSummaries,config_plus_tag,0.5857792115436832,0.43600009274786444,0.8401793230296242,2
COMMUNICATION,CONFIG_showOtherSummaries,config_only,0.5955741456665934,0.4251031056398261,0.8502417229097909,2
COMMUNICATION,CONFIG_showOtherSummaries,tag_only,0.40052042254431675,0.23909624408850275,1.1661633715586621,2
COMMUNICATION,CONFIG_showOtherSummaries,dummy_prior,0.400398236381738,0.14275658887727855,1.173670332219299,2
