treatment_name,metrics_used,mean_abs_z_score,median_percentile
VALIDATION_17_C,132,4.118058121819463,1.0
VALIDATION_6_C,144,3.9616073274744528,0.0
VALIDATION_7_C,154,3.8711808594584185,0.18181818181818182
VALIDATION_13_T,176,2.8634516329434105,0.09090909090909091
VALIDATION_13_C,150,2.2260202413515153,0.1
VALIDATION_17_T,104,2.204912615556067,0.6875
VALIDATION_11_C,150,2.191329142122851,0.3
VALIDATION_11_T,176,2.071974657180419,0.36363636363636365
VALIDATION_12_C,168,2.006381158086711,0.4583333333333333
VALIDATION_15_C,143,1.942768739404047,0.18181818181818182
VALIDATION_10_T,150,1.9077184595114323,0.4
VALIDATION_18_C,168,1.8555762435273064,0.75
VALIDATION_16_C,140,1.8012553002769918,0.4
VALIDATION_6_T,143,1.726737438119762,0.09090909090909091
VALIDATION_19_T,140,1.6872996876550612,0.2
VALIDATION_7_T,180,1.6623886287200533,0.25
VALIDATION_14_T,160,1.5605842148607203,0.35
VALIDATION_1_C,96,1.5219120277541311,0.125
VALIDATION_15_T,126,1.499448665594267,0.25
VALIDATION_3_T,160,1.4949762205672923,0.2
VALIDATION_16_T,120,1.4941211717050804,0.375
VALIDATION_12_T,180,1.4839359875785805,0.5
VALIDATION_4_C,180,1.4634643987715326,0.5
VALIDATION_18_T,150,1.3898140123465625,0.5
VALIDATION_0_C,140,1.384410200333863,0.6
VALIDATION_14_C,180,1.3497525030658626,0.4166666666666667
VALIDATION_9_C,143,1.299934416826768,0.2727272727272727
VALIDATION_9_T,154,1.1934051736305662,0.18181818181818182
VALIDATION_5_T,192,1.1845597317361238,0.4166666666666667
VALIDATION_5_C,135,1.1387810187104177,0.4444444444444444
VALIDATION_3_C,135,1.1383601480196535,0.4444444444444444
VALIDATION_1_T,104,1.093501705028836,0.375
VALIDATION_2_C,117,1.0901661498073885,0.5
VALIDATION_19_C,130,1.0292361684544784,0.2
VALIDATION_4_T,144,1.0107118858178539,0.5833333333333334
VALIDATION_10_C,140,1.0025481891901846,0.4
VALIDATION_2_T,154,0.8572938875080806,0.2727272727272727
VALIDATION_8_T,176,0.8256813409625828,0.45454545454545453
VALIDATION_8_C,180,0.8171319105130981,0.5
VALIDATION_0_T,180,0.7872817894203494,0.5833333333333334
