tag,config_column,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta,n_false,n_true
CONTRIBUTION,CONFIG_punishmentExists,5,Dynamic Contributors in Cooperative Settings,0.10515021459227468,0.052545155993431854,-0.052605058598842826,0.052605058598842826,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,14,Unconditional Full Cooperation in Group Settings,0.06223175965665236,0.10454296661193213,0.04231120695527977,0.04231120695527977,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,2,Patterns of Opportunistic Contribution Behavior,0.08208154506437768,0.04433497536945813,-0.037746569694919546,0.037746569694919546,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,1,Volatile Contributors: Patterns of Cooperation,0.09871244635193133,0.06568144499178982,-0.033031001360141504,0.033031001360141504,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,9,Unconditional High Contributors in Group Settings,0.055793991416309016,0.08648056923918993,0.03068657782288091,0.03068657782288091,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,11,Unwavering Commitment to Group Contribution,0.05042918454935622,0.07334428024083196,0.02291509569147574,0.02291509569147574,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,10,Unconditional High Contributors in Cooperative Settings,0.05847639484978541,0.07991242474001095,0.02143602989022554,0.02143602989022554,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,4,High Contributors with Conditional Flexibility,0.06866952789699571,0.08976464148877943,0.021095113591783718,0.021095113591783718,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,12,Unwavering Full Cooperation in Groups,0.06706008583690987,0.04926108374384237,-0.0177990020930675,0.0177990020930675,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,3,Patterns of Unconditional Free-Riding Behavior,0.04721030042918455,0.029556650246305417,-0.017653650182879135,0.017653650182879135,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,7,High Contributors in Cooperative Settings,0.055793991416309016,0.07279693486590039,0.01700294344959137,0.01700294344959137,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,0,Moderate Contributors in Cooperative Settings,0.05472103004291846,0.06896551724137931,0.014244487198460852,0.014244487198460852,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,8,High Contributors with Strategic Defections,0.05954935622317597,0.05199781061850027,-0.007551545604675698,0.007551545604675698,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,6,Cooperative Contributors with Occasional Deviations,0.07564377682403434,0.06841817186644773,-0.007225604957586604,0.007225604957586604,1864,1827
CONTRIBUTION,CONFIG_punishmentExists,13,Unwavering Full Cooperation in Groups,0.05847639484978541,0.06239737274220033,0.003920977892414919,0.003920977892414919,1864,1827
