tag,config_column,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta,n_false,n_true
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,13,Cooperative Players and Reward Dynamics,0.14058956916099774,0.019184652278177457,-0.12140491688282029,0.12140491688282029,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,0,Understanding Unrewarded Behavior Patterns,0.04081632653061224,0.1606714628297362,0.11985513629912398,0.11985513629912398,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,8,Unreciprocated Rewards in Cooperative Behavior,0.047619047619047616,0.11990407673860912,0.0722850291195615,0.0722850291195615,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,11,Patterns of Non-Reciprocal Reward Behavior,0.11564625850340136,0.05755395683453238,-0.05809230166886899,0.05809230166886899,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,6,Stable Cooperation Despite Received Rewards,0.04081632653061224,0.07673860911270983,0.035922282582097585,0.035922282582097585,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,2,Patterns of Non-Reciprocal Reward Behavior,0.08163265306122448,0.050359712230215826,-0.03127294083100866,0.03127294083100866,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,14,Cooperative Behavior in Reward Dynamics,0.047619047619047616,0.07673860911270983,0.02911956149366221,0.02911956149366221,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,9,Understanding Cooperative Reward Behavior,0.08390022675736962,0.05515587529976019,-0.02874435145760943,0.02874435145760943,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,7,Dynamics of Reward and Reciprocity,0.049886621315192746,0.026378896882494004,-0.023507724432698742,0.023507724432698742,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,10,Understanding Non-Reciprocal Reward Behavior,0.05668934240362812,0.06954436450839328,0.012855022104765162,0.012855022104765162,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,3,Unresponsive Reward Recipients in Group Dynamics,0.07709750566893424,0.0671462829736211,-0.009951222695313136,0.009951222695313136,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,4,Patterns of Implicit Reciprocity in Rewards,0.04081632653061224,0.050359712230215826,0.009543385699603585,0.009543385699603585,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,1,Understanding Unrewarded Player Behavior,0.036281179138321996,0.045563549160671464,0.009282370022349468,0.009282370022349468,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,12,Patterns of Non-Reciprocal Reward Behavior,0.06349206349206349,0.05515587529976019,-0.0083361881923033,0.0083361881923033,441,417
RESPONSE_TO_REWARDER,CONFIG_punishmentExists,5,Lack of Reciprocity in Reward Dynamics,0.07709750566893424,0.06954436450839328,-0.007553141160540955,0.007553141160540955,441,417
