tag,config_column,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta,n_false,n_true
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,7,Behavioral Detachment in Cooperative Dynamics,0.0,0.15916575192096596,0.15916575192096596,0.15916575192096596,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,10,Adaptive Players in Cooperative Environments,0.14551422319474835,0.005488474204171241,-0.14002574899057713,0.14002574899057713,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,1,Behavioral Patterns in Contribution and Punishment,0.0,0.1394072447859495,0.1394072447859495,0.1394072447859495,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,8,Cooperative Players and Reward Dynamics,0.13785557986870897,0.007683863885839737,-0.13017171598286922,0.13017171598286922,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,9,Indifferent Players in Cooperative Settings,0.0,0.12952799121844127,0.12952799121844127,0.12952799121844127,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,0,Monitoring Contributions and Enforcing Fairness,0.0,0.12623490669593854,0.12623490669593854,0.12623490669593854,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,14,Indifferent Players in Reward Dynamics,0.12472647702407003,0.0021953896816684962,-0.12253108734240153,0.12253108734240153,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,11,Observing Without Reacting: A Behavioral Analysis,0.1301969365426696,0.009879253567508232,-0.12031768297516135,0.12031768297516135,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,5,Behavioral Patterns in Cooperative Groups,0.0,0.11745334796926454,0.11745334796926454,0.11745334796926454,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,13,Opportunistic Players in Contribution Dynamics,0.12363238512035012,0.006586169045005488,-0.11704621607534463,0.11704621607534463,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,3,Observing Contributions and Group Dynamics,0.0,0.1163556531284303,0.1163556531284303,0.1163556531284303,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,2,Observant Players in Cooperative Dynamics,0.005470459518599562,0.1119648737650933,0.10649441424649374,0.10649441424649374,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,4,Monitoring Contributions for Group Success,0.11487964989059081,0.02305159165751921,-0.09182805823307161,0.09182805823307161,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,6,Passive Observers in Cooperative Environments,0.12144420131291028,0.03293084522502744,-0.08851335608788284,0.08851335608788284,914,911
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,12,Stable Cooperation Amid Payoff Disparities,0.0962800875273523,0.012074643249176729,-0.08420544427817557,0.08420544427817557,914,911
