tag,config_column,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta,n_false,n_true
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,14,Consistent Cooperation Through Final Rounds,0.0,0.13319011815252416,0.13319011815252416,0.13319011815252416,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,11,End-Game Defection Patterns in Players,0.10471204188481675,0.0322234156820623,-0.07248862620275445,0.07248862620275445,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,8,Consistent Cooperation Until the Final Round,0.015706806282722512,0.08700322234156821,0.0712964160588457,0.0712964160588457,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,12,End-Game Behavior in Contribution Dynamics,0.015706806282722512,0.08700322234156821,0.0712964160588457,0.0712964160588457,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,7,End-Game Behavior in Finite Games,0.09947643979057591,0.03544575725026853,-0.06403068254030739,0.06403068254030739,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,0,Consistent Cooperation Until the End,0.08272251308900523,0.031149301825993556,-0.051573211263011676,0.051573211263011676,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,3,Cooperative Strategies in Late Game Rounds,0.08586387434554973,0.045112781954887216,-0.04075109239066252,0.04075109239066252,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,2,Consistent Cooperation Through Final Rounds,0.10471204188481675,0.06981740064446831,-0.03489464124034844,0.03489464124034844,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,10,Consistent Cooperation Until the Final Round,0.060732984293193716,0.08163265306122448,0.020899668768030767,0.020899668768030767,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,13,End-Game Behavior in Cooperative Games,0.061780104712041886,0.04403866809881848,-0.01774143661322341,0.01774143661322341,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,1,Consistent Cooperation in Final Game Rounds,0.07643979057591622,0.06229860365198711,-0.014141186923929114,0.014141186923929114,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,9,Cooperative Behavior Near Game End,0.08795811518324607,0.07411385606874328,-0.013844259114502794,0.013844259114502794,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,6,Consistent Cooperation in Final Rounds,0.06910994764397906,0.07626208378088077,0.007152136136901716,0.007152136136901716,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,5,Consistent Cooperation Until the Final Round,0.0712041884816754,0.07411385606874328,0.002909667587067885,0.002909667587067885,955,931
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,4,End-Game Cooperation Patterns in Players,0.06387434554973823,0.06659505907626208,0.002720713526523852,0.002720713526523852,955,931
