tag,config_column,n_rows,n_values_after_grouping,n_clusters,mi_bits,nmi_by_hc,js_weighted_bits,tv_weighted,cramers_v,chi2_pvalue,chi2_dof
COMMUNICATION,CONFIG_MPCR,1734,37,15,0.3936528383722407,0.10113869819544741,0.10958151169380152,0.27100403225270026,0.19180207706334687,4.295205975056147e-24,504
COMMUNICATION,CONFIG_numRounds,1734,30,15,0.3677972501363105,0.09449578779227957,0.09900906486153142,0.2683051102251064,0.19199621889203383,7.624300841448545e-39,406
COMMUNICATION,CONFIG_playerCount,1734,19,15,0.22508791881091378,0.05783039487837137,0.060748202693070075,0.20414925587576777,0.14748842903422443,1.0953783696299606e-21,252
COMMUNICATION,CONFIG_punishmentMagnitude,1734,15,15,0.18886774855971525,0.048524578914306886,0.04926808974523015,0.1873517505244855,0.13791219954552622,1.7153561238651622e-23,196
COMMUNICATION,CONFIG_rewardMagnitude,1734,6,15,0.04968799203177488,0.01276601700833526,0.013090736320356433,0.09761849647926202,0.11360530799683222,0.0010915064051460496,70
COMMUNICATION,CONFIG_showNRounds,1734,2,15,0.043739177224320046,0.011237626185803316,0.011121234325454796,0.10067993545202869,0.24356720650591823,1.3336476045324322e-15,14
COMMUNICATION,CONFIG_punishmentExists,1734,2,15,0.038954471474055855,0.010008322434734221,0.009870820487970524,0.1004484567420835,0.23026060776356289,1.6324564429594372e-13,14
COMMUNICATION,CONFIG_rewardExists,1734,2,15,0.037067003850870806,0.009523387487778551,0.00941225086609641,0.08823130310540661,0.22433996918129268,1.2412089701677015e-12,14
COMMUNICATION,CONFIG_showOtherSummaries,1734,2,15,0.023262171699937478,0.005976600531217104,0.0058594937897067005,0.0742793894815542,0.1787013673382989,7.467026856207451e-07,14
COMMUNICATION,CONFIG_allOrNothing,1734,2,15,0.020019002190974227,0.005143353796556085,0.005068122057619426,0.06425729257711635,0.16514549891588748,1.721088411986926e-05,14
COMMUNICATION,CONFIG_punishmentCost,1734,4,15,0.018244711329282973,0.004687496628820275,0.004599720462108393,0.057754603300034985,0.09143257636242785,0.4078360188495155,42
COMMUNICATION,CONFIG_rewardCost,1734,4,15,0.018244711329282973,0.004687496628820275,0.004599720462108393,0.057754603300034985,0.09143257636242785,0.4078360188495155,42
COMMUNICATION,CONFIG_defaultContribProp,1734,2,15,0.00887508617753588,0.0022802189515006063,0.002229351822137372,0.04214908027122919,0.1105794175766427,0.09654195785667015,14
COMMUNICATION,CONFIG_showRewardId,1734,2,15,0.0054814273176755635,0.0014083079534115796,0.001371403143701379,0.04012829774015583,0.08714915674423739,0.5132079322233611,14
COMMUNICATION,CONFIG_showPunishmentId,1734,2,15,0.0054814273176755635,0.0014083079534115796,0.001371403143701379,0.04012829774015583,0.08714915674423739,0.5132079322233611,14
CONTRIBUTION,CONFIG_MPCR,3691,58,15,0.3933509383546164,0.10126198840844335,0.10624505659968536,0.27816583735096784,0.19731617145271707,5.850324617532442e-106,798
CONTRIBUTION,CONFIG_numRounds,3691,30,15,0.38627142655876495,0.0994394798759668,0.10399082559870339,0.27986342110360785,0.19465321922485498,3.73362309698155e-201,406
CONTRIBUTION,CONFIG_allOrNothing,3691,2,15,0.2156700279607031,0.05552084345535937,0.05995193650026894,0.2188806223607608,0.5091902176097962,2.6375376908073897e-195,14
CONTRIBUTION,CONFIG_playerCount,3691,19,15,0.100929430576656,0.025982688313584856,0.026211994843691445,0.1424939778607244,0.09882606746309293,4.759124948243894e-19,252
CONTRIBUTION,CONFIG_punishmentMagnitude,3691,16,15,0.09205138022901374,0.023697174428317227,0.02402743159521262,0.11765230927396603,0.09746140216286078,1.5518512548787912e-24,210
CONTRIBUTION,CONFIG_chat,3691,2,15,0.07582983211270936,0.01952119298998302,0.01950877750841086,0.13865281567904708,0.3181025257304069,4.8091512883327254e-71,14
CONTRIBUTION,CONFIG_rewardMagnitude,3691,6,15,0.03204472596215527,0.008249408740462023,0.008310203988785852,0.07714335271580001,0.09249265226988711,9.830443953671801e-09,70
CONTRIBUTION,CONFIG_rewardExists,3691,2,15,0.028726482594727865,0.007395179377709355,0.007274460995846534,0.07866917420004475,0.19788904311695965,8.852257759077977e-24,14
CONTRIBUTION,CONFIG_punishmentExists,3691,2,15,0.02728897224150771,0.007025115034317435,0.00688084862184025,0.0867974932397968,0.1933775132404958,1.7517197069142462e-22,14
CONTRIBUTION,CONFIG_punishmentCost,3691,4,15,0.011857190942221096,0.003052446593289793,0.003000268381891531,0.0448705437325453,0.0733845965502749,0.03783335363489527,42
CONTRIBUTION,CONFIG_rewardCost,3691,4,15,0.011857190942221096,0.003052446593289793,0.003000268381891531,0.0448705437325453,0.0733845965502749,0.03783335363489527,42
CONTRIBUTION,CONFIG_showOtherSummaries,3691,2,15,0.010490902820393744,0.0027007172888325447,0.002635176189091379,0.045716215995016254,0.12020773989628032,1.6685780462833353e-06,14
CONTRIBUTION,CONFIG_showNRounds,3691,2,15,0.008482640925256597,0.0021837219726470744,0.002127512324477723,0.04693543448990754,0.10823212099453085,7.850271182275202e-05,14
CONTRIBUTION,CONFIG_defaultContribProp,3691,2,15,0.006438076342691942,0.0016573811027714145,0.001613294866610217,0.03971613422443207,0.09433159962887652,0.003033798073249085,14
CONTRIBUTION,CONFIG_showRewardId,3691,2,15,0.005252739063618066,0.001352234735723817,0.001315368182932984,0.03602471350750956,0.0852392805824445,0.02033048580680314,14
CONTRIBUTION,CONFIG_showPunishmentId,3691,2,15,0.005252739063618066,0.001352234735723817,0.001315368182932984,0.03602471350750956,0.0852392805824445,0.02033048580680314,14
PUNISHMENT,CONFIG_MPCR,1812,56,15,0.5662288954486476,0.14622250706382317,0.15794938044606388,0.3370115954953244,0.23236611981790375,3.0911960680043964e-36,770
PUNISHMENT,CONFIG_numRounds,1812,30,15,0.38045416976884644,0.09824818721483176,0.1045846521561825,0.2767748368736264,0.18893028680188614,4.0378760724812285e-40,406
PUNISHMENT,CONFIG_chat,1812,2,15,0.2030458925978753,0.05243441248463403,0.05321464700069227,0.246683259506162,0.5139512526488141,3.1173440570233836e-93,14
PUNISHMENT,CONFIG_playerCount,1812,19,15,0.15268960383533176,0.039430443862625175,0.0411288168582756,0.17040827887665744,0.11870010076324791,1.3677201885975771e-05,252
PUNISHMENT,CONFIG_punishmentMagnitude,1812,16,15,0.13798728253846448,0.03563372791088558,0.03626112553805236,0.15730243312915124,0.1162628437738372,1.8777920623543505e-08,210
PUNISHMENT,CONFIG_rewardExists,1812,2,15,0.05232238670003973,0.013511692215531775,0.013426598053155502,0.10752208723788917,0.2646668416074341,2.7425144127905354e-20,14
PUNISHMENT,CONFIG_rewardMagnitude,1812,6,15,0.03411816055241656,0.008810647094277143,0.009101579251658613,0.07578401775750576,0.09342500603605831,0.21413705115908124,70
PUNISHMENT,CONFIG_showNRounds,1812,2,15,0.02793328386104887,0.007213469375228,0.007059384662718949,0.08386084430994742,0.19539040304900732,2.718809498404319e-09,14
PUNISHMENT,CONFIG_punishmentCost,1812,4,15,0.023727544745966365,0.006127382595823217,0.00601776595653568,0.06935094221013698,0.10364679126486874,0.04757404812799091,42
PUNISHMENT,CONFIG_rewardCost,1812,4,15,0.023727544745966365,0.006127382595823217,0.00601776595653568,0.06935094221013698,0.10364679126486874,0.04757404812799091,42
PUNISHMENT,CONFIG_showOtherSummaries,1812,2,15,0.02323098126850895,0.005999150431810071,0.005861645082389758,0.07619244282658169,0.1783555899049734,3.0279992968949963e-07,14
PUNISHMENT,CONFIG_showRewardId,1812,2,15,0.014750205919403105,0.0038090816392085244,0.003710712875523177,0.05419109298325123,0.14240466912836489,0.0008060293254875869,14
PUNISHMENT,CONFIG_showPunishmentId,1812,2,15,0.014750205919403105,0.0038090816392085244,0.003710712875523177,0.05419109298325123,0.14240466912836489,0.0008060293254875869,14
PUNISHMENT,CONFIG_allOrNothing,1812,2,15,0.006834236751788405,0.0017648679531312441,0.0017143597301592043,0.03788942005467597,0.09711903529941858,0.2513620484508339,14
PUNISHMENT,CONFIG_defaultContribProp,1812,2,15,0.005872129258945525,0.001516414066727395,0.0014725628247814408,0.03148741039623018,0.09014756486120798,0.39718189760339234,14
RESPONSE_TO_END_GAME,CONFIG_MPCR,1886,45,15,0.45491625739382174,0.11693519974804148,0.12436534869878128,0.3006253029241528,0.21126836940169852,1.0556991873521576e-37,616
RESPONSE_TO_END_GAME,CONFIG_numRounds,1886,30,15,0.32208050807764427,0.082790069457565,0.08621327105665239,0.2488271001710432,0.17919262397360633,2.3988829112935418e-33,406
RESPONSE_TO_END_GAME,CONFIG_playerCount,1886,19,15,0.16795530665689454,0.043172533435456545,0.04467699848932242,0.18524198509079007,0.12648544930348904,9.309296996740181e-11,252
RESPONSE_TO_END_GAME,CONFIG_punishmentMagnitude,1886,15,15,0.16186698160558355,0.041607543188493946,0.04245606496535037,0.17588549438908563,0.12562637534239696,5.278533216059834e-18,196
RESPONSE_TO_END_GAME,CONFIG_punishmentExists,1886,2,15,0.1515304243234448,0.038950554411221944,0.04296165314130896,0.1547075116193552,0.4212929771221734,6.4895670739032e-63,14
RESPONSE_TO_END_GAME,CONFIG_chat,1886,2,15,0.08323499862397604,0.021395368997983808,0.02148089395381937,0.14643311378477797,0.3325068961289753,9.948816440222289e-37,14
RESPONSE_TO_END_GAME,CONFIG_rewardMagnitude,1886,6,15,0.053647697932655565,0.013790019969206905,0.013671476873991565,0.10286545163390681,0.12217584360987283,1.132107573099265e-06,70
RESPONSE_TO_END_GAME,CONFIG_rewardExists,1886,2,15,0.04610485096269035,0.011851148137817898,0.011720101428358881,0.10814968585851653,0.250055036939483,1.6009509124665e-18,14
RESPONSE_TO_END_GAME,CONFIG_showOtherSummaries,1886,2,15,0.027256551736436485,0.007006235257457109,0.006886560912002362,0.0784729586426299,0.19301818129416193,1.728195522276531e-09,14
RESPONSE_TO_END_GAME,CONFIG_punishmentCost,1886,4,15,0.022179532213187563,0.00570119881959275,0.005493979280362098,0.06553591851101323,0.10273388811271522,0.03723494984789953,42
RESPONSE_TO_END_GAME,CONFIG_rewardCost,1886,4,15,0.022179532213187563,0.00570119881959275,0.005493979280362098,0.06553591851101323,0.10273388811271522,0.03723494984789953,42
RESPONSE_TO_END_GAME,CONFIG_allOrNothing,1886,2,15,0.02163653194811989,0.00556162182398769,0.005461981515071426,0.07510607265231674,0.17203670781485314,6.258161015516659e-07,14
RESPONSE_TO_END_GAME,CONFIG_defaultContribProp,1886,2,15,0.01069000086386261,0.0027478406541983635,0.002683619066396032,0.04997138034453792,0.12142357387898987,0.015092485861906157,14
RESPONSE_TO_END_GAME,CONFIG_showRewardId,1886,2,15,0.009908351384311473,0.0025469194153138674,0.002484816648609548,0.051862301784989365,0.11695277747634274,0.027470713608818427,14
RESPONSE_TO_END_GAME,CONFIG_showPunishmentId,1886,2,15,0.009908351384311473,0.0025469194153138674,0.002484816648609548,0.051862301784989365,0.11695277747634274,0.027470713608818427,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentExists,1825,2,15,0.7629623275385324,0.19572369401257553,0.22809501838904267,0.447318446237568,0.9043069158709547,2.02231906677076e-310,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_MPCR,1825,48,15,0.66991431700253,0.17185396980039588,0.18768489748341896,0.35910016888722096,0.2558129722854642,1.6376508850641466e-89,658
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_numRounds,1825,29,15,0.4565261957289927,0.11711324428016909,0.1266784989060179,0.3070741977857009,0.2065429084338252,4.899085798693978e-67,392
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_chat,1825,2,15,0.3181296319275275,0.08161019815565144,0.09159876137046752,0.25999444548695816,0.6025634587649816,2.4244332551156377e-132,14
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_playerCount,1825,19,15,0.20302467189007337,0.052082176699621396,0.054396741250659526,0.19984027021955342,0.1394092619922814,3.6864308345972315e-18,252
RESPONSE_TO_OTHERS_OUTCOME,CONFIG_punishmentMagnitude,1825,14,15,0.16292655873424186,0.04179575685093334,0.04340917378770132,0.16113342090448488,0.13190147670369798,5.801231171866261e-20,182
