tag,config_column,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta,n_false,n_true
REWARD,CONFIG_punishmentExists,11,Avoiding Rewards in Cooperative Environments,0.004381161007667032,0.1197339246119734,0.11535276360430637,0.11535276360430637,913,902
REWARD,CONFIG_punishmentExists,0,The Generous Rewarder Persona,0.14129244249726178,0.031042128603104215,-0.11025031389415757,0.11025031389415757,913,902
REWARD,CONFIG_punishmentExists,7,Reluctance to Use Reward Mechanisms,0.0065717415115005475,0.09645232815964523,0.08988058664814469,0.08988058664814469,913,902
REWARD,CONFIG_punishmentExists,14,Reluctance to Use Reward Mechanisms,0.044906900328587074,0.1319290465631929,0.08702214623460583,0.08702214623460583,913,902
REWARD,CONFIG_punishmentExists,10,The Reluctant Non-Rewarder Persona,0.09748083242059145,0.012195121951219513,-0.08528571046937194,0.08528571046937194,913,902
REWARD,CONFIG_punishmentExists,1,Selective Rewarding Behavior in Cooperative Settings,0.10405257393209201,0.026607538802660754,-0.07744503512943125,0.07744503512943125,913,902
REWARD,CONFIG_punishmentExists,13,Reluctance to Reward in Cooperative Settings,0.10624315443592552,0.036585365853658534,-0.06965778858226698,0.06965778858226698,913,902
REWARD,CONFIG_punishmentExists,6,Selective Rewarding to Foster Cooperation,0.03723986856516977,0.0975609756097561,0.06032110704458633,0.06032110704458633,913,902
REWARD,CONFIG_punishmentExists,4,Conservative Reward Users in Gameplay,0.04819277108433735,0.008869179600886918,-0.03932359148345044,0.03932359148345044,913,902
REWARD,CONFIG_punishmentExists,12,Reluctance to Reward Cooperative Behavior,0.07667031763417305,0.10199556541019955,0.025325247776026502,0.025325247776026502,913,902
REWARD,CONFIG_punishmentExists,5,Non-Rewarding Cooperators in Group Dynamics,0.09748083242059145,0.0787139689578714,-0.01876686346272005,0.01876686346272005,913,902
REWARD,CONFIG_punishmentExists,3,Generous Rewarders in Cooperative Settings,0.05805038335158817,0.07427937915742794,0.016228995805839766,0.016228995805839766,913,902
REWARD,CONFIG_punishmentExists,2,Selective Rewarding in Cooperative Contexts,0.07119386637458927,0.057649667405764965,-0.013544198968824306,0.013544198968824306,913,902
REWARD,CONFIG_punishmentExists,9,Reluctance to Reward Cooperative Behavior,0.056955093099671415,0.06984478935698447,0.012889696257313059,0.012889696257313059,913,902
REWARD,CONFIG_punishmentExists,8,Sparing Use of Rewards in Cooperative Settings,0.04928806133625411,0.0565410199556541,0.007252958619399993,0.007252958619399993,913,902
