tag,config_column,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta,n_false,n_true
RESPONSE_TO_END_GAME,CONFIG_chat,3,Cooperative Strategies in Late Game Rounds,0.10891089108910891,0.0255885363357216,-0.08332235475338731,0.08332235475338731,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,5,Consistent Cooperation Until the Final Round,0.034103410341034104,0.10849539406345957,0.07439198372242546,0.07439198372242546,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,6,Consistent Cooperation in Final Rounds,0.0407040704070407,0.1023541453428864,0.06165007493584569,0.06165007493584569,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,8,Consistent Cooperation Until the Final Round,0.0231023102310231,0.0767656090071648,0.05366329877614169,0.05366329877614169,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,12,End-Game Behavior in Contribution Dynamics,0.0737073707370737,0.02968270214943705,-0.04402466858763665,0.04402466858763665,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,7,End-Game Behavior in Finite Games,0.0858085808580858,0.0511770726714432,-0.03463150818664261,0.03463150818664261,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,13,End-Game Behavior in Cooperative Games,0.0352035203520352,0.06960081883316274,0.03439729848112754,0.03439729848112754,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,1,Consistent Cooperation in Final Game Rounds,0.08690869086908691,0.05322415557830092,-0.03368453529078599,0.03368453529078599,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,9,Cooperative Behavior Near Game End,0.06490649064906491,0.09621289662231321,0.0313064059732483,0.0313064059732483,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,2,Consistent Cooperation Through Final Rounds,0.10231023102310231,0.0736949846468782,-0.028615246376224118,0.028615246376224118,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,4,End-Game Cooperation Patterns in Players,0.0781078107810781,0.05322415557830092,-0.02488365520277718,0.02488365520277718,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,11,End-Game Defection Patterns in Players,0.0814081408140814,0.057318321392016376,-0.024089819422065027,0.024089819422065027,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,0,Consistent Cooperation Until the End,0.045104510451045104,0.06857727737973388,0.02347276692868877,0.02347276692868877,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,10,Consistent Cooperation Until the Final Round,0.0814081408140814,0.06141248720573183,-0.019995653608349574,0.019995653608349574,909,977
RESPONSE_TO_END_GAME,CONFIG_chat,14,Consistent Cooperation Through Final Rounds,0.058305830583058306,0.07267144319344933,0.014365612610391022,0.014365612610391022,909,977
