tag,config_column,cluster_id,cluster_title,prop_false,prop_true,delta_true_minus_false,abs_delta,n_false,n_true
RESPONSE_TO_REWARDER,CONFIG_chat,3,Unresponsive Reward Recipients in Group Dynamics,0.0,0.16847826086956522,0.16847826086956522,0.16847826086956522,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,0,Understanding Unrewarded Behavior Patterns,0.036734693877551024,0.18206521739130435,0.14533052351375333,0.14533052351375333,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,2,Patterns of Non-Reciprocal Reward Behavior,0.014285714285714285,0.1358695652173913,0.121583850931677,0.121583850931677,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,4,Patterns of Implicit Reciprocity in Rewards,0.0020408163265306124,0.10326086956521739,0.10122005323868678,0.10122005323868678,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,11,Patterns of Non-Reciprocal Reward Behavior,0.12857142857142856,0.03260869565217391,-0.09596273291925464,0.09596273291925464,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,8,Unreciprocated Rewards in Cooperative Behavior,0.12244897959183673,0.029891304347826088,-0.09255767524401065,0.09255767524401065,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,13,Cooperative Players and Reward Dynamics,0.11836734693877551,0.03260869565217391,-0.0857586512866016,0.0857586512866016,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,7,Dynamics of Reward and Reciprocity,0.0020408163265306124,0.08695652173913043,0.08491570541259982,0.08491570541259982,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,14,Cooperative Behavior in Reward Dynamics,0.09591836734693877,0.016304347826086956,-0.07961401952085181,0.07961401952085181,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,10,Understanding Non-Reciprocal Reward Behavior,0.09591836734693877,0.019021739130434784,-0.07689662821650399,0.07689662821650399,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,12,Patterns of Non-Reciprocal Reward Behavior,0.09183673469387756,0.016304347826086956,-0.0755323868677906,0.0755323868677906,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,5,Lack of Reciprocity in Reward Dynamics,0.1,0.03804347826086957,-0.06195652173913044,0.06195652173913044,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,9,Understanding Cooperative Reward Behavior,0.08571428571428572,0.04891304347826087,-0.03680124223602484,0.03680124223602484,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,1,Understanding Unrewarded Player Behavior,0.04693877551020408,0.03260869565217391,-0.01433007985803017,0.01433007985803017,490,368
RESPONSE_TO_REWARDER,CONFIG_chat,6,Stable Cooperation Despite Received Rewards,0.05918367346938776,0.057065217391304345,-0.0021184560780834125,0.0021184560780834125,490,368
