simbench_row_id,dataset_name,group_size,tvd_baseline,tvd_twin,jsd_baseline,jsd_twin,predicted_entropy_baseline,predicted_entropy_twin,normalized_predicted_entropy_baseline,normalized_predicted_entropy_twin,modal_match_baseline,modal_match_twin
simbenchpop_001765,ChaosNLI,100,0.7,0.16375,0.2816624938755599,0.0392703670379282,0.8018185525433373,0.7429602630751064,0.7298466991620975,0.6762715752759565,0,1
simbenchpop_001766,ChaosNLI,100,0.0999999999999999,0.108125,0.0264199737309225,0.0317315347721868,0.8018185525433373,0.8372085811049782,0.7298466991620975,0.7620600913903471,1,1
simbenchpop_001767,ChaosNLI,100,0.3099999999999999,0.21140625,0.0669055448897762,0.0278752814554607,0.8018185525433373,0.9785566784488472,0.7298466991620975,0.8907206742018053,1,1
simbenchpop_001768,ChaosNLI,100,0.48,0.22078125,0.1571473421540506,0.0590174295564099,0.8018185525433373,0.9013620119679986,0.7298466991620975,0.8204550606845611,0,1
simbenchpop_001769,ChaosNLI,100,0.3399999999999999,0.20015625,0.1196694001153542,0.0615960694007048,0.6474466390346325,0.5141636166460134,0.9340680553754911,0.7417812999407376,1,1
simbenchpop_001770,ChaosNLI,100,0.65,0.5484375,0.3068577088686985,0.2431861863199578,0.6474466390346325,0.6884474305708865,0.9340680553754911,0.993219693997367,0,0
simbenchpop_001771,ChaosNLI,100,0.37,0.3546875,0.1403988235332157,0.116032644031408,0.8018185525433373,0.8973246799968853,0.7298466991620975,0.8167801227535391,1,0
simbenchpop_001772,ChaosNLI,100,0.37,0.22375,0.0896477225813282,0.0311294167358569,0.8018185525433373,0.8973461001347196,0.7298466991620975,0.8167996202032357,0,1
simbenchpop_001773,ChaosNLI,100,0.3799999999999999,0.36671875,0.0785914032722065,0.0723562847124946,0.8018185525433373,0.8343294909615417,0.7298466991620975,0.7594394306047966,0,0
simbenchpop_001774,ChaosNLI,100,0.3,0.24359375,0.0641268546925294,0.0396587328708297,0.8018185525433373,0.8996706405276581,0.7298466991620975,0.8189155080527669,1,1
