record_id,unit_id,treatment_name,gold_target_json,num_days,num_trials_per_day,num_ratings
55ed5e8b748092000aaa9909,55ed5e8b748092000aaa9909,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [9, 8, 9, 9, 9, 7, 6, 7, 7, 6, 4, 6, 5, 5, 6, 6]}, {""day"": 2, ""ratings"": [9, 8, 8, 8, 5, 6, 7, 6, 6, 6, 5, 6, 4, 6, 4, 4]}, {""day"": 3, ""ratings"": [9, 7, 8, 8, 7, 7, 7, 7, 1, 2, 3, 1, 1, 1, 2, 1]}, {""day"": 4, ""ratings"": [7, 9, 9, 9, 6, 4, 6, 7, 3, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 5, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]}, {""day"": 6, ""ratings"": [9, 9, 9, 9, 5, 1, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 7, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 8, ""ratings"": [5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]}, {""day"": 9, ""ratings"": [9, 9, 9, 9, 7, 5, 7, 2, 1, 2, 3, 6, 1, 1, 3, 3]}, {""day"": 10, ""ratings"": [9, 7, 9, 9, 6, 5, 7, 5, 3, 4, 6, 1, 1, 2, 7, 3]}]}",10,16,160
561962ffc4a3700005d82484,561962ffc4a3700005d82484,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [8, 9, 9, 9, 8, 9, 9, 9, 8, 8, 8, 8, 8, 9, 8, 8]}, {""day"": 2, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 7, 8, 8, 7]}, {""day"": 3, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 9, 9, 8, 8, 9, 8]}, {""day"": 4, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 8, 8]}, {""day"": 5, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 8, 8, 7, 7]}, {""day"": 6, ""ratings"": [9, 9, 9, 9, 9, 9, 8, 9, 8, 8, 8, 7, 7, 7, 7, 7]}, {""day"": 7, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 9, 7, 7, 7, 8]}, {""day"": 8, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 7, 8, 7, 7]}, {""day"": 9, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 7, 7]}, {""day"": 10, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 8]}]}",10,16,160
561e6e5bed6e5a000ac7e70c,561e6e5bed6e5a000ac7e70c,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [7, 7, 6, 6, 4, 5, 6, 8, 6, 5, 6, 7, 4, 3, 5, 4]}, {""day"": 2, ""ratings"": [6, 6, 7, 8, 4, 5, 6, 5, 4, 3, 5, 4, 3, 5, 5, 4]}, {""day"": 3, ""ratings"": [3, 4, 6, 7, 2, 2, 4, 5, 2, 4, 3, 4, 2, 3, 7, 7]}, {""day"": 4, ""ratings"": [3, 4, 7, 7, 3, 6, 6, 7, 3, 5, 4, 6, 4, 5, 6, 6]}, {""day"": 5, ""ratings"": [4, 5, 8, 8, 4, 7, 4, 6, 2, 4, 7, 7, 3, 2, 5, 5]}, {""day"": 6, ""ratings"": [6, 5, 8, 8, 3, 5, 8, 8, 3, 5, 7, 7, 3, 4, 6, 6]}, {""day"": 7, ""ratings"": [3, 6, 9, 8, 7, 7, 9, 9, 4, 5, 8, 7, 7, 6, 5, 9]}, {""day"": 8, ""ratings"": [4, 5, 7, 9, 4, 4, 6, 8, 3, 5, 5, 7, 3, 3, 4, 6]}, {""day"": 9, ""ratings"": [2, 2, 4, 2, 1, 3, 4, 1, 2, 3, 3, 5, 1, 1, 3, 4]}, {""day"": 10, ""ratings"": [6, 7, 8, 9, 6, 7, 9, 9, 6, 7, 8, 9, 6, 6, 8, 9]}]}",10,16,160
57e1bf6e631235000138b636,57e1bf6e631235000138b636,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [9, 9, 8, 9, 9, 9, 8, 9, 8, 6, 8, 8, 8, 8, 7, 7]}, {""day"": 2, ""ratings"": [8, 9, 8, 9, 8, 9, 9, 9, 5, 6, 6, 8, 7, 6, 7, 5]}, {""day"": 3, ""ratings"": [3, 9, 9, 9, 5, 7, 6, 9, 3, 4, 5, 4, 3, 2, 5, 4]}, {""day"": 4, ""ratings"": [7, 8, 9, 9, 6, 7, 8, 9, 2, 8, 7, 7, 4, 4, 6, 7]}, {""day"": 5, ""ratings"": [8, 8, 9, 9, 7, 8, 8, 9, 8, 6, 7, 8, 6, 5, 7, 7]}, {""day"": 6, ""ratings"": [8, 9, 9, 9, 8, 8, 9, 9, 6, 7, 7, 7, 2, 7, 6, 8]}, {""day"": 7, ""ratings"": [9, 9, 9, 9, 8, 8, 9, 9, 6, 6, 8, 8, 4, 7, 7, 8]}, {""day"": 8, ""ratings"": [8, 8, 9, 9, 6, 7, 8, 9, 1, 5, 8, 7, 5, 3, 6, 5]}, {""day"": 9, ""ratings"": [9, 9, 9, 9, 8, 9, 9, 9, 7, 6, 8, 9, 8, 7, 8, 9]}, {""day"": 10, ""ratings"": [9, 9, 9, 9, 8, 8, 9, 9, 8, 7, 8, 9, 7, 7, 8, 9]}]}",10,16,160
57f18e976c19420001438a1b,57f18e976c19420001438a1b,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [9, 9, 7, 7, 9, 7, 8, 7, 9, 7, 8, 5, 5, 7, 6, 5]}, {""day"": 2, ""ratings"": [7, 8, 6, 7, 7, 8, 6, 6, 6, 5, 4, 5, 4, 3, 5, 4]}, {""day"": 3, ""ratings"": [9, 7, 8, 7, 7, 7, 6, 5, 6, 3, 5, 5, 3, 4, 5, 4]}, {""day"": 4, ""ratings"": [8, 9, 7, 7, 7, 6, 8, 7, 6, 6, 6, 6, 5, 5, 5, 4]}, {""day"": 5, ""ratings"": [9, 8, 8, 8, 7, 7, 7, 7, 5, 7, 6, 6, 7, 6, 6, 5]}, {""day"": 6, ""ratings"": [6, 7, 7, 7, 8, 6, 6, 5, 6, 6, 4, 5, 4, 4, 5, 3]}, {""day"": 7, ""ratings"": [9, 7, 7, 6, 7, 7, 5, 6, 7, 7, 6, 6, 8, 5, 5, 5]}, {""day"": 8, ""ratings"": [8, 7, 7, 6, 8, 7, 5, 5, 6, 6, 6, 4, 7, 5, 5, 5]}, {""day"": 9, ""ratings"": [9, 8, 7, 6, 8, 6, 4, 6, 6, 5, 5, 5, 5, 6, 5, 4]}, {""day"": 10, ""ratings"": [9, 8, 7, 6, 9, 7, 7, 5, 6, 7, 6, 4, 6, 5, 5, 5]}]}",10,16,160
58710ffcec49b50001590603,58710ffcec49b50001590603,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [8, 7, 5, 4, 7, 8, 7, 4, 7, 7, 4, 4, 8, 7, 5, 3]}, {""day"": 2, ""ratings"": [8, 7, 7, 6, 3, 8, 5, 7, 3, 4, 5, 4, 2, 2, 3, 3]}, {""day"": 3, ""ratings"": [6, 7, 8, 7, 7, 3, 4, 6, 6, 5, 7, 4, 3, 3, 2, 2]}, {""day"": 4, ""ratings"": [2, 7, 7, 7, 3, 4, 4, 4, 3, 3, 3, 4, 2, 2, 2, 2]}, {""day"": 5, ""ratings"": [7, 7, 7, 7, 2, 7, 6, 6, 3, 3, 5, 3, 3, 3, 4, 3]}, {""day"": 6, ""ratings"": [8, 7, 8, 7, 6, 7, 7, 3, 6, 3, 5, 4, 2, 3, 3, 2]}, {""day"": 7, ""ratings"": [8, 7, 7, 7, 5, 3, 7, 7, 2, 3, 3, 5, 4, 3, 3, 2]}, {""day"": 8, ""ratings"": [7, 8, 8, 7, 5, 6, 6, 6, 4, 5, 4, 2, 4, 3, 2, 2]}, {""day"": 9, ""ratings"": [8, 7, 8, 7, 5, 5, 7, 6, 2, 2, 7, 5, 2, 5, 4, 2]}, {""day"": 10, ""ratings"": [7, 7, 7, 7, 2, 5, 6, 7, 3, 4, 3, 4, 4, 3, 4, 4]}]}",10,16,160
58a07b0abb9e0f0001ac9a1d,58a07b0abb9e0f0001ac9a1d,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [8, 6, 8, 7, 7, 6, 7, 4, 6, 5, 4, 2, 5, 6, 5, 3]}, {""day"": 2, ""ratings"": [8, 7, 9, 8, 7, 7, 8, 8, 4, 5, 6, 4, 4, 3, 3, 3]}, {""day"": 3, ""ratings"": [9, 7, 8, 8, 5, 7, 6, 7, 4, 3, 5, 5, 3, 5, 4, 2]}, {""day"": 4, ""ratings"": [9, 8, 7, 8, 6, 7, 7, 7, 3, 4, 5, 4, 4, 4, 4, 4]}, {""day"": 5, ""ratings"": [8, 8, 7, 9, 6, 7, 5, 7, 5, 4, 4, 6, 7, 4, 3, 4]}, {""day"": 6, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]}, {""day"": 7, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]}, {""day"": 8, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 6, 8, 9, 9, 6, 7]}, {""day"": 9, ""ratings"": [9, 9, 9, 9, 9, 9, 9, 9, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 10, ""ratings"": [9, 9, 9, 9, 9, 8, 8, 9, 7, 6, 5, 3, 7, 4, 4, 4]}]}",10,16,160
59982d15d0bcd10001dd907e,59982d15d0bcd10001dd907e,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [9, 8, 8, 7, 9, 7, 8, 2, 9, 7, 7, 2, 8, 7, 3, 4]}, {""day"": 2, ""ratings"": [9, 7, 2, 2, 9, 8, 2, 1, 8, 7, 2, 1, 7, 7, 2, 1]}, {""day"": 3, ""ratings"": [9, 8, 4, 1, 9, 8, 4, 1, 8, 7, 3, 2, 9, 7, 3, 1]}, {""day"": 4, ""ratings"": [9, 8, 2, 1, 8, 8, 2, 1, 8, 8, 2, 1, 8, 8, 2, 1]}, {""day"": 5, ""ratings"": [9, 9, 2, 1, 9, 8, 2, 1, 8, 8, 2, 1, 8, 8, 2, 1]}, {""day"": 6, ""ratings"": [8, 8, 3, 1, 3, 8, 3, 1, 7, 7, 2, 1, 7, 7, 2, 1]}, {""day"": 7, ""ratings"": [9, 9, 2, 1, 9, 9, 2, 1, 8, 7, 1, 1, 7, 8, 2, 1]}, {""day"": 8, ""ratings"": [9, 8, 2, 1, 9, 9, 2, 1, 8, 8, 2, 1, 8, 8, 2, 1]}, {""day"": 9, ""ratings"": [9, 9, 2, 2, 9, 9, 2, 1, 8, 8, 2, 1, 8, 8, 1, 1]}, {""day"": 10, ""ratings"": [9, 9, 2, 2, 9, 9, 2, 1, 8, 8, 1, 1, 8, 8, 1, 1]}]}",10,16,160
59a52c18514a2200017e6b2e,59a52c18514a2200017e6b2e,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 2, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 3, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 4, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 5, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 6, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 7, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 8, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 9, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""day"": 10, ""ratings"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}]}",10,16,160
59c177605c50560001df944c,59c177605c50560001df944c,LONGITUDINAL_TRUST_PANEL,"{""days"": [{""day"": 1, ""ratings"": [8, 8, 8, 7, 6, 7, 7, 7, 6, 5, 4, 4, 5, 4, 4, 3]}, {""day"": 2, ""ratings"": [8, 7, 8, 8, 8, 6, 6, 6, 6, 5, 6, 4, 4, 5, 6, 5]}, {""day"": 3, ""ratings"": [7, 7, 8, 8, 6, 6, 8, 8, 5, 6, 5, 5, 7, 7, 6, 5]}, {""day"": 4, ""ratings"": [6, 6, 7, 9, 6, 7, 8, 8, 4, 6, 6, 8, 3, 4, 6, 7]}, {""day"": 5, ""ratings"": [7, 8, 8, 9, 6, 6, 8, 8, 5, 6, 7, 7, 6, 5, 6, 7]}, {""day"": 6, ""ratings"": [8, 7, 8, 9, 5, 6, 8, 8, 6, 6, 6, 7, 4, 6, 6, 6]}, {""day"": 7, ""ratings"": [8, 8, 9, 9, 7, 7, 8, 9, 5, 6, 7, 8, 7, 5, 7, 8]}, {""day"": 8, ""ratings"": [8, 8, 9, 9, 6, 6, 8, 8, 6, 6, 7, 7, 5, 6, 7, 7]}, {""day"": 9, ""ratings"": [8, 6, 9, 9, 6, 6, 8, 9, 6, 6, 7, 7, 5, 5, 7, 7]}, {""day"": 10, ""ratings"": [8, 8, 9, 9, 7, 6, 8, 8, 6, 5, 7, 7, 5, 5, 6, 7]}]}",10,16,160
