treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_0_C,final_round_normalized_efficiency,10,10,0.2838754023913313,0.2731795634738752,1.0391531444791953,0.03840609728923642,0.4254807692307692,0.4606711216973225,0.9236106827428296,0.07946463515159148
VALIDATION_0_T,final_round_normalized_efficiency,12,12,0.22134624434714897,0.28614540806108135,0.7735446318953328,0.25677190941151795,0.3682692307692307,0.2673735168276652,1.3773586671510085,0.3201676558017878
VALIDATION_10_C,final_round_normalized_efficiency,10,10,0.25745488345581596,0.5043570131399739,0.5104615911910888,0.672439881835551,0.48689138576779023,0.791198501872659,0.6153846153846154,0.48550781578170077
VALIDATION_10_T,final_round_normalized_efficiency,10,10,0.33874432399539095,1.0313056339783555,0.3284616245997356,1.1133352679735993,0.4588014981273408,0.294943820224719,1.555555555555556,0.4418327522790395
VALIDATION_11_C,final_round_normalized_efficiency,10,10,0.280103967724079,0.23838838681861219,1.174989987818525,0.1612596265543077,0.4388297872340425,0.36300832664999794,1.2088697559192614,0.18968583706130765
VALIDATION_11_T,final_round_normalized_efficiency,11,11,0.1963181940753821,0.47564151189004067,0.41274402920653225,0.8849276621701603,0.3246897163120567,0.4131591790841922,0.7858707557502734,0.24096293296119278
VALIDATION_12_C,final_round_normalized_efficiency,12,12,0.2733591792732152,0.20817768394941574,1.3131051037134107,0.2723946406420122,0.24816176470588236,0.17717086834733897,1.400691699604743,0.33696618575449616
VALIDATION_12_T,final_round_normalized_efficiency,12,12,0.24505801071384958,0.32123983268754447,0.762850636123343,0.27069302554591496,0.34543504901960786,0.3865108543417367,0.8937266447740913,0.11235531703665552
VALIDATION_13_C,final_round_normalized_efficiency,10,10,0.21644622876191133,0.19457814395275885,1.112387159034993,0.10650829983297451,0.2689475574712643,0.21219405594405594,1.267460373829563,0.23701519274365762
VALIDATION_13_T,final_round_normalized_efficiency,11,11,0.1946063404098864,0.2735662484795471,0.7113682389238011,0.34056506634045663,0.3084590517241379,0.28871880412533446,1.068371880586739,0.06613588272605042
