fold,model,n_train,n_test,n_train_games,n_test_games,status,pred_true_cosine_mean,retrieved_true_cosine_mean,oracle_true_cosine_mean,retrieval_cosine_regret_mean,oracle_hit_at_1,oracle_hit_at_5,embedding_mse_mean,fit_eval_seconds
1,elastic_net,736,184,74,18,ok,0.8919245004653931,0.8431282043457031,0.9049811959266663,0.06185302883386612,0.016304347826086956,0.04891304347826087,0.0001331469538854435,73.83
1,mlp,736,184,74,18,ok,0.769335925579071,0.838204026222229,0.9049811959266663,0.06677718460559845,0.016304347826086956,0.043478260869565216,0.0003084862546529621,224.2069
2,elastic_net,735,185,73,19,ok,0.8811450600624084,0.829050600528717,0.9047900438308716,0.07573958486318588,0.005405405405405406,0.032432432432432434,0.00014566644676961005,48.4998
2,mlp,735,185,73,19,ok,0.7761146426200867,0.8260573744773865,0.9047900438308716,0.0787326917052269,0.02702702702702703,0.043243243243243246,0.0003334189241286367,160.6719
3,elastic_net,735,185,73,19,ok,0.8862438201904297,0.8408265709877014,0.9074317812919617,0.06660524010658264,0.010810810810810811,0.07567567567567568,0.0001399387838318944,123.0108
3,mlp,735,185,73,19,ok,0.7615468502044678,0.8315408229827881,0.9074317812919617,0.0758909359574318,0.005405405405405406,0.032432432432432434,0.00032166275195777416,215.1054
4,elastic_net,737,183,74,18,ok,0.8889230489730835,0.8401782512664795,0.9058874845504761,0.06570906937122345,0.02185792349726776,0.04918032786885246,0.00013658934039995074,110.3404
4,mlp,737,183,74,18,ok,0.7510397434234619,0.8297159075737,0.9058874845504761,0.07617151737213135,0.0,0.04918032786885246,0.0003634800377767533,169.7731
5,elastic_net,737,183,74,18,ok,0.8841003179550171,0.8332688212394714,0.9094852209091187,0.07621631026268005,0.0,0.02185792349726776,0.00014217657735571265,114.728
5,mlp,737,183,74,18,ok,0.7604261636734009,0.8310884833335876,0.9094852209091187,0.07839685678482056,0.00546448087431694,0.02185792349726776,0.00033259368501603603,242.0083
