custom_id,input_token_estimate
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0001,38340
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0002,38334
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0003,38334
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0004,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0005,38339
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0006,38334
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0007,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0008,38333
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0009,38304
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0010,38339
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0011,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0012,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0013,38336
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0014,38341
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0015,38335
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0016,38338
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0017,38335
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0018,38335
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0019,38339
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0020,38336
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0021,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0022,38338
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0023,38334
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0024,38347
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0025,38343
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0026,38345
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0027,38340
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0028,38338
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0029,38339
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0030,38342
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0031,38341
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0032,38334
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0033,38342
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0034,38338
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0035,38336
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0036,38342
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0037,38338
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0038,38340
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0039,38340
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0040,38340
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0041,38345
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0042,38340
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0043,38332
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0044,38333
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0045,38336
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0046,38336
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0047,38338
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0048,38343
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0049,38339
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0050,38333
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0051,38333
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0052,38347
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0053,38334
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0054,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0055,38344
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0056,38335
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0057,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0058,38339
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0059,38339
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0060,38337
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0061,38340
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0062,38343
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0063,38335
simbenchpop__simbenchpop__ctx_000__twin_persona_summary_cognitive_only__s0064,38339
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0001,25247
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0002,25241
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0003,25241
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0004,25245
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0005,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0006,25241
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0007,25245
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0008,25240
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0009,25212
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0010,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0011,25244
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0012,25244
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0013,25243
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0014,25248
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0015,25242
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0016,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0017,25242
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0018,25242
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0019,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0020,25243
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0021,25245
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0022,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0023,25242
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0024,25254
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0025,25250
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0026,25252
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0027,25247
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0028,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0029,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0030,25249
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0031,25248
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0032,25242
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0033,25249
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0034,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0035,25243
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0036,25249
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0037,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0038,25248
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0039,25247
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0040,25247
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0041,25252
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0042,25247
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0043,25239
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0044,25240
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0045,25243
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0046,25243
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0047,25245
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0048,25250
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0049,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0050,25241
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0051,25241
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0052,25255
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0053,25241
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0054,25244
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0055,25251
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0056,25242
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0057,25245
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0058,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0059,25246
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0060,25244
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0061,25248
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0062,25250
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0063,25243
simbenchpop__simbenchpop__ctx_001__twin_persona_summary_cognitive_only__s0064,25247
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0001,1135
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0002,1129
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0003,1129
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0004,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0005,1134
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0006,1129
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0007,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0008,1128
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0009,1099
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0010,1134
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0011,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0012,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0013,1131
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0014,1136
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0015,1130
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0016,1133
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0017,1130
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0018,1130
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0019,1134
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0020,1131
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0021,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0022,1133
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0023,1129
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0024,1142
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0025,1138
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0026,1140
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0027,1135
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0028,1133
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0029,1134
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0030,1137
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0031,1136
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0032,1129
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0033,1137
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0034,1133
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0035,1131
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0036,1137
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0037,1133
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0038,1135
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0039,1135
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0040,1135
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0041,1140
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0042,1135
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0043,1127
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0044,1128
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0045,1131
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0046,1131
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0047,1133
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0048,1138
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0049,1134
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0050,1128
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0051,1128
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0052,1142
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0053,1129
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0054,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0055,1139
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0056,1130
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0057,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0058,1134
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0059,1134
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0060,1132
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0061,1135
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0062,1138
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0063,1130
simbenchpop__simbenchpop__ctx_002__twin_persona_summary_cognitive_only__s0064,1134
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0001,36792
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0002,36787
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0003,36787
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0004,36790
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0005,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0006,36786
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0007,36790
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0008,36785
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0009,36757
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0010,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0011,36790
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0012,36789
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0013,36788
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0014,36794
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0015,36787
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0016,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0017,36787
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0018,36787
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0019,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0020,36789
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0021,36790
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0022,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0023,36787
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0024,36799
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0025,36796
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0026,36797
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0027,36792
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0028,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0029,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0030,36795
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0031,36793
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0032,36787
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0033,36794
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0034,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0035,36789
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0036,36794
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0037,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0038,36793
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0039,36793
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0040,36792
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0041,36797
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0042,36792
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0043,36784
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0044,36785
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0045,36788
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0046,36788
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0047,36790
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0048,36795
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0049,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0050,36786
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0051,36786
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0052,36800
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0053,36786
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0054,36790
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0055,36796
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0056,36788
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0057,36790
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0058,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0059,36791
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0060,36789
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0061,36793
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0062,36795
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0063,36788
simbenchpop__simbenchpop__ctx_003__twin_persona_summary_cognitive_only__s0064,36792
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0001,2689
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0002,2684
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0003,2684
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0004,2687
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0005,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0006,2683
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0007,2687
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0008,2682
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0009,2654
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0010,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0011,2687
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0012,2686
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0013,2685
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0014,2691
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0015,2684
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0016,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0017,2684
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0018,2684
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0019,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0020,2686
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0021,2687
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0022,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0023,2684
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0024,2696
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0025,2693
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0026,2694
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0027,2689
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0028,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0029,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0030,2692
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0031,2690
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0032,2684
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0033,2691
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0034,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0035,2686
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0036,2691
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0037,2688
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0038,2690
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0039,2690
simbenchpop__simbenchpop__ctx_004__twin_persona_summary_cognitive_only__s0040,2689
