metric_family,treatment_name,cell_name,scenario,case,metric,distance_kind,score,generated_n,human_n
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,fairness_offer_wd,wasserstein_1d,0.132,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,inequality_tolerance_wd,wasserstein_1d,0.3520000000000001,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,fairness_wd,mean_wasserstein_1d,0.24200000000000005,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,trust_send_wd,wasserstein_1d,0.24,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,trust_wd,mean_wasserstein_1d,0.24,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,trustworthiness_return_wd,wasserstein_1d,0.12000000000000001,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,trustworthiness_wd,mean_wasserstein_1d,0.12000000000000001,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,cooperation_pd_wd,wasserstein_1d,0.27999999999999997,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,cooperation_sh_wd,wasserstein_1d,0.12,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,cooperation_wd,mean_wasserstein_1d,0.19999999999999998,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,coordination_earth_wd,wasserstein_1d,0.46,50,50
behavior_distribution_distance,ODP,ODP__NoAISupport__Opaque,NoAISupport,Opaque,coordination_wd,mean_wasserstein_1d,0.46,50,50
behavior_distribution_distance,ODU,ODU__NoAISupport__Opaque,NoAISupport,Opaque,fairness_offer_wd,wasserstein_1d,0.12,50,50
