metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,n_treatments,model_score,median_value
distribution_distance,mean_send_field_distance,mean_wasserstein_1d,0.69585,0.69125,0.5788249999999999,0.8296,10,2.778,2.84
distribution_distance,mean_process_premium_distance,mean_wasserstein_1d,0.654,0.6479999999999999,0.5178,0.8200999999999999,5,2.0919999999999996,2.0199999999999996
distribution_distance,mean_action_premium_distance,mean_wasserstein_1d,0.9548399999999999,0.9444999999999999,0.7559499999999999,1.188,10,3.7079999999999997,3.76
distribution_distance,return_pct,wasserstein_1d,4.01695,3.944,3.0639000000000003,5.1015,10,13.134,12.629999999999999
distribution_distance,process_premium_if_act,wasserstein_1d,0.625,0.6139999999999999,0.4398000000000001,0.8480000000000001,5,2.068,1.6799999999999997
distribution_distance,process_premium_if_no_act,wasserstein_1d,0.6829999999999999,0.666,0.4916,0.9245999999999999,5,2.116,2.2
distribution_distance,action_premium,wasserstein_1d,0.9136,0.8820000000000001,0.6636000000000001,1.2604000000000002,5,3.66,3.68
distribution_distance,action_premium_without_check,wasserstein_1d,1.0351,0.9949999999999999,0.715,1.4349999999999998,4,4.015000000000001,4.220000000000001
distribution_distance,action_premium_after_check,wasserstein_1d,0.9660249999999999,0.9649999999999999,0.6499999999999999,1.3005,4,3.885,3.63
distribution_distance,action_premium_fast,wasserstein_1d,1.1248,1.0099999999999998,0.4789999999999998,2.1249999999999982,1,3.4800000000000004,3.4800000000000004
distribution_distance,action_premium_slow,wasserstein_1d,0.8314999999999999,0.76,0.36000000000000015,1.5809999999999997,1,2.4800000000000004,2.4800000000000004
distribution_distance,send_if_act,wasserstein_1d,0.68934,0.6719999999999999,0.4598,0.9691999999999995,5,2.88,3.0199999999999996
distribution_distance,send_if_act_after_check,wasserstein_1d,0.69435,0.6849999999999998,0.42000000000000004,1.04025,4,2.84,2.88
distribution_distance,send_if_act_fast,wasserstein_1d,0.7681,0.67,0.28000000000000014,1.6039999999999988,1,2.7800000000000002,2.7800000000000002
distribution_distance,send_if_act_slow,wasserstein_1d,0.7081999999999999,0.65,0.23800000000000007,1.38,1,3.2600000000000002,3.2600000000000002
distribution_distance,send_if_act_without_check,wasserstein_1d,0.7027249999999999,0.6675,0.43925,1.0064999999999995,4,2.9650000000000003,2.9800000000000004
distribution_distance,send_if_no_act,wasserstein_1d,0.6988599999999999,0.6839999999999999,0.4677999999999999,0.9845999999999998,5,2.8280000000000003,2.8400000000000003
distribution_distance,send_if_no_act_after_check,wasserstein_1d,0.675125,0.6675,0.43424999999999997,0.9802499999999998,4,2.515,2.68
